Rk,Year,Lg,Rnd,Pick,Tm,Player,Pos,School,Coach
2,2019,NFL,2,43,DET,Jahlani Tavai,LB,Hawaii,Norm Chow
4,2015,NFL,7,231,TAM,Joey Iosefa,FB,Hawaii,Norm Chow
