Rk,Year,Lg,Rnd,Pick,Tm,Player,Pos,School,Coach
330,1947,NFL,13,113,RAM,Mike Dimitro,G,UCLA,DeWayne Walker
331,1947,NFL,20,183,RAM,Bernie Reiges,B,UCLA,DeWayne Walker
332,1947,NFL,21,193,RAM,Leon McLaughlin,C,UCLA,DeWayne Walker
333,1946,NFL,1,9,WAS,Cal Rossi,B,UCLA,DeWayne Walker
334,1946,NFL,5,40,RAM,Don Paul,C,UCLA,DeWayne Walker
335,1946,NFL,7,57,PHI,George Robotham,E,UCLA,DeWayne Walker
336,1946,NFL,20,187,DET,Don Malmberg,T,UCLA,DeWayne Walker
337,1946,NFL,22,205,NYG,Bill Stiers,B,UCLA,DeWayne Walker
338,1946,NFL,28,263,PIT,Bob Hansen,E,UCLA,DeWayne Walker
339,1946,NFL,30,286,GNB,Al Sparlis,G,UCLA,DeWayne Walker
340,1945,NFL,10,97,NYG,Vic Smith,B,UCLA,DeWayne Walker
341,1945,NFL,11,103,RAM,Tom Fears,E,UCLA,DeWayne Walker
342,1945,NFL,12,116,CHI,Jack Boyd,B,UCLA,DeWayne Walker
343,1945,NFL,13,129,PHI,Bill Chambers,G,UCLA,DeWayne Walker
344,1945,NFL,22,221,PIT,Don Malmberg,B,UCLA,DeWayne Walker
345,1944,NFL,5,42,RAM,Bob Waterfield,QB,UCLA,DeWayne Walker
346,1944,NFL,8,74,PHI,George Phillips,LB,UCLA,DeWayne Walker
347,1944,NFL,12,112,DET,Jack Lescoulie,G,UCLA,DeWayne Walker
348,1944,NFL,20,204,WAS,Dave Brown,E,UCLA,DeWayne Walker
349,1944,NFL,23,234,PHI,Milt Smith,DB,UCLA,DeWayne Walker
350,1943,NFL,7,58,GNB,Ken Snelling,FB,UCLA,DeWayne Walker
351,1943,NFL,9,75,RAM,Al Solari,B,UCLA,DeWayne Walker
352,1943,NFL,27,251,DET,Chuck Fears,T,UCLA,DeWayne Walker
353,1941,NFL,11,92,CRD,Jack Sommers,C,UCLA,DeWayne Walker
354,1941,NFL,14,126,GNB,Del Lyman,T,UCLA,DeWayne Walker
355,1939,NFL,14,123,RAM,John Ryland,C,UCLA,DeWayne Walker
356,1937,NFL,7,62,BKN,Fred Funk,B,UCLA,DeWayne Walker
357,1936,NFL,2,17,DET,Chuck Cheshire,B,UCLA,DeWayne Walker
1,2020,NFL,5,172,DET,Jason Huntley,RB,New Mexico State,DeWayne Walker
2,2018,NFL,4,132,BAL,Jaleel Scott,WR,New Mexico State,DeWayne Walker
3,2013,NFL,7,208,JAX,Jeremy Harris,DB,New Mexico State,DeWayne Walker
4,2012,NFL,6,196,DET,Jonte Green,DB,New Mexico State,DeWayne Walker
5,2011,NFL,4,131,GNB,Davon House,DB,New Mexico State,DeWayne Walker
6,2003,NFL,7,246,OAK,Siddeeq Shabazz,DB,New Mexico State,DeWayne Walker
7,2001,NFL,5,161,BAL,Chris Barnes,RB,New Mexico State,DeWayne Walker
8,1996,NFL,7,239,SFO,Sean Manuel,TE,New Mexico State,DeWayne Walker
9,1996,NFL,7,254,SFO,Sam Manuel,LB,New Mexico State,DeWayne Walker
10,1995,NFL,6,177,SDG,Troy Sienkiewicz,G,New Mexico State,DeWayne Walker
11,1994,NFL,5,137,SDG,Aaron Laing,TE,New Mexico State,DeWayne Walker
12,1991,NFL,10,277,BUF,Tony De Lorenzo,G,New Mexico State,DeWayne Walker
13,1988,NFL,4,91,SDG,Joe Campbell,DE,New Mexico State,DeWayne Walker
14,1985,NFL,7,172,CIN,Kim Locklin,RB,New Mexico State,DeWayne Walker
15,1985,NFL,12,322,CIN,Louis Garza,T,New Mexico State,DeWayne Walker
16,1984,NFL,3,76,SEA,Fredd Young,LB,New Mexico State,DeWayne Walker
17,1984,NFL,7,177,CIN,Leo Barker,LB,New Mexico State,DeWayne Walker
18,1983,NFL,9,247,NYJ,Bobby Humphery,DB,New Mexico State,DeWayne Walker
19,1982,NFL,6,145,RAM,Kerry Locklin,TE,New Mexico State,DeWayne Walker
20,1982,NFL,11,299,SDG,Anthony Watson,DB,New Mexico State,DeWayne Walker
21,1978,NFL,9,246,RAM,Andre Anderson,DE,New Mexico State,DeWayne Walker
22,1978,NFL,11,280,KAN,Ray Milo,DB,New Mexico State,DeWayne Walker
23,1977,NFL,2,42,DET,Walt Williams,DB,New Mexico State,DeWayne Walker
24,1977,NFL,5,128,SDG,Cliff Olander,QB,New Mexico State,DeWayne Walker
25,1976,NFL,3,80,MIA,Duriel Harris,WR,New Mexico State,DeWayne Walker
26,1976,NFL,10,279,DET,Bill Bowerman,QB,New Mexico State,DeWayne Walker
27,1975,NFL,2,46,STL,Jim Germany,RB,New Mexico State,DeWayne Walker
28,1973,NFL,4,93,CLE,Andy Dorris,DE,New Mexico State,DeWayne Walker
29,1972,NFL,4,92,PHI,Po James,RB,New Mexico State,DeWayne Walker
30,1972,NFL,6,139,NYJ,Joey Jackson,DE,New Mexico State,DeWayne Walker
31,1972,NFL,14,344,STL,Pat McTeer,K,New Mexico State,DeWayne Walker
32,1971,NFL,5,122,SFO,George Wells,LB,New Mexico State,DeWayne Walker
33,1969,NFL,4,96,HOU,Roy Gerela,K,New Mexico State,DeWayne Walker
34,1969,NFL,4,100,OAK,Ruby Jackson,T,New Mexico State,DeWayne Walker
35,1969,NFL,7,162,BOS,Rick Hackley,T,New Mexico State,DeWayne Walker
36,1969,NFL,12,305,STL,Howard Taylor,RB,New Mexico State,DeWayne Walker
37,1969,NFL,14,356,SDG,Bill Ackman,DT,New Mexico State,DeWayne Walker
38,1968,NFL,4,96,STL,Joe Schmiesing,DE,New Mexico State,DeWayne Walker
39,1968,NFL,7,174,PIT,Doug Dalton,RB,New Mexico State,DeWayne Walker
40,1968,NFL,14,370,CHI,Harold Gargus,DT,New Mexico State,DeWayne Walker
41,1967,NFL,7,178,PHI,Bob Crenshaw,G,New Mexico State,DeWayne Walker
42,1966,AFL,7,54,HOU,Pep Menefee,WR,New Mexico State,DeWayne Walker
43,1966,NFL,13,189,PHI,Jim Bohl,HB,New Mexico State,DeWayne Walker
44,1966,NFL,17,259,CLE,Gene Modzelewski,T,New Mexico State,DeWayne Walker
45,1965,NFL,11,146,WAS,Willie Adams,DE,New Mexico State,DeWayne Walker
46,1963,NFL,5,65,SFO,Jim (Preacher) Pilot,B,New Mexico State,DeWayne Walker
47,1963,AFL,14,112,KAN,Jim (Preacher) Pilot,HB,New Mexico State,DeWayne Walker
48,1962,NFL,2,19,STL,Bobby Jackson,FB,New Mexico State,DeWayne Walker
49,1962,AFL,7,56,SDG,Bobby Jackson,FB,New Mexico State,DeWayne Walker
50,1962,AFL,13,103,HOU,Royce Cassell,E,New Mexico State,DeWayne Walker
51,1961,AFL,1,4,DEN,Bob Gaiters,HB,New Mexico State,DeWayne Walker
52,1961,NFL,2,17,NYG,Bob Gaiters,HB,New Mexico State,DeWayne Walker
53,1961,AFL,8,64,SDG,Charley Johnson,QB,New Mexico State,DeWayne Walker
54,1961,AFL,22,175,HOU,Bob Kelly,T,New Mexico State,DeWayne Walker
55,1961,AFL,23,181,DTX,Lou Zivkovich,T,New Mexico State,DeWayne Walker
56,1961,AFL,24,185,DEN,E.A. Simms,E,New Mexico State,DeWayne Walker
57,1961,NFL,15,203,BAL,E.A. Sims,E,New Mexico State,DeWayne Walker
58,1961,NFL,19,256,RAM,Lou Zivkovich,T,New Mexico State,DeWayne Walker
59,1960,AFL,,0,DTX,Louis Kelley,FB,New Mexico State,DeWayne Walker
60,1960,AFL,,0,HOU,George Mulholland,E,New Mexico State,DeWayne Walker
61,1960,AFL,,0,OAK,Pervis Atkins,FL,New Mexico State,DeWayne Walker
62,1960,AFL,,0,LAC,Billy Locklin,LB,New Mexico State,DeWayne Walker
63,1960,NFL,3,30,RAM,Pervis Atkins,FL,New Mexico State,DeWayne Walker
64,1960,NFL,10,109,STL,Charley Johnson,QB,New Mexico State,DeWayne Walker
65,1959,NFL,11,128,RAM,Joe Kelly,B,New Mexico State,DeWayne Walker
66,1954,NFL,26,304,BAL,Jesus Esparza,T,New Mexico State,DeWayne Walker
67,1948,NFL,3,20,PIT,Jerry Nuzum,HB,New Mexico State,DeWayne Walker
