coach_name,url,success,error_message,has_coaching_records,has_all_americans,has_awards,all_americans_count,awards_count
Dave Kragthorpe,https://www.sports-reference.com/cfb/coaches/dave-kragthorpe-1.html,True,,True,False,False,0,3
