Rk,Year,Lg,Rnd,Pick,Tm,Player,Pos,School,Coach
149,1967,NFL,15,381,SDG,Craig Scoggins,E,San Diego State,Ted Tollner
150,1966,AFL,3,26,SDG,Jeff Staggs,LB,San Diego State,Ted Tollner
151,1966,AFL,8,70,OAK,Ray Schmautz,B,San Diego State,Ted Tollner
152,1966,AFL,9,80,OAK,Clifton Kinney,LB,San Diego State,Ted Tollner
153,1966,AFL,13,117,SDG,Houston Ridge,DE,San Diego State,Ted Tollner
154,1966,NFL,11,168,GNB,Ralph Wenzel,G,San Diego State,Ted Tollner
155,1966,NFL,13,195,MIN,Larry Martin,DT,San Diego State,Ted Tollner
156,1965,AFL,1,6,SDG,Gary Garrison,WR,San Diego State,Ted Tollner
157,1965,AFL,2,14,SDG,Larry Martin,DT,San Diego State,Ted Tollner
158,1965,NFL,6,77,PHI,Gary Garrison,WR,San Diego State,Ted Tollner
159,1965,AFL,12,94,SDG,Jim Allison,RB,San Diego State,Ted Tollner
160,1965,AFL,12,95,BOS,Leon Standridge,E,San Diego State,Ted Tollner
161,1965,AFL,16,126,SDG,John Godden,LB,San Diego State,Ted Tollner
162,1965,NFL,18,240,SFO,Leon Standridge,E,San Diego State,Ted Tollner
163,1964,AFL,17,136,SDG,John Farris,G,San Diego State,Ted Tollner
164,1964,NFL,11,147,RAM,John Farris,G,San Diego State,Ted Tollner
165,1964,AFL,26,203,NYJ,John Butler,FB,San Diego State,Ted Tollner
166,1964,NFL,20,274,BAL,John Butler,FB,San Diego State,Ted Tollner
167,1963,AFL,21,161,OAK,Neal Petties,E,San Diego State,Ted Tollner
168,1963,NFL,14,187,BAL,Neal Petties,E,San Diego State,Ted Tollner
169,1963,NFL,17,229,BAL,Kern Carson,HB,San Diego State,Ted Tollner
170,1963,AFL,29,229,DEN,Kern Carson,HB,San Diego State,Ted Tollner
171,1955,NFL,17,202,SFO,Bob Newton,G,San Diego State,Ted Tollner
172,1954,NFL,4,46,RAM,Norm Nygaard,B,San Diego State,Ted Tollner
173,1953,NFL,17,202,SFO,Hugh Latham,T,San Diego State,Ted Tollner
174,1952,NFL,4,49,RAM,Skeet Quinlan,HB,San Diego State,Ted Tollner
175,1952,NFL,21,253,RAM,Art Preston,B,San Diego State,Ted Tollner
