Player,Class,Pos,Summary,Year,School,Coach
Casey Thompson,JR,QB,"165 Cmp, 261 Att, 2113 Yds, 24 TD",2021,Texas,Steve Sarkisian
Hudson Card,FR,QB,"51 Cmp, 83 Att, 590 Yds, 5 TD",2021,Texas,Steve Sarkisian
Ben Ballard,SO,QB,,2021,Texas,Steve Sarkisian
Cole Lourd,FR,QB,,2021,Texas,Steve Sarkisian
Charles Wright,FR,QB,,2021,Texas,Steve Sarkisian
Roschon Johnson,JR,RB,"96 Att, 569 Yds, 5.9 Avg",2021,Texas,Steve Sarkisian
Bijan Robinson,SO,RB,"195 Att, 1127 Yds, 5.8 Avg",2021,Texas,Steve Sarkisian
Keilan Robinson,SO,RB,"45 Att, 322 Yds, 7.2 Avg",2021,Texas,Steve Sarkisian
Jonathon Brooks,FR,RB,"21 Att, 143 Yds, 6.8 Avg",2021,Texas,Steve Sarkisian
Gabriel Watson,SR,RB,"10 Att, 37 Yds, 3.7 Avg",2021,Texas,Steve Sarkisian
Skyler Bonneau,SR,RB,,2021,Texas,Steve Sarkisian
Jarrett Smith,JR,RB,,2021,Texas,Steve Sarkisian
Daniel Young,SR,RB,,2021,Texas,Steve Sarkisian
Xavier Worthy,FR,WR,"62 Rec, 981 Yds, 15.8 Avg",2021,Texas,Steve Sarkisian
Jordan Whittington,SO,WR,"26 Rec, 377 Yds, 14.5 Avg",2021,Texas,Steve Sarkisian
Joshua Moore,JR,WR,"24 Rec, 265 Yds, 11.0 Avg",2021,Texas,Steve Sarkisian
Marcus Washington,JR,WR,"18 Rec, 277 Yds, 15.4 Avg",2021,Texas,Steve Sarkisian
Kelvontay Dixon,FR,WR,"9 Rec, 100 Yds, 11.1 Avg",2021,Texas,Steve Sarkisian
Kai Money,JR,WR,"1 Rec, 7 Yds, 7.0 Avg",2021,Texas,Steve Sarkisian
Kartik Akkihal,JR,WR,,2021,Texas,Steve Sarkisian
Jaden Alexis,FR,WR,,2021,Texas,Steve Sarkisian
Parker Alford,SO,WR,,2021,Texas,Steve Sarkisian
Paxton Anderson,FR,WR,,2021,Texas,Steve Sarkisian
Casey Cain,FR,WR,,2021,Texas,Steve Sarkisian
