Player,Class,Pos,Summary,Year,School,Coach
Keith Price,SR,QB,"233 Cmp, 352 Att, 2966 Yds, 21 TD",2013,Washington,Steve Sarkisian
Cyler Miles,FR,QB,"37 Cmp, 61 Att, 418 Yds, 4 TD",2013,Washington,Steve Sarkisian
Jeff Lindquist,FR,QB,,2013,Washington,Steve Sarkisian
Bishop Sankey,JR,RB,"327 Att, 1870 Yds, 5.7 Avg",2013,Washington,Steve Sarkisian
Jesse Callier,JR,RB,"48 Att, 213 Yds, 4.4 Avg",2013,Washington,Steve Sarkisian
Dwayne Washington,FR,RB,"47 Att, 332 Yds, 7.1 Avg",2013,Washington,Steve Sarkisian
Deontae Cooper,JR,RB,"43 Att, 270 Yds, 6.3 Avg",2013,Washington,Steve Sarkisian
Ryan McDaniel,FR,RB,"10 Att, 47 Yds, 4.7 Avg",2013,Washington,Steve Sarkisian
John Ross,FR,WR,"16 Rec, 208 Yds, 13.0 Avg",2013,Washington,Steve Sarkisian
Jaydon Mickens,SO,WR,"65 Rec, 688 Yds, 10.6 Avg",2013,Washington,Steve Sarkisian
Kevin Smith,SR,WR,"50 Rec, 765 Yds, 15.3 Avg",2013,Washington,Steve Sarkisian
Kasen Williams,SR,WR,"29 Rec, 421 Yds, 14.5 Avg",2013,Washington,Steve Sarkisian
Diandre Campbell,JR,WR,"3 Rec, 34 Yds, 11.3 Avg",2013,Washington,Steve Sarkisian
Damore'ea Stringfellow,FR,WR,"20 Rec, 259 Yds, 13.0 Avg",2013,Washington,Steve Sarkisian
Marvin Hall,SO,WR,"8 Rec, 140 Yds, 17.5 Avg",2013,Washington,Steve Sarkisian
Darrell Daniels,FR,WR,,2013,Washington,Steve Sarkisian
Antavius Sims,SR,WR,,2013,Washington,Steve Sarkisian
Austin Seferian-Jenkins,JR,TE,"36 Rec, 450 Yds, 12.5 Avg",2013,Washington,Steve Sarkisian
Joshua Perkins,SO,TE,"5 Rec, 57 Yds, 11.4 Avg",2013,Washington,Steve Sarkisian
Coleman Shelton,FR,OL,,2013,Washington,Steve Sarkisian
Drew Schultz,JR,DL,,2013,Washington,Steve Sarkisian
Taniela Tupou,SO,DL,,2013,Washington,Steve Sarkisian
Travis Feeney,SO,LB,,2013,Washington,Steve Sarkisian
Princeton Fuimaono,SR,LB,,2013,Washington,Steve Sarkisian
Jamaal Kearse,JR,LB,,2013,Washington,Steve Sarkisian
Scott Lawyer,SO,LB,,2013,Washington,Steve Sarkisian
Cory Littleton,SO,LB,,2013,Washington,Steve Sarkisian
Cory Littleton,SO,LB,,2013,Washington,Steve Sarkisian
Shaq Thompson,SO,LB,,2013,Washington,Steve Sarkisian
John Timu,JR,LB,,2013,Washington,Steve Sarkisian
Thomas Tutogi,SR,LB,,2013,Washington,Steve Sarkisian
Brandon Beaver,FR,DB,,2013,Washington,Steve Sarkisian
Travell Dixon,JR,DB,,2013,Washington,Steve Sarkisian
Gregory Ducre,SR,DB,,2013,Washington,Steve Sarkisian
Kevin King,FR,DB,,2013,Washington,Steve Sarkisian
Sean Parker,SR,DB,,2013,Washington,Steve Sarkisian
Marcus Peters,SO,DB,,2013,Washington,Steve Sarkisian
Will Shamburger,SR,DB,,2013,Washington,Steve Sarkisian
Trevor Walker,FR,DB,,2013,Washington,Steve Sarkisian
Cleveland Wallace,FR,DB,,2013,Washington,Steve Sarkisian
Tre Watson,SR,DB,,2013,Washington,Steve Sarkisian
Travis Coons,SR,PK,,2013,Washington,Steve Sarkisian
Josh Banks,SR,DT,,2013,Washington,Steve Sarkisian
Connor Cree,SO,DE,,2013,Washington,Steve Sarkisian
Marcus Farria,FR,DE,,2013,Washington,Steve Sarkisian
Andrew Hudson,JR,DE,,2013,Washington,Steve Sarkisian
Evan Hudson,JR,DE,,2013,Washington,Steve Sarkisian
Hau'oli Kikaha,JR,DE,,2013,Washington,Steve Sarkisian
Ryan Masel,SO,LS,,2013,Washington,Steve Sarkisian
Joe Mathis,FR,DE,,2013,Washington,Steve Sarkisian
Danny Shelton,JR,DT,,2013,Washington,Steve Sarkisian
Josh Shirley,JR,DE,,2013,Washington,Steve Sarkisian
Damion Turpin,FR,DT,,2013,Washington,Steve Sarkisian
Psalm Wooching,FR,FB,,2013,Washington,Steve Sarkisian
