Player,Class,Pos,Summary,Year,School,Coach
Paxton Anderson,SR,WR,,2022,Texas,Steve Sarkisian
Parker Alford,SR,WR,,2022,Texas,Steve Sarkisian
Reece Beauchamp,SO,WR,,2022,Texas,Steve Sarkisian
Hamilton McMartin,SO,WR,,2022,Texas,Steve Sarkisian
Quinn Merritt,SO,WR,,2022,Texas,Steve Sarkisian
Thatcher Milton,JR,WR,,2022,Texas,Steve Sarkisian
Isaiah Neyor,SR,WR,,2022,Texas,Steve Sarkisian
Remy Patson,SO,WR,,2022,Texas,Steve Sarkisian
Ja'Tavion Sanders,JR,TE,"54 Rec, 613 Yds, 11.4 Avg",2022,Texas,Steve Sarkisian
Gunnar Helm,JR,TE,"5 Rec, 44 Yds, 8.8 Avg",2022,Texas,Steve Sarkisian
Jahleel Billingsley,SR,TE,"3 Rec, 38 Yds, 12.7 Avg",2022,Texas,Steve Sarkisian
Patrick Bayouth,SR,TE,,2022,Texas,Steve Sarkisian
Juan Davis,JR,TE,,2022,Texas,Steve Sarkisian
Gus Asel,SR,TE,,2022,Texas,Steve Sarkisian
Nathan Hatter,SR,TE,,2022,Texas,Steve Sarkisian
Myles Hill,FR,TE,,2022,Texas,Steve Sarkisian
Brayden Liebrock,JR,TE,,2022,Texas,Steve Sarkisian
Malik Agbo,FR,OL,,2022,Texas,Steve Sarkisian
Kelvin Banks Jr.,SO,OL,,2022,Texas,Steve Sarkisian
DJ Campbell,SO,OL,,2022,Texas,Steve Sarkisian
Hayden Conner,JR,OL,,2022,Texas,Steve Sarkisian
Cole Hutson,SO,OL,,2022,Texas,Steve Sarkisian
Christian Jones,SR,OL,,2022,Texas,Steve Sarkisian
Andrej Karic,SO,OL,,2022,Texas,Steve Sarkisian
Jake Majors,JR,OL,,2022,Texas,Steve Sarkisian
Logan Parr,SO,OL,,2022,Texas,Steve Sarkisian
Connor Robertson,FR,OL,,2022,Texas,Steve Sarkisian
Neto Umeozulu,FR,OL,,2022,Texas,Steve Sarkisian
Cameron Williams,SO,OL,,2022,Texas,Steve Sarkisian
Junior Angilau,SR,OL,,2022,Texas,Steve Sarkisian
Michael Balis,SR,OL,,2022,Texas,Steve Sarkisian
Sawyer Goram-Welch,JR,OL,,2022,Texas,Steve Sarkisian
Patrick McBroom,SO,OL,,2022,Texas,Steve Sarkisian
Max Merril,SO,OL,,2022,Texas,Steve Sarkisian
Will Pliska,SR,OL,,2022,Texas,Steve Sarkisian
Chad Wolf,SR,OL,,2022,Texas,Steve Sarkisian
Bert Auburn,JR,K,,2022,Texas,Steve Sarkisian
Will Stone,SO,K,,2022,Texas,Steve Sarkisian
Charles Feris,SO,K,,2022,Texas,Steve Sarkisian
Gabriel Lozano,SR,K,,2022,Texas,Steve Sarkisian
Jaray Bledsoe,FR,DL,,2022,Texas,Steve Sarkisian
Vernon Broughton,JR,DL,,2022,Texas,Steve Sarkisian
Aaron Bryant,FR,DL,,2022,Texas,Steve Sarkisian
Ethan Burke,SO,DL,,2022,Texas,Steve Sarkisian
Keondre Coburn,SR,DL,,2022,Texas,Steve Sarkisian
Alfred Collins,SR,DL,,2022,Texas,Steve Sarkisian
Justice Finkley,SO,DL,,2022,Texas,Steve Sarkisian
Byron Murphy II,JR,DL,,2022,Texas,Steve Sarkisian
Moro Ojomo,SR,DL,,2022,Texas,Steve Sarkisian
Kristopher Ross,FR,DL,,2022,Texas,Steve Sarkisian
Barryn Sorrell,JR,DL,,2022,Texas,Steve Sarkisian
Zac Swanson,FR,DL,,2022,Texas,Steve Sarkisian
T'vondre Sweat,SR,DL,,2022,Texas,Steve Sarkisian
J'Mond Tapp,FR,DL,,2022,Texas,Steve Sarkisian
Joshua Egbuna,FR,DL,,2022,Texas,Steve Sarkisian
Chris Hannon,SR,DL,,2022,Texas,Steve Sarkisian
Luke Brockermeyer,SR,LB,,2022,Texas,Steve Sarkisian
Jett Bush,SR,LB,,2022,Texas,Steve Sarkisian
Prince Dorbah,SO,LB,,2022,Texas,Steve Sarkisian
Jaylan Ford,SR,LB,,2022,Texas,Steve Sarkisian
David Gbenda,SR,LB,,2022,Texas,Steve Sarkisian
D.J. Harris,FR,LB,,2022,Texas,Steve Sarkisian
Ovie Oghoufo,SR,LB,,2022,Texas,Steve Sarkisian
Demarvion Overshown,SR,LB,,2022,Texas,Steve Sarkisian
Devin Richardson,SR,LB,,2022,Texas,Steve Sarkisian
Diamonte Tucker-Dorsey,SR,LB,,2022,Texas,Steve Sarkisian
Ben Armstrong,SO,LB,,2022,Texas,Steve Sarkisian
Derrick Brown,FR,LB,,2022,Texas,Steve Sarkisian
Michael Flanagan,SO,LB,,2022,Texas,Steve Sarkisian
Trevell Johnson,FR,LB,,2022,Texas,Steve Sarkisian
Koby Kidd,FR,LB,,2022,Texas,Steve Sarkisian
Marshall Landwehr,JR,LB,,2022,Texas,Steve Sarkisian
Tannahill Love,SR,LB,,2022,Texas,Steve Sarkisian
Winston Smith,SO,LB,,2022,Texas,Steve Sarkisian
Jahdae Barron,SR,DB,,2022,Texas,Steve Sarkisian
Morice Blackwell Jr.,JR,DB,,2022,Texas,Steve Sarkisian
X'Avion Brice,FR,DB,,2022,Texas,Steve Sarkisian
Terrance Brooks,SO,DB,,2022,Texas,Steve Sarkisian
J.D. Coffey III,SO,DB,,2022,Texas,Steve Sarkisian
Anthony Cook,SR,DB,,2022,Texas,Steve Sarkisian
Kitan Crawford,SR,DB,,2022,Texas,Steve Sarkisian
Jaylon Guilbeau,SO,DB,,2022,Texas,Steve Sarkisian
Ishmael Ibraheem,FR,DB,,2022,Texas,Steve Sarkisian
D'Shawn Jamison,SR,DB,,2022,Texas,Steve Sarkisian
Jamier Johnson,SO,DB,,2022,Texas,Steve Sarkisian
Austin Jordan,SO,DB,,2022,Texas,Steve Sarkisian
Michael Taaffe,SO,DB,,2022,Texas,Steve Sarkisian
Jerrin Thompson,SR,DB,,2022,Texas,Steve Sarkisian
Larry Turner-Gooden,FR,DB,,2022,Texas,Steve Sarkisian
Ryan Watts,SR,DB,,2022,Texas,Steve Sarkisian
BJ Allen Jr.,FR,DB,,2022,Texas,Steve Sarkisian
Graham Gillespie,SO,DB,,2022,Texas,Steve Sarkisian
Carson Marshall,SO,DB,,2022,Texas,Steve Sarkisian
Doak Wilson,SR,DB,,2022,Texas,Steve Sarkisian
Isaac Pearson,FR,P,,2022,Texas,Steve Sarkisian
Daniel Trejo,SR,P,,2022,Texas,Steve Sarkisian
Zach Edwards,SR,LS,,2022,Texas,Steve Sarkisian
Lance St. Louis,SO,LS,,2022,Texas,Steve Sarkisian
Christian Rizzi,JR,LS,,2022,Texas,Steve Sarkisian
