Player,Class,Pos,Summary,Year,School,Coach
Quinn Ewers,SO,QB,"172 Cmp, 296 Att, 2177 Yds, 15 TD",2022,Texas,Steve Sarkisian
Hudson Card,JR,QB,"75 Cmp, 108 Att, 928 Yds, 6 TD",2022,Texas,Steve Sarkisian
Charles Wright,SO,QB,,2022,Texas,Steve Sarkisian
Ben Ballard,SR,QB,,2022,Texas,Steve Sarkisian
Cole Lourd,JR,QB,,2022,Texas,Steve Sarkisian
Maalik Murphy,FR,QB,,2022,Texas,Steve Sarkisian
Joe Tatum,SO,QB,,2022,Texas,Steve Sarkisian
Bijan Robinson,JR,RB,"258 Att, 1580 Yds, 6.1 Avg",2022,Texas,Steve Sarkisian
Roschon Johnson,SR,RB,"93 Att, 554 Yds, 6.0 Avg",2022,Texas,Steve Sarkisian
Jonathon Brooks,SO,RB,"30 Att, 197 Yds, 6.6 Avg",2022,Texas,Steve Sarkisian
Keilan Robinson,SR,RB,"25 Att, 86 Yds, 3.4 Avg",2022,Texas,Steve Sarkisian
Jaydon Blue,FR,RB,"15 Att, 33 Yds, 2.2 Avg",2022,Texas,Steve Sarkisian
Savion Red,SO,RB,"6 Rec, 34 Yds, 5.7 Avg",2022,Texas,Steve Sarkisian
Colin Page,SO,RB,,2022,Texas,Steve Sarkisian
Ky Woods,SO,RB,,2022,Texas,Steve Sarkisian
Xavier Worthy,JR,WR,"60 Rec, 760 Yds, 12.7 Avg",2022,Texas,Steve Sarkisian
Jordan Whittington,SR,WR,"50 Rec, 652 Yds, 13.0 Avg",2022,Texas,Steve Sarkisian
Casey Cain,SO,WR,"8 Rec, 201 Yds, 25.1 Avg",2022,Texas,Steve Sarkisian
Tarique Milton,SR,WR,"2 Rec, 40 Yds, 20.0 Avg",2022,Texas,Steve Sarkisian
Gabe Sulser,SR,WR,"2 Rec, 10 Yds, 5.0 Avg",2022,Texas,Steve Sarkisian
Agiye Hall,SO,WR,"1 Rec, 7 Yds, 7.0 Avg",2022,Texas,Steve Sarkisian
Troy Omeire,SO,WR,"1 Rec, 9 Yds, 9.0 Avg",2022,Texas,Steve Sarkisian
Brenen Thompson,FR,WR,"1 Rec, 32 Yds, 32.0 Avg",2022,Texas,Steve Sarkisian
Jaden Alexis,FR,WR,,2022,Texas,Steve Sarkisian
