Player,Class,Pos,Summary,Year,School,Coach
Travis Wilson,SR,QB,"195 Cmp, 314 Att, 2093 Yds, 13 TD",2015,Utah,Kyle Whittingham
Kendal Thompson,SR,QB,"28 Cmp, 36 Att, 220 Yds, 1 TD",2015,Utah,Kyle Whittingham
Chase Hansen,FR,QB,"0 Cmp, 1 Att, 0 Yds, 0 TD",2015,Utah,Kyle Whittingham
Chase Hansen,FR,QB,"0 Cmp, 1 Att, 0 Yds, 0 TD",2015,Utah,Kyle Whittingham
Brandon Cox,SO,QB,,2015,Utah,Kyle Whittingham
Conner Manning,SO,QB,,2015,Utah,Kyle Whittingham
Devontae Booker,SR,RB,"268 Att, 1261 Yds, 4.7 Avg",2015,Utah,Kyle Whittingham
Joe Williams,JR,RB,"104 Att, 477 Yds, 4.6 Avg",2015,Utah,Kyle Whittingham
Marcus Sanders-Williams,JR,RB,"3 Rec, 19 Yds, 6.3 Avg",2015,Utah,Kyle Whittingham
Marcel Brooks-Brown,FR,RB,,2015,Utah,Kyle Whittingham
Andrew Fletcher,SR,RB,,2015,Utah,Kyle Whittingham
Marcus Horne,JR,RB,,2015,Utah,Kyle Whittingham
Troy McCormick,SO,RB,,2015,Utah,Kyle Whittingham
Monte Seabrook,SO,RB,,2015,Utah,Kyle Whittingham
A.J. Semeatu,FR,RB,,2015,Utah,Kyle Whittingham
Dre'Vian Young,SO,RB,,2015,Utah,Kyle Whittingham
Bubba Poole,SR,WR,"24 Rec, 145 Yds, 6.0 Avg",2015,Utah,Kyle Whittingham
Britain Covey,FR,WR,"43 Rec, 519 Yds, 12.1 Avg",2015,Utah,Kyle Whittingham
Delshawn McClellon,JR,WR,"1 Rec, 12 Yds, 12.0 Avg",2015,Utah,Kyle Whittingham
Kyle Fulks,SO,WR,,2015,Utah,Kyle Whittingham
Kenneth Scott,SR,WR,"39 Rec, 457 Yds, 11.7 Avg",2015,Utah,Kyle Whittingham
Tyrone Smith,FR,WR,"18 Rec, 193 Yds, 10.7 Avg",2015,Utah,Kyle Whittingham
Raelon Singleton,FR,WR,"6 Rec, 49 Yds, 8.2 Avg",2015,Utah,Kyle Whittingham
Kenric Young,SO,WR,"3 Rec, 17 Yds, 5.7 Avg",2015,Utah,Kyle Whittingham
Cory Butler,JR,WR,"1 Rec, 54 Yds, 54.0 Avg",2015,Utah,Kyle Whittingham
Tyler Cooperwood,JR,WR,,2015,Utah,Kyle Whittingham
Jameson Field,SO,WR,,2015,Utah,Kyle Whittingham
Chase Loftin,SO,WR,,2015,Utah,Kyle Whittingham
Tim Patrick,SR,WR,,2015,Utah,Kyle Whittingham
Andrew Santiago,JR,WR,,2015,Utah,Kyle Whittingham
AJ Townsend,FR,WR,,2015,Utah,Kyle Whittingham
George Wilson,FR,WR,,2015,Utah,Kyle Whittingham
Wallace Gonzalez,FR,TE,,2015,Utah,Kyle Whittingham
Harrison Handley,SO,TE,"21 Rec, 286 Yds, 13.6 Avg",2015,Utah,Kyle Whittingham
Siale Fakailoatonga,JR,TE,"12 Rec, 120 Yds, 10.0 Avg",2015,Utah,Kyle Whittingham
Caleb Repp,FR,TE,"2 Rec, 25 Yds, 12.5 Avg",2015,Utah,Kyle Whittingham
Ken Hampel,JR,TE,"1 Rec, 29 Yds, 29.0 Avg",2015,Utah,Kyle Whittingham
Evan Moeai,SR,TE,"1 Rec, 5 Yds, 5.0 Avg",2015,Utah,Kyle Whittingham
Tyler Bell,SO,TE,,2015,Utah,Kyle Whittingham
Lo Falemaka,SO,TE,,2015,Utah,Kyle Whittingham
J.J. Dielman,JR,OL,,2015,Utah,Kyle Whittingham
Leki Taumoepeau,FR,OL,,2015,Utah,Kyle Whittingham
Siaosi Aiono,SR,OL,,2015,Utah,Kyle Whittingham
Isaac Asiata,JR,OL,,2015,Utah,Kyle Whittingham
Jackson Barton,FR,OL,,2015,Utah,Kyle Whittingham
Johnny Capra,FR,OL,,2015,Utah,Kyle Whittingham
Nick Carman,FR,OL,,2015,Utah,Kyle Whittingham
Keven Dixon,FR,OL,,2015,Utah,Kyle Whittingham
Daniel Heller,FR,OL,,2015,Utah,Kyle Whittingham
Griffin Kemp,FR,OL,,2015,Utah,Kyle Whittingham
Hiva Lutui,JR,OL,,2015,Utah,Kyle Whittingham
Nick Nowakowski,JR,OL,,2015,Utah,Kyle Whittingham
Darrin Paulo,FR,OL,,2015,Utah,Kyle Whittingham
Salesi Uhatafe,SO,OL,,2015,Utah,Kyle Whittingham
Andy Phillips,JR,K,,2015,Utah,Kyle Whittingham
Jon Halliday,SR,K,,2015,Utah,Kyle Whittingham
Hayes Hicken,FR,K,,2015,Utah,Kyle Whittingham
Jake Kane,JR,K,,2015,Utah,Kyle Whittingham
Cody Barton,FR,LB,,2015,Utah,Kyle Whittingham
Christian Drews,SO,LB,,2015,Utah,Kyle Whittingham
Uaea Masina,SO,LB,,2015,Utah,Kyle Whittingham
Jared Norris,SR,LB,,2015,Utah,Kyle Whittingham
Gionni Paul,SR,LB,,2015,Utah,Kyle Whittingham
Sharrieff Shah,JR,LB,,2015,Utah,Kyle Whittingham
Alex Whittingham,SO,LB,,2015,Utah,Kyle Whittingham
Jason Whittingham,SR,LB,,2015,Utah,Kyle Whittingham
Jake Jackson,FR,LB,,2015,Utah,Kyle Whittingham
Braden Pelly,FR,LB,,2015,Utah,Kyle Whittingham
Justin Tatola,FR,LB,,2015,Utah,Kyle Whittingham
Sunia Tauteoli,SO,LB,,2015,Utah,Kyle Whittingham
Sam Whittingham,FR,LB,,2015,Utah,Kyle Whittingham
Philip Afia,FR,DB,,2015,Utah,Kyle Whittingham
Brian Allen,JR,DB,,2015,Utah,Kyle Whittingham
Tevin Carter,SR,DB,,2015,Utah,Kyle Whittingham
Tyson Cisrow,FR,DB,,2015,Utah,Kyle Whittingham
Evan Eggiman,SO,DB,,2015,Utah,Kyle Whittingham
Jordan Fogal,SO,DB,,2015,Utah,Kyle Whittingham
Andre Godfrey,SO,DB,,2015,Utah,Kyle Whittingham
Dominique Hatfield,,DB,,2015,Utah,Kyle Whittingham
Boobie Hobbs,SO,DB,,2015,Utah,Kyle Whittingham
Casey Hughes,FR,DB,,2015,Utah,Kyle Whittingham
Austin Lee,FR,DB,,2015,Utah,Kyle Whittingham
Reginald Porter,JR,DB,,2015,Utah,Kyle Whittingham
Justin Thomas,JR,DB,,2015,Utah,Kyle Whittingham
Jason Thompson,JR,DB,,2015,Utah,Kyle Whittingham
Marcus Williams,SO,DB,,2015,Utah,Kyle Whittingham
Dylan Calhoun,FR,DB,,2015,Utah,Kyle Whittingham
Conner Charles,FR,DB,,2015,Utah,Kyle Whittingham
Ahmad Christian,SR,DB,,2015,Utah,Kyle Whittingham
Taylor Loomis,FR,DB,,2015,Utah,Kyle Whittingham
Tavaris Williams,SO,DB,,2015,Utah,Kyle Whittingham
Tom Hackett,SR,P,,2015,Utah,Kyle Whittingham
Chris Van Orden,SR,P,,2015,Utah,Kyle Whittingham
Hayden Clegg,JR,DE,,2015,Utah,Kyle Whittingham
Hunter Dimick,JR,DE,,2015,Utah,Kyle Whittingham
Chase Dominguez,JR,LS,,2015,Utah,Kyle Whittingham
Jason Fanaika,SR,DE,,2015,Utah,Kyle Whittingham
Viliseni Fauonuku,SR,DT,,2015,Utah,Kyle Whittingham
Kylie Fitts,JR,DE,,2015,Utah,Kyle Whittingham
Lowell Lotulelei,SO,DT,,2015,Utah,Kyle Whittingham
Filipo Mokofisi,SO,DT,,2015,Utah,Kyle Whittingham
Pasoni Tasini,JR,DT,,2015,Utah,Kyle Whittingham
Pita Taumoepenu,JR,DE,,2015,Utah,Kyle Whittingham
Stevie Tu'Ikolovatu,JR,DT,,2015,Utah,Kyle Whittingham
Andrew Albers,SR,T,,2015,Utah,Kyle Whittingham
Kyle Christiansen,FR,DT,,2015,Utah,Kyle Whittingham
Pena Fitisemanu,FR,DT,,2015,Utah,Kyle Whittingham
Chris Hart,FR,DE,,2015,Utah,Kyle Whittingham
Alani Havili-Katoa,FR,DT,,2015,Utah,Kyle Whittingham
Alani Havli-Katoa,FR,DT,,2015,Utah,Kyle Whittingham
Kendall Huey,SO,DE,,2015,Utah,Kyle Whittingham
Clarence Smith,SO,DE,,2015,Utah,Kyle Whittingham
Sam Tevi,JR,T,,2015,Utah,Kyle Whittingham
Vaha Vainuku,SO,DT,,2015,Utah,Kyle Whittingham
