Player,Class,Pos,Summary,Year,School,Coach
Cameron Rising,SR,QB,"249 Cmp, 385 Att, 3034 Yds, 26 TD",2022,Utah,Kyle Whittingham
Bryson Barnes,JR,QB,"37 Cmp, 57 Att, 430 Yds, 4 TD",2022,Utah,Kyle Whittingham
Nate Johnson,SO,QB,"1 Cmp, 1 Att, 16 Yds, 1 TD",2022,Utah,Kyle Whittingham
Luke Bottari,SR,QB,,2022,Utah,Kyle Whittingham
Brandon Rose,SO,QB,,2022,Utah,Kyle Whittingham
Tavion Thomas,SR,RB,"142 Att, 687 Yds, 4.8 Avg",2022,Utah,Kyle Whittingham
Micah Bernard,JR,RB,"106 Att, 533 Yds, 5.0 Avg",2022,Utah,Kyle Whittingham
Jaylon Glover,SO,RB,"78 Att, 360 Yds, 4.6 Avg",2022,Utah,Kyle Whittingham
Ja'Quinden Jackson,SO,RB,"78 Att, 531 Yds, 6.8 Avg",2022,Utah,Kyle Whittingham
Charlie Vincent,JR,RB,"17 Att, 60 Yds, 3.5 Avg",2022,Utah,Kyle Whittingham
Chris Curry,SR,RB,"12 Att, 81 Yds, 6.8 Avg",2022,Utah,Kyle Whittingham
Faysal Aden,JR,RB,,2022,Utah,Kyle Whittingham
Jonathan Johnson,SO,RB,,2022,Utah,Kyle Whittingham
Ricky Parks,SO,RB,,2022,Utah,Kyle Whittingham
Elvis Vakapuna,JR,RB,,2022,Utah,Kyle Whittingham
Devaughn Vele,JR,WR,"55 Rec, 695 Yds, 12.6 Avg",2022,Utah,Kyle Whittingham
Jaylen Dixon,SR,WR,"33 Rec, 344 Yds, 10.4 Avg",2022,Utah,Kyle Whittingham
Money Parks,JR,WR,"26 Rec, 414 Yds, 15.9 Avg",2022,Utah,Kyle Whittingham
Tiquan Gilmore,SR,WR,,2022,Utah,Kyle Whittingham
Solomon Enis,SR,WR,"12 Rec, 101 Yds, 8.4 Avg",2022,Utah,Kyle Whittingham
Makai Cope,SO,WR,"7 Rec, 75 Yds, 10.7 Avg",2022,Utah,Kyle Whittingham
Luca Caldarella,JR,WR,,2022,Utah,Kyle Whittingham
Tao Johnson,SO,WR,,2022,Utah,Kyle Whittingham
Sidney Mbanasor,SO,WR,,2022,Utah,Kyle Whittingham
Chris Reed,SO,WR,,2022,Utah,Kyle Whittingham
Noah Bennee,SO,WR,,2022,Utah,Kyle Whittingham
Collin Edwards,SO,WR,,2022,Utah,Kyle Whittingham
Masaki Kudo,SO,WR,,2022,Utah,Kyle Whittingham
Jett Meine,SO,WR,,2022,Utah,Kyle Whittingham
Pierre Moudourou,SR,WR,,2022,Utah,Kyle Whittingham
Dalton Kincaid,SR,TE,"70 Rec, 890 Yds, 12.7 Avg",2022,Utah,Kyle Whittingham
Brant Kuithe,SR,TE,"19 Rec, 206 Yds, 10.8 Avg",2022,Utah,Kyle Whittingham
Thomas Yassmin,SR,TE,"13 Rec, 301 Yds, 23.2 Avg",2022,Utah,Kyle Whittingham
Logan Kendall,SR,TE,"5 Rec, 43 Yds, 8.6 Avg",2022,Utah,Kyle Whittingham
Munir McClain,JR,TE,"2 Rec, 18 Yds, 9.0 Avg",2022,Utah,Kyle Whittingham
Taniela Pututau,SO,TE,"2 Rec, 17 Yds, 8.5 Avg",2022,Utah,Kyle Whittingham
Hayden Erickson,SO,TE,,2022,Utah,Kyle Whittingham
Deven Johnson,SO,TE,,2022,Utah,Kyle Whittingham
Landon Morris,SO,TE,,2022,Utah,Kyle Whittingham
Isaac Vaha,SO,TE,,2022,Utah,Kyle Whittingham
Keaton Bills,JR,OL,,2022,Utah,Kyle Whittingham
Braedon E. Daniels,SR,OL,,2022,Utah,Kyle Whittingham
Kolinu'u Faaiu,SO,OL,,2022,Utah,Kyle Whittingham
Falcon Kaumatule,JR,OL,,2022,Utah,Kyle Whittingham
Jaren Kump,JR,OL,,2022,Utah,Kyle Whittingham
Sataoa Laumea,JR,OL,,2022,Utah,Kyle Whittingham
Johnny Maea,SR,OL,,2022,Utah,Kyle Whittingham
Paul Maile,SR,OL,,2022,Utah,Kyle Whittingham
Michael Mokofisi,SO,OL,,2022,Utah,Kyle Whittingham
Tanoa Togiai,SO,OL,,2022,Utah,Kyle Whittingham
Zereoue Williams,SO,OL,,2022,Utah,Kyle Whittingham
Cody Christensen,SO,OL,,2022,Utah,Kyle Whittingham
Hunter Deuel,SO,OL,,2022,Utah,Kyle Whittingham
Ridge Harrell,FR,OL,,2022,Utah,Kyle Whittingham
Alex Harrison,JR,OL,,2022,Utah,Kyle Whittingham
