Player,Class,Pos,Summary,Year,School,Coach
Brian Johnson,SR,QB,"268 Cmp, 394 Att, 2972 Yds, 27 TD",2008,Utah,Kyle Whittingham
Corbin Louks,SO,QB,"4 Cmp, 7 Att, 104 Yds, 0 TD",2008,Utah,Kyle Whittingham
Chad Manis,SO,QB,"3 Cmp, 4 Att, 24 Yds, 0 TD",2008,Utah,Kyle Whittingham
Matt Asiata,JR,RB,"146 Att, 707 Yds, 4.8 Avg",2008,Utah,Kyle Whittingham
Darrell Mack,SR,RB,"123 Att, 541 Yds, 4.4 Avg",2008,Utah,Kyle Whittingham
Trevor Moss,JR,RB,,2008,Utah,Kyle Whittingham
Eddie Wide,SO,RB,"30 Att, 183 Yds, 6.1 Avg",2008,Utah,Kyle Whittingham
Ray Stowers,JR,RB,"17 Att, 76 Yds, 4.5 Avg",2008,Utah,Kyle Whittingham
Junior Fonua,JR,RB,,2008,Utah,Kyle Whittingham
Jereme Brooks,SO,WR,"30 Rec, 331 Yds, 11.0 Avg",2008,Utah,Kyle Whittingham
Mychal Robinson,FR,WR,,2008,Utah,Kyle Whittingham
Brent Casteel,SR,WR,"43 Rec, 564 Yds, 13.1 Avg",2008,Utah,Kyle Whittingham
Elijah Wesson,JR,WR,,2008,Utah,Kyle Whittingham
David Reed,JR,WR,"25 Rec, 427 Yds, 17.1 Avg",2008,Utah,Kyle Whittingham
Freddie Brown,SR,WR,"77 Rec, 900 Yds, 11.7 Avg",2008,Utah,Kyle Whittingham
Bradon Godfrey,SR,WR,"56 Rec, 556 Yds, 9.9 Avg",2008,Utah,Kyle Whittingham
Aiona Key,JR,WR,"1 Rec, 19 Yds, 19.0 Avg",2008,Utah,Kyle Whittingham
John Peel,JR,WR,"1 Rec, 7 Yds, 7.0 Avg",2008,Utah,Kyle Whittingham
Ben Hendy,JR,TE,,2008,Utah,Kyle Whittingham
Colt Sampson,SR,TE,"11 Rec, 76 Yds, 6.9 Avg",2008,Utah,Kyle Whittingham
Chris Joppru,JR,TE,"6 Rec, 59 Yds, 9.8 Avg",2008,Utah,Kyle Whittingham
Tony Bergstrom,FR,OL,,2008,Utah,Kyle Whittingham
Robert Conley,SR,OL,,2008,Utah,Kyle Whittingham
Louie Sakoda,SR,K,,2008,Utah,Kyle Whittingham
Kenape Eliapo,JR,DL,,2008,Utah,Kyle Whittingham
Koa Misi,JR,DL,,2008,Utah,Kyle Whittingham
Derrick Shelby,FR,DL,,2008,Utah,Kyle Whittingham
Sealver Siliga,FR,DL,,2008,Utah,Kyle Whittingham
Lei Talamaivao,SO,DL,,2008,Utah,Kyle Whittingham
Aaron Tonga,SR,DL,,2008,Utah,Kyle Whittingham
Junior Tui'One,SO,DL,,2008,Utah,Kyle Whittingham
Paul Kruger,SO,DL,,2008,Utah,Kyle Whittingham
Greg Newman,SR,DL,,2008,Utah,Kyle Whittingham
Greg Bird,FR,LB,,2008,Utah,Kyle Whittingham
Nai Fotu,SO,LB,,2008,Utah,Kyle Whittingham
Kepa Gaison,JR,LB,,2008,Utah,Kyle Whittingham
Lisi Leota,JR,LB,,2008,Utah,Kyle Whittingham
Matt Martinez,SO,LB,,2008,Utah,Kyle Whittingham
Mo Neal,FR,LB,,2008,Utah,Kyle Whittingham
Stevenson Sylvester,JR,LB,,2008,Utah,Kyle Whittingham
Mike Wright,JR,LB,,2008,Utah,Kyle Whittingham
Chaz Walker,FR,LB,,2008,Utah,Kyle Whittingham
Brandon Burton,FR,DB,,2008,Utah,Kyle Whittingham
Tysen Clements,SO,DB,,2008,Utah,Kyle Whittingham
Clint Mower,SR,DB,,2008,Utah,Kyle Whittingham
Damilyn Tanner,JR,DB,,2008,Utah,Kyle Whittingham
Justin Taplin-Ross,SO,DB,,2008,Utah,Kyle Whittingham
R.J. Stanford,JR,DB,,2008,Utah,Kyle Whittingham
Terrell Cole,SR,DB,,2008,Utah,Kyle Whittingham
Joe Dale,JR,DB,,2008,Utah,Kyle Whittingham
Robert Johnson,JR,DB,,2008,Utah,Kyle Whittingham
Justin Jones,JR,DB,,2008,Utah,Kyle Whittingham
Brice McCain,SR,DB,,2008,Utah,Kyle Whittingham
R.J. Rice,SR,DB,,2008,Utah,Kyle Whittingham
Deshawn Richard,SR,DB,,2008,Utah,Kyle Whittingham
Sean Smith,JR,DB,,2008,Utah,Kyle Whittingham
