Player,Class,Pos,Summary,Year,School,Coach
Isaac Wilson,FR,QB,"127 Cmp, 225 Att, 1510 Yds, 10 TD",2024,Utah,Kyle Whittingham
Cameron Rising,SR,QB,"34 Cmp, 66 Att, 555 Yds, 7 TD",2024,Utah,Kyle Whittingham
Brandon Rose,SO,QB,"19 Cmp, 36 Att, 157 Yds, 2 TD",2024,Utah,Kyle Whittingham
Luke Bottari,SR,QB,"19 Cmp, 30 Att, 171 Yds, 1 TD",2024,Utah,Kyle Whittingham
Dallen Engemann,JR,QB,,2024,Utah,Kyle Whittingham
Sam Huard,JR,QB,,2024,Utah,Kyle Whittingham
Micah Bernard,SR,RB,"197 Att, 1009 Yds, 5.1 Avg",2024,Utah,Kyle Whittingham
Mike Mitchell,SO,RB,"47 Att, 158 Yds, 3.4 Avg",2024,Utah,Kyle Whittingham
Dijon Stanley,SO,RB,"20 Att, 66 Yds, 3.3 Avg",2024,Utah,Kyle Whittingham
Charlie Vincent,SR,RB,"14 Att, 44 Yds, 3.1 Avg",2024,Utah,Kyle Whittingham
Jaylon Glover,JR,RB,"12 Att, 60 Yds, 5.0 Avg",2024,Utah,Kyle Whittingham
Omar Shah,FR,RB,"1 Att, 0 Yds, 0.0 Avg",2024,Utah,Kyle Whittingham
Laython Biddle,FR,RB,,2024,Utah,Kyle Whittingham
Anthony Woods,SO,RB,,2024,Utah,Kyle Whittingham
Damien Alford,SR,WR,,2024,Utah,Kyle Whittingham
Zach Williams,FR,WR,"10 Rec, 101 Yds, 10.1 Avg",2024,Utah,Kyle Whittingham
Money Parks,SR,WR,"21 Rec, 294 Yds, 14.0 Avg",2024,Utah,Kyle Whittingham
Dorian Singer,SR,WR,"53 Rec, 702 Yds, 13.2 Avg",2024,Utah,Kyle Whittingham
Daidren Zipperer,SO,WR,"8 Rec, 122 Yds, 15.3 Avg",2024,Utah,Kyle Whittingham
Mycah Pittman,SR,WR,"6 Rec, 50 Yds, 8.3 Avg",2024,Utah,Kyle Whittingham
Landen King,JR,WR,"3 Rec, 54 Yds, 18.0 Avg",2024,Utah,Kyle Whittingham
Munir McClain,SR,WR,"3 Rec, 20 Yds, 6.7 Avg",2024,Utah,Kyle Whittingham
Luca Caldarella,SR,WR,"2 Rec, 26 Yds, 13.0 Avg",2024,Utah,Kyle Whittingham
Taeshawn Lyons,FR,WR,"1 Rec, 4 Yds, 4.0 Avg",2024,Utah,Kyle Whittingham
Rayshawn Glover,SO,WR,,2024,Utah,Kyle Whittingham
Jett Meine,SO,WR,,2024,Utah,Kyle Whittingham
David Washington,FR,WR,,2024,Utah,Kyle Whittingham
Matt Clark,FR,WR,,2024,Utah,Kyle Whittingham
Kaimana Hanohano,SO,WR,,2024,Utah,Kyle Whittingham
Diezel Kamoku,FR,WR,,2024,Utah,Kyle Whittingham
Cameron Mitchell,FR,WR,,2024,Utah,Kyle Whittingham
Peyton Rice,SO,WR,,2024,Utah,Kyle Whittingham
Brant Kuithe,SR,TE,"35 Rec, 505 Yds, 14.4 Avg",2024,Utah,Kyle Whittingham
Carsen Ryan,JR,TE,"10 Rec, 113 Yds, 11.3 Avg",2024,Utah,Kyle Whittingham
Caleb Lohner,SR,TE,"4 Rec, 54 Yds, 13.5 Avg",2024,Utah,Kyle Whittingham
Dallen Bentley,JR,TE,"2 Rec, 15 Yds, 7.5 Avg",2024,Utah,Kyle Whittingham
Miki Suguturaga,SR,TE,"1 Rec, 3 Yds, 3.0 Avg",2024,Utah,Kyle Whittingham
Spencer Clegg,SO,TE,,2024,Utah,Kyle Whittingham
Frankie Goodson,SO,TE,,2024,Utah,Kyle Whittingham
CJ Jacobsen,SO,TE,,2024,Utah,Kyle Whittingham
Spencer Fano,SO,OL,,2024,Utah,Kyle Whittingham
Isaiah Garcia,FR,OL,,2024,Utah,Kyle Whittingham
Falcon Kaumatule,SR,OL,,2024,Utah,Kyle Whittingham
Jaren Kump,JR,OL,,2024,Utah,Kyle Whittingham
Caleb Lomu,SO,OL,,2024,Utah,Kyle Whittingham
Johnny Maea,SR,OL,,2024,Utah,Kyle Whittingham
Shintaro Mann,SR,OL,,2024,Utah,Kyle Whittingham
Solatoa Moea'i,SO,OL,,2024,Utah,Kyle Whittingham
Michael Mokofisi,JR,OL,,2024,Utah,Kyle Whittingham
Keith Olson,SO,OL,,2024,Utah,Kyle Whittingham
