Player,Class,Pos,Summary,Year,School,Coach
Jordan Wynn,SO,QB,"186 Cmp, 299 Att, 2334 Yds, 17 TD",2010,Utah,Kyle Whittingham
Terrance Cain,SR,QB,"61 Cmp, 96 Att, 703 Yds, 6 TD",2010,Utah,Kyle Whittingham
Griff Robles,FR,QB,"0 Cmp, 1 Att, 0 Yds, 0 TD",2010,Utah,Kyle Whittingham
Mychal Robinson,JR,RB,,2010,Utah,Kyle Whittingham
Matt Asiata,SR,RB,"155 Att, 695 Yds, 4.5 Avg",2010,Utah,Kyle Whittingham
Eddie Wide,SR,RB,"149 Att, 717 Yds, 4.8 Avg",2010,Utah,Kyle Whittingham
Tauni Vakapuna,JR,RB,"19 Att, 79 Yds, 4.2 Avg",2010,Utah,Kyle Whittingham
Sausan Shakerin,SO,RB,"12 Att, 105 Yds, 8.8 Avg",2010,Utah,Kyle Whittingham
Beau Burton,FR,RB,"9 Att, 59 Yds, 6.6 Avg",2010,Utah,Kyle Whittingham
Shawn Asiata,JR,RB,"6 Rec, 32 Yds, 5.3 Avg",2010,Utah,Kyle Whittingham
Shaky Smithson,SR,WR,"25 Rec, 383 Yds, 15.3 Avg",2010,Utah,Kyle Whittingham
Sean Fitzgerald,FR,WR,,2010,Utah,Kyle Whittingham
Reggie Dunn,SO,WR,"4 Rec, 70 Yds, 17.5 Avg",2010,Utah,Kyle Whittingham
Jereme Brooks,SR,WR,"51 Rec, 633 Yds, 12.4 Avg",2010,Utah,Kyle Whittingham
Devonte Christopher,SO,WR,"39 Rec, 660 Yds, 16.9 Avg",2010,Utah,Kyle Whittingham
Luke Matthews,SO,WR,"18 Rec, 289 Yds, 16.1 Avg",2010,Utah,Kyle Whittingham
Fatu Moala,FR,WR,"5 Rec, 44 Yds, 8.8 Avg",2010,Utah,Kyle Whittingham
Griffin McNabb,FR,WR,"2 Rec, 8 Yds, 4.0 Avg",2010,Utah,Kyle Whittingham
Dexter Ransom,JR,WR,"2 Rec, 12 Yds, 6.0 Avg",2010,Utah,Kyle Whittingham
Westlee Tonga,FR,TE,,2010,Utah,Kyle Whittingham
Kendrick Moeai,SO,TE,"11 Rec, 225 Yds, 20.5 Avg",2010,Utah,Kyle Whittingham
Dallin Rogers,SO,TE,"11 Rec, 167 Yds, 15.2 Avg",2010,Utah,Kyle Whittingham
Brad Clifford,SR,TE,"6 Rec, 79 Yds, 13.2 Avg",2010,Utah,Kyle Whittingham
John Cullen,JR,OL,,2010,Utah,Kyle Whittingham
Percy Taumoelau,FR,OL,,2010,Utah,Kyle Whittingham
Ron Tongaonevai,SO,OL,,2010,Utah,Kyle Whittingham
Joe Phillips,SR,K,,2010,Utah,Kyle Whittingham
Nick Marsh,FR,K,,2010,Utah,Kyle Whittingham
James Aiono,JR,DL,,2010,Utah,Kyle Whittingham
Christian Cox,SR,DL,,2010,Utah,Kyle Whittingham
Tevita Finau,JR,DL,,2010,Utah,Kyle Whittingham
Latu Heimuli,FR,DL,,2010,Utah,Kyle Whittingham
Dave Kruger,SO,DL,,2010,Utah,Kyle Whittingham
Joe Kruger,FR,DL,,2010,Utah,Kyle Whittingham
Star Lotulelei,SO,DL,,2010,Utah,Kyle Whittingham
Trevor Reilly,FR,DL,,2010,Utah,Kyle Whittingham
Derrick Shelby,JR,DL,,2010,Utah,Kyle Whittingham
Sealver Siliga,JR,DL,,2010,Utah,Kyle Whittingham
Junior Tui'One,SR,DL,,2010,Utah,Kyle Whittingham
Neli A'Asa,SR,DL,,2010,Utah,Kyle Whittingham
Dave Fagergren,SO,LB,,2010,Utah,Kyle Whittingham
Jamel King,JR,LB,,2010,Utah,Kyle Whittingham
Chad Manis,SR,LB,,2010,Utah,Kyle Whittingham
J.J. Williams,JR,LB,,2010,Utah,Kyle Whittingham
Boo Andersen,SO,LB,,2010,Utah,Kyle Whittingham
Matt Martinez,JR,LB,,2010,Utah,Kyle Whittingham
Chaz Walker,JR,LB,,2010,Utah,Kyle Whittingham
Lamar Chapman,SR,DB,,2010,Utah,Kyle Whittingham
Quade Chappuis,FR,DB,,2010,Utah,Kyle Whittingham
Wykie Freeman,FR,DB,,2010,Utah,Kyle Whittingham
Mike Honeycutt,FR,DB,,2010,Utah,Kyle Whittingham
Victor Spikes,SO,DB,,2010,Utah,Kyle Whittingham
Michael Walker,FR,DB,,2010,Utah,Kyle Whittingham
Chris Washington,FR,DB,,2010,Utah,Kyle Whittingham
Tyler Whittingham,JR,DB,,2010,Utah,Kyle Whittingham
Kamaron Yancy,SR,DB,,2010,Utah,Kyle Whittingham
Greg Bird,JR,DB,,2010,Utah,Kyle Whittingham
Conroy Black,JR,DB,,2010,Utah,Kyle Whittingham
Brian Blechen,FR,DB,,2010,Utah,Kyle Whittingham
Brandon Burton,JR,DB,,2010,Utah,Kyle Whittingham
Justin Taplin-Ross,SR,DB,,2010,Utah,Kyle Whittingham
Reggie Topps,SO,DB,,2010,Utah,Kyle Whittingham
Sean Sellwood,SO,P,,2010,Utah,Kyle Whittingham
