Player,Class,Pos,Summary,Year,School,Coach
Tyler Huntley,SO,QB,"199 Cmp, 312 Att, 2411 Yds, 15 TD",2017,Utah,Kyle Whittingham
Troy Williams,SR,QB,"60 Cmp, 110 Att, 812 Yds, 2 TD",2017,Utah,Kyle Whittingham
Cooper Bateman,SR,QB,,2017,Utah,Kyle Whittingham
Drew Lisk,FR,QB,,2017,Utah,Kyle Whittingham
Jason Money,FR,QB,,2017,Utah,Kyle Whittingham
Jason Shelley,FR,QB,,2017,Utah,Kyle Whittingham
Zack Moss,SO,RB,"214 Att, 1173 Yds, 5.5 Avg",2017,Utah,Kyle Whittingham
Devonta'e Henry-Cole,SO,RB,"55 Att, 279 Yds, 5.1 Avg",2017,Utah,Kyle Whittingham
Jordan Howard,SR,RB,"11 Att, 41 Yds, 3.7 Avg",2017,Utah,Kyle Whittingham
Troy McCormick,SR,RB,"25 Rec, 183 Yds, 7.3 Avg",2017,Utah,Kyle Whittingham
Mason Woodward,SO,RB,,2017,Utah,Kyle Whittingham
TJ Green,FR,RB,,2017,Utah,Kyle Whittingham
Matty Matautia,FR,RB,,2017,Utah,Kyle Whittingham
Armand Shyne,JR,RB,,2017,Utah,Kyle Whittingham
Demari Simpkins,SO,WR,"29 Rec, 354 Yds, 12.2 Avg",2017,Utah,Kyle Whittingham
Darren Carrington,SR,WR,"70 Rec, 980 Yds, 14.0 Avg",2017,Utah,Kyle Whittingham
Kyle Fulks,SR,WR,"3 Rec, 31 Yds, 10.3 Avg",2017,Utah,Kyle Whittingham
Samson Nacua,FR,WR,"29 Rec, 294 Yds, 10.1 Avg",2017,Utah,Kyle Whittingham
Raelon Singleton,JR,WR,"36 Rec, 531 Yds, 14.8 Avg",2017,Utah,Kyle Whittingham
Siaosi Wilson,SO,WR,"20 Rec, 393 Yds, 19.7 Avg",2017,Utah,Kyle Whittingham
Bryan Thompson,FR,WR,"5 Rec, 77 Yds, 15.4 Avg",2017,Utah,Kyle Whittingham
Jameson Field,SR,WR,"2 Rec, 12 Yds, 6.0 Avg",2017,Utah,Kyle Whittingham
Tyquez Hampton,FR,WR,,2017,Utah,Kyle Whittingham
Dakota Baker,FR,WR,,2017,Utah,Kyle Whittingham
Bronson Boyd,FR,WR,,2017,Utah,Kyle Whittingham
Alec Dana,JR,WR,,2017,Utah,Kyle Whittingham
Jaylen Dixon,FR,WR,,2017,Utah,Kyle Whittingham
Riley Richmond,SO,WR,,2017,Utah,Kyle Whittingham
Austin Turley,FR,WR,,2017,Utah,Kyle Whittingham
Derrick Vickers,JR,WR,,2017,Utah,Kyle Whittingham
Siale Fakailoatonga,SR,TE,"3 Rec, 67 Yds, 22.3 Avg",2017,Utah,Kyle Whittingham
Harrison Handley,SR,TE,"3 Rec, 16 Yds, 5.3 Avg",2017,Utah,Kyle Whittingham
Jake Jackson,SO,TE,"3 Rec, 46 Yds, 15.3 Avg",2017,Utah,Kyle Whittingham
Tyler Bell,SR,TE,,2017,Utah,Kyle Whittingham
Bapa Falemaka,FR,TE,,2017,Utah,Kyle Whittingham
Zach Hansen,FR,TE,,2017,Utah,Kyle Whittingham
Chad Hekking,FR,TE,,2017,Utah,Kyle Whittingham
Savon Moniz,SO,TE,,2017,Utah,Kyle Whittingham
Darrin Paulo,SO,OL,,2017,Utah,Kyle Whittingham
Lo Falemaka,SR,OL,,2017,Utah,Kyle Whittingham
Alani Havili-Katoa,JR,OL,,2017,Utah,Kyle Whittingham
Jordan Agasiva,JR,OL,,2017,Utah,Kyle Whittingham
Aaron Amaama,JR,OL,,2017,Utah,Kyle Whittingham
