Player,Class,Pos,Summary,Year,School,Coach
Terrance Cain,JR,QB,"137 Cmp, 215 Att, 1624 Yds, 11 TD",2009,Utah,Kyle Whittingham
Jordan Wynn,FR,QB,"104 Cmp, 179 Att, 1329 Yds, 8 TD",2009,Utah,Kyle Whittingham
Matt Asiata,SR,RB,"74 Att, 330 Yds, 4.5 Avg",2009,Utah,Kyle Whittingham
Mychal Robinson,SO,RB,,2009,Utah,Kyle Whittingham
Eddie Wide,JR,RB,"203 Att, 1069 Yds, 5.3 Avg",2009,Utah,Kyle Whittingham
Sausan Shakerin,FR,RB,"36 Att, 198 Yds, 5.5 Avg",2009,Utah,Kyle Whittingham
Trevor Moss,SR,RB,"3 Att, 4 Yds, 1.3 Avg",2009,Utah,Kyle Whittingham
Ray Stowers,SR,RB,"3 Att, 12 Yds, 4.0 Avg",2009,Utah,Kyle Whittingham
Shaky Smithson,JR,WR,"13 Rec, 100 Yds, 7.7 Avg",2009,Utah,Kyle Whittingham
Devonte Christopher,FR,WR,"2 Rec, 38 Yds, 19.0 Avg",2009,Utah,Kyle Whittingham
Jereme Brooks,JR,WR,"56 Rec, 696 Yds, 12.4 Avg",2009,Utah,Kyle Whittingham
Luke Matthews,FR,WR,"9 Rec, 108 Yds, 12.0 Avg",2009,Utah,Kyle Whittingham
David Reed,SR,WR,"81 Rec, 1188 Yds, 14.7 Avg",2009,Utah,Kyle Whittingham
Aiona Key,SR,WR,"26 Rec, 227 Yds, 8.7 Avg",2009,Utah,Kyle Whittingham
John Peel,SR,WR,"16 Rec, 209 Yds, 13.1 Avg",2009,Utah,Kyle Whittingham
Elijah Wesson,SR,WR,"3 Rec, 27 Yds, 9.0 Avg",2009,Utah,Kyle Whittingham
Ben Hendy,SR,TE,"4 Rec, 28 Yds, 7.0 Avg",2009,Utah,Kyle Whittingham
Kendrick Moeai,FR,TE,"4 Rec, 77 Yds, 19.3 Avg",2009,Utah,Kyle Whittingham
Brad Clifford,JR,TE,"1 Rec, -2 Yds, -2.0 Avg",2009,Utah,Kyle Whittingham
Zane Beadles,SR,OL,,2009,Utah,Kyle Whittingham
Patrick Greene,FR,OL,,2009,Utah,Kyle Whittingham
Viliamu Nau,SR,OL,,2009,Utah,Kyle Whittingham
Joe Phillips,JR,K,,2009,Utah,Kyle Whittingham
Ben Vroman,SR,K,,2009,Utah,Kyle Whittingham
Kenape Eliapo,SR,DL,,2009,Utah,Kyle Whittingham
Nai Fotu,JR,DL,,2009,Utah,Kyle Whittingham
Dave Kruger,FR,DL,,2009,Utah,Kyle Whittingham
Koa Misi,SR,DL,,2009,Utah,Kyle Whittingham
Derrick Shelby,SO,DL,,2009,Utah,Kyle Whittingham
Sealver Siliga,SO,DL,,2009,Utah,Kyle Whittingham
Lei Talamaivao,SO,DL,,2009,Utah,Kyle Whittingham
Junior Tui'One,JR,DL,,2009,Utah,Kyle Whittingham
Christian Cox,JR,DL,,2009,Utah,Kyle Whittingham
Kepa Gaison,SR,LB,,2009,Utah,Kyle Whittingham
Jamel King,SO,LB,,2009,Utah,Kyle Whittingham
Chad Manis,JR,LB,,2009,Utah,Kyle Whittingham
Chaz Walker,SO,LB,,2009,Utah,Kyle Whittingham
J.J. Williams,SO,LB,,2009,Utah,Kyle Whittingham
Boo Andersen,FR,LB,,2009,Utah,Kyle Whittingham
Matt Martinez,SO,LB,,2009,Utah,Kyle Whittingham
Stevenson Sylvester,SR,LB,,2009,Utah,Kyle Whittingham
Mike Wright,SR,LB,,2009,Utah,Kyle Whittingham
Bryce Bennion,FR,DB,,2009,Utah,Kyle Whittingham
Greg Bird,SO,DB,,2009,Utah,Kyle Whittingham
Tysen Clements,JR,DB,,2009,Utah,Kyle Whittingham
Victor Spikes,FR,DB,,2009,Utah,Kyle Whittingham
Justin Taplin-Ross,JR,DB,,2009,Utah,Kyle Whittingham
Reggie Topps,FR,DB,,2009,Utah,Kyle Whittingham
Kamaron Yancy,JR,DB,,2009,Utah,Kyle Whittingham
Brandon Burton,SO,DB,,2009,Utah,Kyle Whittingham
Lamar Chapman,JR,DB,,2009,Utah,Kyle Whittingham
Joe Dale,SR,DB,,2009,Utah,Kyle Whittingham
Robert Johnson,SR,DB,,2009,Utah,Kyle Whittingham
Justin Jones,SR,DB,,2009,Utah,Kyle Whittingham
Ryan Lacy,FR,DB,,2009,Utah,Kyle Whittingham
R.J. Stanford,SR,DB,,2009,Utah,Kyle Whittingham
Sean Sellwood,FR,P,,2009,Utah,Kyle Whittingham
