Player,Class,Pos,Summary,Year,School,Coach
Jon Hays,JR,QB,"120 Cmp, 214 Att, 1459 Yds, 12 TD",2011,Utah,Kyle Whittingham
Jordan Wynn,JR,QB,"66 Cmp, 116 Att, 727 Yds, 6 TD",2011,Utah,Kyle Whittingham
Thretton Palamo,SO,RB,,2011,Utah,Kyle Whittingham
John White,JR,RB,"316 Att, 1519 Yds, 4.8 Avg",2011,Utah,Kyle Whittingham
Tauni Vakapuna,SR,RB,"31 Att, 104 Yds, 3.4 Avg",2011,Utah,Kyle Whittingham
Harvey Langi,FR,RB,"13 Att, 70 Yds, 5.4 Avg",2011,Utah,Kyle Whittingham
Shawn Asiata,SR,RB,"11 Rec, 98 Yds, 8.9 Avg",2011,Utah,Kyle Whittingham
Karl Williams,SO,RB,"1 Rec, 4 Yds, 4.0 Avg",2011,Utah,Kyle Whittingham
Max Moala,JR,RB,,2011,Utah,Kyle Whittingham
Devonte Christopher,JR,WR,"42 Rec, 663 Yds, 15.8 Avg",2011,Utah,Kyle Whittingham
Nick Brown,SO,WR,,2011,Utah,Kyle Whittingham
Reggie Dunn,JR,WR,"15 Rec, 211 Yds, 14.1 Avg",2011,Utah,Kyle Whittingham
Dres Anderson,FR,WR,"23 Rec, 355 Yds, 15.4 Avg",2011,Utah,Kyle Whittingham
Griffin McNabb,SO,WR,"2 Rec, 13 Yds, 6.5 Avg",2011,Utah,Kyle Whittingham
Luke Matthews,JR,WR,"17 Rec, 263 Yds, 15.5 Avg",2011,Utah,Kyle Whittingham
Kenneth Scott,FR,WR,"8 Rec, 141 Yds, 17.6 Avg",2011,Utah,Kyle Whittingham
Dexter Ransom,SR,WR,"3 Rec, 47 Yds, 15.7 Avg",2011,Utah,Kyle Whittingham
Charles Henderson,FR,WR,"1 Rec, 13 Yds, 13.0 Avg",2011,Utah,Kyle Whittingham
Quinton Pedroza,FR,WR,,2011,Utah,Kyle Whittingham
Dallin Rogers,JR,TE,"21 Rec, 163 Yds, 7.8 Avg",2011,Utah,Kyle Whittingham
Kendrick Moeai,JR,TE,"15 Rec, 84 Yds, 5.6 Avg",2011,Utah,Kyle Whittingham
Jake Murphy,FR,TE,"5 Rec, 64 Yds, 12.8 Avg",2011,Utah,Kyle Whittingham
Westlee Tonga,SO,TE,"1 Rec, 12 Yds, 12.0 Avg",2011,Utah,Kyle Whittingham
John Cullen,SR,OL,,2011,Utah,Kyle Whittingham
Latu Heimuli,SO,OL,,2011,Utah,Kyle Whittingham
Nick Marsh,SO,K,,2011,Utah,Kyle Whittingham
Coleman Petersen,JR,K,,2011,Utah,Kyle Whittingham
James Aiono,SR,DL,,2011,Utah,Kyle Whittingham
Nate Fakahafua,FR,DL,,2011,Utah,Kyle Whittingham
Tevita Finau,SR,DL,,2011,Utah,Kyle Whittingham
Dave Kruger,JR,DL,,2011,Utah,Kyle Whittingham
Joe Kruger,SO,DL,,2011,Utah,Kyle Whittingham
Lei Talamaivao,SR,DL,,2011,Utah,Kyle Whittingham
Lt Tuipulotu,SO,DL,,2011,Utah,Kyle Whittingham
David Rolf,JR,DL,,2011,Utah,Kyle Whittingham
Star Lotulelei,JR,DL,,2011,Utah,Kyle Whittingham
Derrick Shelby,SR,DL,,2011,Utah,Kyle Whittingham
Griff Robles,SO,LB,,2011,Utah,Kyle Whittingham
Boo Andersen,JR,LB,,2011,Utah,Kyle Whittingham
Dave Fagergren,JR,LB,,2011,Utah,Kyle Whittingham
V.J. Fehoko,FR,LB,,2011,Utah,Kyle Whittingham
Nai Fotu,SR,LB,,2011,Utah,Kyle Whittingham
Jacoby Hale,FR,LB,,2011,Utah,Kyle Whittingham
Chaz Walker,SR,LB,,2011,Utah,Kyle Whittingham
Brian Blechen,SO,LB,,2011,Utah,Kyle Whittingham
Matt Martinez,SR,LB,,2011,Utah,Kyle Whittingham
Trevor Reilly,SO,LB,,2011,Utah,Kyle Whittingham
J.J. Williams,SR,LB,,2011,Utah,Kyle Whittingham
Mike Honeycutt,SO,DB,,2011,Utah,Kyle Whittingham
Mo Lee,JR,DB,,2011,Utah,Kyle Whittingham
Keith McGill,JR,DB,,2011,Utah,Kyle Whittingham
Terrell Reese,FR,DB,,2011,Utah,Kyle Whittingham
Tyler Whittingham,SR,DB,,2011,Utah,Kyle Whittingham
Ryan Lacy,JR,DB,,2011,Utah,Kyle Whittingham
Michael Walker,SO,DB,,2011,Utah,Kyle Whittingham
Greg Bird,SR,DB,,2011,Utah,Kyle Whittingham
Conroy Black,SR,DB,,2011,Utah,Kyle Whittingham
Quade Chappuis,SO,DB,,2011,Utah,Kyle Whittingham
Chandler Johnson,FR,DB,,2011,Utah,Kyle Whittingham
Eric Rowe,FR,DB,,2011,Utah,Kyle Whittingham
Reggie Topps,JR,DB,,2011,Utah,Kyle Whittingham
Sean Sellwood,JR,P,,2011,Utah,Kyle Whittingham
