Player,Class,Pos,Summary,Year,School,Coach
Bryson Barnes,JR,QB,"142 Cmp, 242 Att, 1572 Yds, 12 TD",2023,Utah,Kyle Whittingham
Nate Johnson,FR,QB,"39 Cmp, 72 Att, 499 Yds, 3 TD",2023,Utah,Kyle Whittingham
Luke Bottari,SR,QB,"7 Cmp, 11 Att, 79 Yds, 0 TD",2023,Utah,Kyle Whittingham
Mack Howard,FR,QB,,2023,Utah,Kyle Whittingham
Cameron Rising,SR,QB,,2023,Utah,Kyle Whittingham
Brandon Rose,FR,QB,,2023,Utah,Kyle Whittingham
Steve Smedley,FR,QB,,2023,Utah,Kyle Whittingham
Ja'Quinden Jackson,SO,RB,"161 Att, 797 Yds, 5.0 Avg",2023,Utah,Kyle Whittingham
Jaylon Glover,SO,RB,"137 Att, 562 Yds, 4.1 Avg",2023,Utah,Kyle Whittingham
Micah Bernard,JR,RB,"16 Att, 76 Yds, 4.8 Avg",2023,Utah,Kyle Whittingham
Charlie Vincent,JR,RB,"9 Att, 48 Yds, 5.3 Avg",2023,Utah,Kyle Whittingham
Chris Curry,SR,RB,"8 Att, 28 Yds, 3.5 Avg",2023,Utah,Kyle Whittingham
Dijon Stanley,FR,RB,"6 Att, 1 Yds, 0.2 Avg",2023,Utah,Kyle Whittingham
Daniel Wood,FR,RB,"5 Att, 18 Yds, 3.6 Avg",2023,Utah,Kyle Whittingham
John Randle Jr.,FR,RB,"2 Att, 3 Yds, 1.5 Avg",2023,Utah,Kyle Whittingham
Mike Mitchell,FR,RB,,2023,Utah,Kyle Whittingham
Hunter Schroeder,FR,RB,,2023,Utah,Kyle Whittingham
Devaughn Vele,JR,WR,"43 Rec, 593 Yds, 13.8 Avg",2023,Utah,Kyle Whittingham
Money Parks,JR,WR,"31 Rec, 293 Yds, 9.5 Avg",2023,Utah,Kyle Whittingham
Landen King,SO,WR,"14 Rec, 166 Yds, 11.9 Avg",2023,Utah,Kyle Whittingham
Mikey Matthews,FR,WR,"29 Rec, 261 Yds, 9.0 Avg",2023,Utah,Kyle Whittingham
Mycah Pittman,SR,WR,"3 Rec, 20 Yds, 6.7 Avg",2023,Utah,Kyle Whittingham
Munir McClain,JR,WR,"15 Rec, 269 Yds, 17.9 Avg",2023,Utah,Kyle Whittingham
Luca Caldarella,JR,WR,"3 Rec, 31 Yds, 10.3 Avg",2023,Utah,Kyle Whittingham
Emery Simmons,SR,WR,"1 Rec, 2 Yds, 2.0 Avg",2023,Utah,Kyle Whittingham
Makai Cope,SO,WR,,2023,Utah,Kyle Whittingham
