Player,Class,Pos,Summary,Year,School,Coach
Devon Dampier,JR,QB,"90 Cmp, 127 Att, 790 Yds, 7 TD",2025,Utah,Kyle Whittingham
Byrd Ficklin,FR,QB,"4 Cmp, 4 Att, 53 Yds, 0 TD",2025,Utah,Kyle Whittingham
Drew Cowart,FR,QB,,2025,Utah,Kyle Whittingham
Isaac Wilson,SO,QB,,2025,Utah,Kyle Whittingham
Brendan Zurbrugg,FR,QB,,2025,Utah,Kyle Whittingham
NaQuari Rogers,SR,RB,"46 Att, 189 Yds, 4.1 Avg",2025,Utah,Kyle Whittingham
Wayshawn Parker,SO,RB,"33 Att, 214 Yds, 6.5 Avg",2025,Utah,Kyle Whittingham
Bryce Duke,SR,RB,"7 Att, 25 Yds, 3.6 Avg",2025,Utah,Kyle Whittingham
Raycine Guillory,FR,RB,"1 Att, 4 Yds, 4.0 Avg",2025,Utah,Kyle Whittingham
Omar Shah,SO,RB,,2025,Utah,Kyle Whittingham
Daniel Bray,FR,RB,,2025,Utah,Kyle Whittingham
Frankie Goodson,JR,RB,,2025,Utah,Kyle Whittingham
Devin Green,SO,RB,,2025,Utah,Kyle Whittingham
Nate Johnson,JR,WR,,2025,Utah,Kyle Whittingham
Ryan Davis,SR,WR,"29 Rec, 241 Yds, 8.3 Avg",2025,Utah,Kyle Whittingham
Tobias Merriweather,JR,WR,"5 Rec, 88 Yds, 17.6 Avg",2025,Utah,Kyle Whittingham
Larry Simmons,JR,WR,"1 Rec, 8 Yds, 8.0 Avg",2025,Utah,Kyle Whittingham
Luca Caldarella,SR,WR,,2025,Utah,Kyle Whittingham
Matt Clark,FR,WR,,2025,Utah,Kyle Whittingham
Rayshawn Glover,JR,WR,,2025,Utah,Kyle Whittingham
Justin Stevenson,SO,WR,,2025,Utah,Kyle Whittingham
Creed Whittemore,SO,WR,,2025,Utah,Kyle Whittingham
Bryson Baker,FR,WR,,2025,Utah,Kyle Whittingham
Jackson Bolender,FR,WR,,2025,Utah,Kyle Whittingham
Daylin Caamano,FR,WR,,2025,Utah,Kyle Whittingham
Mana Carvalho,FR,WR,,2025,Utah,Kyle Whittingham
