Player,Class,Pos,Summary,Year,School,Coach
Tyler Huntley,JR,QB,"150 Cmp, 234 Att, 1788 Yds, 12 TD",2018,Utah,Kyle Whittingham
Jason Shelley,FR,QB,"98 Cmp, 168 Att, 1162 Yds, 5 TD",2018,Utah,Kyle Whittingham
Drew Lisk,SO,QB,,2018,Utah,Kyle Whittingham
Jackson Siddoway,FR,QB,,2018,Utah,Kyle Whittingham
Jack Tuttle,FR,QB,,2018,Utah,Kyle Whittingham
Zack Moss,JR,RB,"179 Att, 1096 Yds, 6.1 Avg",2018,Utah,Kyle Whittingham
Armand Shyne,JR,RB,"120 Att, 512 Yds, 4.3 Avg",2018,Utah,Kyle Whittingham
TJ Green,FR,RB,"36 Att, 190 Yds, 5.3 Avg",2018,Utah,Kyle Whittingham
Devin Brumfield,FR,RB,"14 Att, 42 Yds, 3.0 Avg",2018,Utah,Kyle Whittingham
Joey Wood,JR,RB,"3 Att, 3 Yds, 1.0 Avg",2018,Utah,Kyle Whittingham
Mason Woodward,JR,RB,"2 Att, 6 Yds, 3.0 Avg",2018,Utah,Kyle Whittingham
Devonta'e Henry-Cole,JR,RB,,2018,Utah,Kyle Whittingham
Branden Rankins,FR,RB,,2018,Utah,Kyle Whittingham
Edward Vander,JR,RB,,2018,Utah,Kyle Whittingham
Britain Covey,SO,WR,"60 Rec, 637 Yds, 10.6 Avg",2018,Utah,Kyle Whittingham
Demari Simpkins,JR,WR,"26 Rec, 297 Yds, 11.4 Avg",2018,Utah,Kyle Whittingham
Jaylen Dixon,FR,WR,"32 Rec, 589 Yds, 18.4 Avg",2018,Utah,Kyle Whittingham
Siaosi Mariner,JR,WR,"17 Rec, 209 Yds, 12.3 Avg",2018,Utah,Kyle Whittingham
Samson Nacua,SO,WR,"31 Rec, 362 Yds, 11.7 Avg",2018,Utah,Kyle Whittingham
Solomon Enis,FR,WR,"13 Rec, 179 Yds, 13.8 Avg",2018,Utah,Kyle Whittingham
Jameson Field,SR,WR,"3 Rec, 23 Yds, 7.7 Avg",2018,Utah,Kyle Whittingham
Bronson Boyd,FR,WR,"2 Rec, 40 Yds, 20.0 Avg",2018,Utah,Kyle Whittingham
Bryan Thompson,SO,WR,"1 Rec, 31 Yds, 31.0 Avg",2018,Utah,Kyle Whittingham
Derrick Vickers,SR,WR,,2018,Utah,Kyle Whittingham
Batchlor Johnson,SO,WR,,2018,Utah,Kyle Whittingham
Yioti Karahalios,FR,WR,,2018,Utah,Kyle Whittingham
Terrell Perriman,FR,WR,,2018,Utah,Kyle Whittingham
Dylan Slavens,FR,WR,,2018,Utah,Kyle Whittingham
Dominique Thompson,FR,WR,,2018,Utah,Kyle Whittingham
Brant Kuithe,FR,TE,"20 Rec, 227 Yds, 11.4 Avg",2018,Utah,Kyle Whittingham
Cole Fotheringham,FR,TE,"17 Rec, 190 Yds, 11.2 Avg",2018,Utah,Kyle Whittingham
Jake Jackson,JR,TE,"9 Rec, 74 Yds, 8.2 Avg",2018,Utah,Kyle Whittingham
Connor Haller,SO,TE,"2 Rec, 12 Yds, 6.0 Avg",2018,Utah,Kyle Whittingham
Bapa Falemaka,SO,TE,,2018,Utah,Kyle Whittingham
Zach Hansen,FR,TE,,2018,Utah,Kyle Whittingham
Thomas Yassmin,FR,TE,,2018,Utah,Kyle Whittingham
Jackson Barton,SR,OL,,2018,Utah,Kyle Whittingham
Nick Ford,FR,OL,,2018,Utah,Kyle Whittingham
Orlando Umana,SO,OL,,2018,Utah,Kyle Whittingham
Jordan Agasiva,SR,OL,,2018,Utah,Kyle Whittingham
London Bartholomew,SO,OL,,2018,Utah,Kyle Whittingham
Johnny Capra,JR,OL,,2018,Utah,Kyle Whittingham
Braedon E. Daniels,FR,OL,,2018,Utah,Kyle Whittingham
Keven Dixon,JR,OL,,2018,Utah,Kyle Whittingham
Lo Falemaka,SR,OL,,2018,Utah,Kyle Whittingham
Jake Grant,SO,OL,,2018,Utah,Kyle Whittingham
Alani Havili-Katoa,SR,OL,,2018,Utah,Kyle Whittingham
Kyle Lanterman,JR,OL,,2018,Utah,Kyle Whittingham
Simi Moala,FR,OL,,2018,Utah,Kyle Whittingham
Darrin Paulo,JR,OL,,2018,Utah,Kyle Whittingham
Ryan To'a,FR,OL,,2018,Utah,Kyle Whittingham
Paul Toala,JR,OL,,2018,Utah,Kyle Whittingham
Mo Unutoa,FR,OL,,2018,Utah,Kyle Whittingham
Stratten Wagner,SO,OL,,2018,Utah,Kyle Whittingham
Fua Pututau,FR,DL,,2018,Utah,Kyle Whittingham
Cody Barton,SR,LB,,2018,Utah,Kyle Whittingham
Francis Bernard,JR,LB,,2018,Utah,Kyle Whittingham
Chase Hansen,SR,LB,,2018,Utah,Kyle Whittingham
Chase Hansen,SR,LB,,2018,Utah,Kyle Whittingham
Devin Lloyd,FR,LB,,2018,Utah,Kyle Whittingham
Donavan Thompson,JR,LB,,2018,Utah,Kyle Whittingham
Moroni Anae,SO,LB,,2018,Utah,Kyle Whittingham
Chris Hart,JR,LB,,2018,Utah,Kyle Whittingham
Sione Lund,FR,LB,,2018,Utah,Kyle Whittingham
Andrew Mata'afa,FR,LB,,2018,Utah,Kyle Whittingham
Bryant Pirtle,JR,LB,,2018,Utah,Kyle Whittingham
Philip Afia,JR,DB,,2018,Utah,Kyle Whittingham
Corrion Ballard,SR,DB,,2018,Utah,Kyle Whittingham
Julian Blackmon,JR,DB,,2018,Utah,Kyle Whittingham
Marquise Blair,SR,DB,,2018,Utah,Kyle Whittingham
Terrell Burgess,JR,DB,,2018,Utah,Kyle Whittingham
Vonte Davis,SO,DB,,2018,Utah,Kyle Whittingham
Javelin Guidry,SO,DB,,2018,Utah,Kyle Whittingham
