Player,Class,Pos,Summary,Year,School,Coach
Travis Wilson,SO,QB,"133 Cmp, 237 Att, 1827 Yds, 16 TD",2013,Utah,Kyle Whittingham
Adam Schulz,SO,QB,"75 Cmp, 154 Att, 1008 Yds, 6 TD",2013,Utah,Kyle Whittingham
James Poole,SO,RB,"149 Att, 607 Yds, 4.1 Avg",2013,Utah,Kyle Whittingham
Kelvin York,JR,RB,"118 Att, 463 Yds, 3.9 Avg",2013,Utah,Kyle Whittingham
Lucky Radley,JR,RB,"59 Att, 284 Yds, 4.8 Avg",2013,Utah,Kyle Whittingham
Karl Williams,SR,RB,"15 Att, 51 Yds, 3.4 Avg",2013,Utah,Kyle Whittingham
Marcus Sanders-Williams,FR,RB,"10 Att, 40 Yds, 4.0 Avg",2013,Utah,Kyle Whittingham
Dres Anderson,JR,WR,"53 Rec, 1002 Yds, 18.9 Avg",2013,Utah,Kyle Whittingham
Sean Fitzgerald,SR,WR,"32 Rec, 471 Yds, 14.7 Avg",2013,Utah,Kyle Whittingham
Anthony Denham,SR,WR,"24 Rec, 291 Yds, 12.1 Avg",2013,Utah,Kyle Whittingham
Geoffrey Norwood,SO,WR,"13 Rec, 173 Yds, 13.3 Avg",2013,Utah,Kyle Whittingham
Dominique Hatfield,FR,WR,"4 Rec, 84 Yds, 21.0 Avg",2013,Utah,Kyle Whittingham
Delshawn McClellon,FR,WR,,2013,Utah,Kyle Whittingham
Tanqueray Towns,SR,WR,,2013,Utah,Kyle Whittingham
Jake Murphy,JR,TE,"25 Rec, 417 Yds, 16.7 Avg",2013,Utah,Kyle Whittingham
Siale Fakailoatonga,FR,TE,"2 Rec, 18 Yds, 9.0 Avg",2013,Utah,Kyle Whittingham
Westlee Tonga,SR,TE,"2 Rec, 28 Yds, 14.0 Avg",2013,Utah,Kyle Whittingham
Vyncent Jones,SR,OL,,2013,Utah,Kyle Whittingham
Jeremiah Tofaeono,SR,OL,,2013,Utah,Kyle Whittingham
Andy Phillips,FR,K,,2013,Utah,Kyle Whittingham
Jamie Sutcliffe,FR,K,,2013,Utah,Kyle Whittingham
V.J. Fehoko,JR,LB,,2013,Utah,Kyle Whittingham
Lt Filiaga,SO,LB,,2013,Utah,Kyle Whittingham
Jacoby Hale,JR,LB,,2013,Utah,Kyle Whittingham
Uaea Masina,FR,LB,,2013,Utah,Kyle Whittingham
Jared Norris,SO,LB,,2013,Utah,Kyle Whittingham
Travis Still,SO,LB,,2013,Utah,Kyle Whittingham
Pita Taumoepenu,FR,LB,,2013,Utah,Kyle Whittingham
Jason Whittingham,SO,LB,,2013,Utah,Kyle Whittingham
Quade Chappuis,SR,DB,,2013,Utah,Kyle Whittingham
Hipolito Corporan,FR,DB,,2013,Utah,Kyle Whittingham
Wykie Freeman,JR,DB,,2013,Utah,Kyle Whittingham
Charles Henderson,SO,DB,,2013,Utah,Kyle Whittingham
Mike Honeycutt,SR,DB,,2013,Utah,Kyle Whittingham
Chandler Johnson,JR,DB,,2013,Utah,Kyle Whittingham
Keith McGill,SR,DB,,2013,Utah,Kyle Whittingham
Tyron Morris-Edwards,JR,DB,,2013,Utah,Kyle Whittingham
Davion Orphey,JR,DB,,2013,Utah,Kyle Whittingham
Reginald Porter,FR,DB,,2013,Utah,Kyle Whittingham
Eric Rowe,JR,DB,,2013,Utah,Kyle Whittingham
Joseph Smith,JR,DB,,2013,Utah,Kyle Whittingham
Darchon Taggart,SO,DB,,2013,Utah,Kyle Whittingham
Justin Thomas,FR,DB,,2013,Utah,Kyle Whittingham
Michael Walker,SR,DB,,2013,Utah,Kyle Whittingham
Tom Hackett,SO,P,,2013,Utah,Kyle Whittingham
Hunter Dimick,FR,DE,,2013,Utah,Kyle Whittingham
Chase Dominguez,FR,LS,,2013,Utah,Kyle Whittingham
Viliseni Fauonuku,SO,DT,,2013,Utah,Kyle Whittingham
Latu Heimuli,SR,DT,,2013,Utah,Kyle Whittingham
Sese Ianu,JR,DT,,2013,Utah,Kyle Whittingham
Daniel Nielson,SO,DT,,2013,Utah,Kyle Whittingham
Nate Orchard,JR,DE,,2013,Utah,Kyle Whittingham
Thretton Palamo,SR,DE,,2013,Utah,Kyle Whittingham
Tenny Palepoi,SR,DT,,2013,Utah,Kyle Whittingham
Trevor Reilly,SR,DE,,2013,Utah,Kyle Whittingham
Sam Tevi,FR,DT,,2013,Utah,Kyle Whittingham
Lt Tuipulotu,,DT,,2013,Utah,Kyle Whittingham
