Player,Class,Pos,Summary,Year,School,Coach
Steve Young*,,QB,"306 Cmp, 429 Att, 3902 Yds, 33 TD",1983,Brigham Young,LaVell Edwards
Robbie Bosco,,QB,"17 Cmp, 28 Att, 252 Yds, 3 TD",1983,Brigham Young,LaVell Edwards
Casey Tiumalu*,,RB,"139 Att, 851 Yds, 6.1 Avg",1983,Brigham Young,LaVell Edwards
Eddie Stinnett*,,RB,"55 Att, 475 Yds, 8.6 Avg",1983,Brigham Young,LaVell Edwards
Waymon Hamilton,,RB,"51 Att, 305 Yds, 6.0 Avg",1983,Brigham Young,LaVell Edwards
Lakei Heimuli,,RB,"29 Att, 91 Yds, 3.1 Avg",1983,Brigham Young,LaVell Edwards
Bill McNabb,,RB,"8 Att, 33 Yds, 4.1 Avg",1983,Brigham Young,LaVell Edwards
Mike Stanger,,RB,"3 Att, 7 Yds, 2.3 Avg",1983,Brigham Young,LaVell Edwards
Tom Tuipulotu,,RB,"1 Att, 2 Yds, 2.0 Avg",1983,Brigham Young,LaVell Edwards
Kirk Pendleton*,,WR,"50 Rec, 810 Yds, 16.2 Avg",1983,Brigham Young,LaVell Edwards
Mike Eddo*,,WR,"21 Rec, 303 Yds, 14.4 Avg",1983,Brigham Young,LaVell Edwards
Glen Kozlowski,,WR,"29 Rec, 532 Yds, 18.3 Avg",1983,Brigham Young,LaVell Edwards
Adam Haysbert,,WR,"11 Rec, 167 Yds, 15.2 Avg",1983,Brigham Young,LaVell Edwards
Scott Norberg,,WR,"1 Rec, 13 Yds, 13.0 Avg",1983,Brigham Young,LaVell Edwards
Brian Hazelgren,,WR,,1983,Brigham Young,LaVell Edwards
Gordon Hudson*,,TE,"44 Rec, 596 Yds, 13.5 Avg",1983,Brigham Young,LaVell Edwards
Steve Harper,,TE,"26 Rec, 366 Yds, 14.1 Avg",1983,Brigham Young,LaVell Edwards
David Mills,,TE,"3 Rec, 34 Yds, 11.3 Avg",1983,Brigham Young,LaVell Edwards
Brett Varoz,,TE,"1 Rec, 10 Yds, 10.0 Avg",1983,Brigham Young,LaVell Edwards
Rex Burningham*,,OL,,1983,Brigham Young,LaVell Edwards
Craig Garrick*,,OL,,1983,Brigham Young,LaVell Edwards
Doug Kellermeyer*,,OL,,1983,Brigham Young,LaVell Edwards
Trevor Matich*,,OL,,1983,Brigham Young,LaVell Edwards
Louis Wong*,,OL,,1983,Brigham Young,LaVell Edwards
Randy Rawlinson,,OL,,1983,Brigham Young,LaVell Edwards
Lee Johnson,,K,,1983,Brigham Young,LaVell Edwards
Kevin Mitchell,,K,,1983,Brigham Young,LaVell Edwards
Pete Rossi,,K,,1983,Brigham Young,LaVell Edwards
Brandon Flint*,,DL,,1983,Brigham Young,LaVell Edwards
Jim Herrmann*,,DL,,1983,Brigham Young,LaVell Edwards
Brad Smith*,,DL,,1983,Brigham Young,LaVell Edwards
Shawn Knight,,DL,,1983,Brigham Young,LaVell Edwards
Marv Allen*,,LB,,1983,Brigham Young,LaVell Edwards
Todd Shell*,,LB,,1983,Brigham Young,LaVell Edwards
Leon White*,,LB,,1983,Brigham Young,LaVell Edwards
Cary Whittingham*,,LB,,1983,Brigham Young,LaVell Edwards
Dave Neff,,LB,,1983,Brigham Young,LaVell Edwards
Dan Akerfelds,,LB,,1983,Brigham Young,LaVell Edwards
John Bechtold,,LB,,1983,Brigham Young,LaVell Edwards
Blake Jensen*,,DB,,1983,Brigham Young,LaVell Edwards
Kyle Morrell*,,DB,,1983,Brigham Young,LaVell Edwards
Greg Peterson*,,DB,,1983,Brigham Young,LaVell Edwards
Jon Young*,,DB,,1983,Brigham Young,LaVell Edwards
Mark Allen,,DB,,1983,Brigham Young,LaVell Edwards
Bobby Salazar,,DB,,1983,Brigham Young,LaVell Edwards
