Player,Class,Pos,Summary,Year,School,Coach
Marc Wilson*,,QB,"121 Cmp, 233 Att, 1499 Yds, 8 TD",1978,Brigham Young,LaVell Edwards
Jim McMahon,,QB,"87 Cmp, 176 Att, 1307 Yds, 6 TD",1978,Brigham Young,LaVell Edwards
Mark Flammer,,QB,,1978,Brigham Young,LaVell Edwards
Scott Phillips*,,RB,"69 Att, 181 Yds, 2.6 Avg",1978,Brigham Young,LaVell Edwards
Bill Ring*,,RB,"116 Att, 520 Yds, 4.5 Avg",1978,Brigham Young,LaVell Edwards
Casey Wingard,,RB,"82 Att, 325 Yds, 4.0 Avg",1978,Brigham Young,LaVell Edwards
Doug Williams,,RB,"24 Att, 49 Yds, 2.0 Avg",1978,Brigham Young,LaVell Edwards
Clay Blackwell,,RB,"10 Att, 29 Yds, 2.9 Avg",1978,Brigham Young,LaVell Edwards
Perry Bradford,,RB,"4 Att, 22 Yds, 5.5 Avg",1978,Brigham Young,LaVell Edwards
Kyle Whittingham,,RB,"9 Att, 25 Yds, 2.8 Avg",1978,Brigham Young,LaVell Edwards
Mike Chronister*,,WR,"52 Rec, 850 Yds, 16.3 Avg",1978,Brigham Young,LaVell Edwards
Kent Tingey*,,WR,"20 Rec, 280 Yds, 14.0 Avg",1978,Brigham Young,LaVell Edwards
Lloyd Jones,,WR,"7 Rec, 148 Yds, 21.1 Avg",1978,Brigham Young,LaVell Edwards
Stan Younger,,WR,"1 Rec, 45 Yds, 45.0 Avg",1978,Brigham Young,LaVell Edwards
Bill Davis,,WR,"10 Rec, 148 Yds, 14.8 Avg",1978,Brigham Young,LaVell Edwards
Dan Plater,,WR,"1 Rec, 17 Yds, 17.0 Avg",1978,Brigham Young,LaVell Edwards
Tod Thompson*,,TE,"34 Rec, 560 Yds, 16.5 Avg",1978,Brigham Young,LaVell Edwards
Clay Brown,,TE,"9 Rec, 184 Yds, 20.4 Avg",1978,Brigham Young,LaVell Edwards
Tom Bell*,,OL,,1978,Brigham Young,LaVell Edwards
Nick Eyre*,,OL,,1978,Brigham Young,LaVell Edwards
Al Gaspard*,,OL,,1978,Brigham Young,LaVell Edwards
Danny Hansen*,,OL,,1978,Brigham Young,LaVell Edwards
Scott Neilson*,,OL,,1978,Brigham Young,LaVell Edwards
Randy Tidwell,,OL,,1978,Brigham Young,LaVell Edwards
Brent Johnson,,K,,1978,Brigham Young,LaVell Edwards
Bob Kittell,,K,,1978,Brigham Young,LaVell Edwards
John Kormylo*,,DL,,1978,Brigham Young,LaVell Edwards
Mat Mendenhall*,,DL,,1978,Brigham Young,LaVell Edwards
Doug Stromberg*,,DL,,1978,Brigham Young,LaVell Edwards
Ross Varner*,,DL,,1978,Brigham Young,LaVell Edwards
Tom Enlow*,,LB,,1978,Brigham Young,LaVell Edwards
Larry Miller*,,LB,,1978,Brigham Young,LaVell Edwards
Rod Wood*,,LB,,1978,Brigham Young,LaVell Edwards
Marv Allen,,LB,,1978,Brigham Young,LaVell Edwards
Jason Coloma*,,DB,,1978,Brigham Young,LaVell Edwards
Dave McKee*,,DB,,1978,Brigham Young,LaVell Edwards
Bill Schoepflin*,,DB,,1978,Brigham Young,LaVell Edwards
Ron Velasco*,,DB,,1978,Brigham Young,LaVell Edwards
Dave Francis,,DB,,1978,Brigham Young,LaVell Edwards
Bob Prested,,DB,,1978,Brigham Young,LaVell Edwards
Tim Halverson,,DB,,1978,Brigham Young,LaVell Edwards
Marc Swenson,,DB,,1978,Brigham Young,LaVell Edwards
