Player,Class,Pos,Summary,Year,School,Coach
Robbie Bosco*,,QB,"338 Cmp, 511 Att, 4273 Yds, 30 TD",1985,Brigham Young,LaVell Edwards
Blaine Fowler,,QB,"26 Cmp, 44 Att, 309 Yds, 2 TD",1985,Brigham Young,LaVell Edwards
Steve Lindsley,,QB,"2 Cmp, 3 Att, 26 Yds, 0 TD",1985,Brigham Young,LaVell Edwards
Vai Sikahema*,,RB,"58 Att, 383 Yds, 6.6 Avg",1985,Brigham Young,LaVell Edwards
Lakei Heimuli*,,RB,"188 Att, 857 Yds, 4.6 Avg",1985,Brigham Young,LaVell Edwards
Tom Tuipulotu,,RB,"90 Att, 587 Yds, 6.5 Avg",1985,Brigham Young,LaVell Edwards
Kelly Smith,,RB,"49 Rec, 530 Yds, 10.8 Avg",1985,Brigham Young,LaVell Edwards
Bruce Hansen,,RB,"15 Att, 64 Yds, 4.3 Avg",1985,Brigham Young,LaVell Edwards
Alema Harrington,,RB,"14 Att, 44 Yds, 3.1 Avg",1985,Brigham Young,LaVell Edwards
Ed Rowe,,RB,"9 Att, 20 Yds, 2.2 Avg",1985,Brigham Young,LaVell Edwards
Glen Kozlowski*,,WR,"23 Rec, 436 Yds, 19.0 Avg",1985,Brigham Young,LaVell Edwards
Mark Bellini*,,WR,"63 Rec, 1008 Yds, 16.0 Avg",1985,Brigham Young,LaVell Edwards
Jim Edwards,,WR,"8 Rec, 114 Yds, 14.3 Avg",1985,Brigham Young,LaVell Edwards
Scott Norberg,,WR,"21 Rec, 281 Yds, 13.4 Avg",1985,Brigham Young,LaVell Edwards
David Miles,,WR,"8 Rec, 86 Yds, 10.8 Avg",1985,Brigham Young,LaVell Edwards
Keith Doman,,WR,"3 Rec, 53 Yds, 17.7 Avg",1985,Brigham Young,LaVell Edwards
Trevor Molini*,,TE,"63 Rec, 849 Yds, 13.5 Avg",1985,Brigham Young,LaVell Edwards
Lance Lindley,,TE,"13 Rec, 120 Yds, 9.2 Avg",1985,Brigham Young,LaVell Edwards
George Tavita,,TE,"3 Rec, 35 Yds, 11.7 Avg",1985,Brigham Young,LaVell Edwards
John Borgia*,,OL,,1985,Brigham Young,LaVell Edwards
Keith McCullough*,,OL,,1985,Brigham Young,LaVell Edwards
Scott Robinson*,,OL,,1985,Brigham Young,LaVell Edwards
Dave Tidwell*,,OL,,1985,Brigham Young,LaVell Edwards
Dave Wright*,,OL,,1985,Brigham Young,LaVell Edwards
Mark Ormsby,,K,,1985,Brigham Young,LaVell Edwards
Gary Webster,,K,,1985,Brigham Young,LaVell Edwards
Jason Buck*,,DL,,1985,Brigham Young,LaVell Edwards
Shawn Knight*,,DL,,1985,Brigham Young,LaVell Edwards
Ken Smith*,,DL,,1985,Brigham Young,LaVell Edwards
David Futrell,,DL,,1985,Brigham Young,LaVell Edwards
Ladd Akeo*,,LB,,1985,Brigham Young,LaVell Edwards
Kurt Gouveia*,,LB,,1985,Brigham Young,LaVell Edwards
Leon White*,,LB,,1985,Brigham Young,LaVell Edwards
Cary Whittingham*,,LB,,1985,Brigham Young,LaVell Edwards
Steve Sanders,,LB,,1985,Brigham Young,LaVell Edwards
Rob Ledenko*,,DB,,1985,Brigham Young,LaVell Edwards
Marc Sherman*,,DB,,1985,Brigham Young,LaVell Edwards
Jeff Sprowls*,,DB,,1985,Brigham Young,LaVell Edwards
Rodney Thomas*,,DB,,1985,Brigham Young,LaVell Edwards
Troy Long,,DB,,1985,Brigham Young,LaVell Edwards
Shane Shumway,,DB,,1985,Brigham Young,LaVell Edwards
Jeff Wilcox,,DB,,1985,Brigham Young,LaVell Edwards
Kevin Towle,,P,,1985,Brigham Young,LaVell Edwards
Pat Thompson,,P,,1985,Brigham Young,LaVell Edwards
John Oates,,KR,,1985,Brigham Young,LaVell Edwards
