Player,Class,Pos,Summary,Year,School,Coach
Ryan Hancock*,,QB,"165 Cmp, 288 Att, 2635 Yds, 17 TD",1992,Brigham Young,LaVell Edwards
John Walsh,,QB,"52 Cmp, 100 Att, 857 Yds, 9 TD",1992,Brigham Young,LaVell Edwards
Steve Clements,,QB,"3 Cmp, 13 Att, 57 Yds, 0 TD",1992,Brigham Young,LaVell Edwards
Tom Young,,QB,"1 Cmp, 3 Att, 7 Yds, 0 TD",1992,Brigham Young,LaVell Edwards
Jamal Willis*,,RB,"204 Att, 1004 Yds, 4.9 Avg",1992,Brigham Young,LaVell Edwards
Kalin Hall*,,RB,"138 Att, 742 Yds, 5.4 Avg",1992,Brigham Young,LaVell Edwards
Hema Heimuli,,RB,"41 Att, 156 Yds, 3.8 Avg",1992,Brigham Young,LaVell Edwards
Steve Christensen,,RB,"22 Att, 128 Yds, 5.8 Avg",1992,Brigham Young,LaVell Edwards
Chad Knowles,,RB,"3 Att, 13 Yds, 4.3 Avg",1992,Brigham Young,LaVell Edwards
Tyler Anderson*,,WR,"11 Rec, 249 Yds, 22.6 Avg",1992,Brigham Young,LaVell Edwards
Eric Drage*,,WR,"56 Rec, 1093 Yds, 19.5 Avg",1992,Brigham Young,LaVell Edwards
Otis Sterling,,WR,"25 Rec, 553 Yds, 22.1 Avg",1992,Brigham Young,LaVell Edwards
Bryce Doman,,WR,"19 Rec, 275 Yds, 14.5 Avg",1992,Brigham Young,LaVell Edwards
Tim Nowatzke,,WR,"6 Rec, 119 Yds, 19.8 Avg",1992,Brigham Young,LaVell Edwards
Nati Valdez,,WR,"1 Rec, 4 Yds, 4.0 Avg",1992,Brigham Young,LaVell Edwards
Erik Hughes,,WR,,1992,Brigham Young,LaVell Edwards
Mike Johnston,,WR,,1992,Brigham Young,LaVell Edwards
Byron Rex*,,TE,"45 Rec, 612 Yds, 13.6 Avg",1992,Brigham Young,LaVell Edwards
Terence Saluone,,TE,"4 Rec, 73 Yds, 18.3 Avg",1992,Brigham Young,LaVell Edwards
Scott Brumfield*,,OL,,1992,Brigham Young,LaVell Edwards
Jim Edwards*,,OL,,1992,Brigham Young,LaVell Edwards
Garry Pay*,,OL,,1992,Brigham Young,LaVell Edwards
Evan Pilgrim*,,OL,,1992,Brigham Young,LaVell Edwards
Eli Herring,,OL,,1992,Brigham Young,LaVell Edwards
David Lauder,,K,,1992,Brigham Young,LaVell Edwards
Randy Brock*,,DL,,1992,Brigham Young,LaVell Edwards
Lenny Gomes*,,DL,,1992,Brigham Young,LaVell Edwards
Kevin Nicoll*,,DL,,1992,Brigham Young,LaVell Edwards
Greg Pitts*,,DL,,1992,Brigham Young,LaVell Edwards
Nathan Hall*,,LB,,1992,Brigham Young,LaVell Edwards
Shad Hansen*,,LB,,1992,Brigham Young,LaVell Edwards
Todd Herget*,,LB,,1992,Brigham Young,LaVell Edwards
Barrett Awai,,LB,,1992,Brigham Young,LaVell Edwards
Ted Dawson,,LB,,1992,Brigham Young,LaVell Edwards
Scott Merkley,,LB,,1992,Brigham Young,LaVell Edwards
Brad Clark*,,DB,,1992,Brigham Young,LaVell Edwards
Derwin Gray*,,DB,,1992,Brigham Young,LaVell Edwards
Patrick Mitchell*,,DB,,1992,Brigham Young,LaVell Edwards
Vic Tarleton*,,DB,,1992,Brigham Young,LaVell Edwards
Hassan McCullough,,DB,,1992,Brigham Young,LaVell Edwards
Brad Hunter,,P,,1992,Brigham Young,LaVell Edwards
Joe Herrick,,P,,1992,Brigham Young,LaVell Edwards
