Player,Class,Pos,Summary,Year,School,Coach
Steve Lindsley*,,QB,"180 Cmp, 287 Att, 2247 Yds, 12 TD",1986,Brigham Young,LaVell Edwards
Bob Jensen,,QB,"25 Cmp, 54 Att, 465 Yds, 3 TD",1986,Brigham Young,LaVell Edwards
Mike Young,,QB,"8 Cmp, 14 Att, 115 Yds, 1 TD",1986,Brigham Young,LaVell Edwards
Lakei Heimuli*,,RB,"230 Att, 966 Yds, 4.2 Avg",1986,Brigham Young,LaVell Edwards
Robert Parker*,,RB,"86 Att, 542 Yds, 6.3 Avg",1986,Brigham Young,LaVell Edwards
Bruce Hansen,,RB,"71 Att, 406 Yds, 5.7 Avg",1986,Brigham Young,LaVell Edwards
Roger Price,,RB,"10 Att, 54 Yds, 5.4 Avg",1986,Brigham Young,LaVell Edwards
Mike O'Brien,,RB,"4 Att, 15 Yds, 3.8 Avg",1986,Brigham Young,LaVell Edwards
Mark Bellini*,,WR,"46 Rec, 839 Yds, 18.2 Avg",1986,Brigham Young,LaVell Edwards
David Miles*,,WR,"6 Rec, 104 Yds, 17.3 Avg",1986,Brigham Young,LaVell Edwards
Rich Zayas,,WR,"8 Rec, 176 Yds, 22.0 Avg",1986,Brigham Young,LaVell Edwards
Kevin Doman,,WR,"5 Rec, 83 Yds, 16.6 Avg",1986,Brigham Young,LaVell Edwards
Chuck Cutler,,WR,"3 Rec, 13 Yds, 4.3 Avg",1986,Brigham Young,LaVell Edwards
Jim Edwards,,WR,"1 Rec, 4 Yds, 4.0 Avg",1986,Brigham Young,LaVell Edwards
Trevor Molini*,,TE,"34 Rec, 444 Yds, 13.1 Avg",1986,Brigham Young,LaVell Edwards
Darren Handley,,TE,"11 Rec, 178 Yds, 16.2 Avg",1986,Brigham Young,LaVell Edwards
Ralph Martini,,TE,"2 Rec, 6 Yds, 3.0 Avg",1986,Brigham Young,LaVell Edwards
Chris Bisho*,,OL,,1986,Brigham Young,LaVell Edwards
David King*,,OL,,1986,Brigham Young,LaVell Edwards
Chris Matau*,,OL,,1986,Brigham Young,LaVell Edwards
Brian White*,,OL,,1986,Brigham Young,LaVell Edwards
Brian Rodoni,,OL,,1986,Brigham Young,LaVell Edwards
Leonard Chitty,,K,,1986,Brigham Young,LaVell Edwards
Chris Germann,,K,,1986,Brigham Young,LaVell Edwards
Jason Buck*,,DL,,1986,Brigham Young,LaVell Edwards
David Futrell*,,DL,,1986,Brigham Young,LaVell Edwards
Shawn Knight*,,DL,,1986,Brigham Young,LaVell Edwards
Ladd Akeo*,,LB,,1986,Brigham Young,LaVell Edwards
Richard Hobbs*,,LB,,1986,Brigham Young,LaVell Edwards
Thor Salanoa*,,LB,,1986,Brigham Young,LaVell Edwards
J.C. VonColln*,,LB,,1986,Brigham Young,LaVell Edwards
Steve Kaufusi,,LB,,1986,Brigham Young,LaVell Edwards
Regan Hansen,,LB,,1986,Brigham Young,LaVell Edwards
Andy Katoa,,LB,,1986,Brigham Young,LaVell Edwards
Korey Rasmussen*,,DB,,1986,Brigham Young,LaVell Edwards
Shane Shumway*,,DB,,1986,Brigham Young,LaVell Edwards
Rodney Thomas*,,DB,,1986,Brigham Young,LaVell Edwards
Jeff Wilcox*,,DB,,1986,Brigham Young,LaVell Edwards
Troy Long,,DB,,1986,Brigham Young,LaVell Edwards
Scott Peterson,,DB,,1986,Brigham Young,LaVell Edwards
Pat Thompson,,P,,1986,Brigham Young,LaVell Edwards
