Player,Class,Pos,Summary,Year,School,Coach
John Walsh*,,QB,"284 Cmp, 463 Att, 3712 Yds, 29 TD",1994,Brigham Young,LaVell Edwards
Steve Clements,,QB,"2 Cmp, 10 Att, 25 Yds, 0 TD",1994,Brigham Young,LaVell Edwards
Jamal Willis*,,RB,"204 Att, 1042 Yds, 5.1 Avg",1994,Brigham Young,LaVell Edwards
Hema Heimuli*,,RB,"126 Att, 552 Yds, 4.4 Avg",1994,Brigham Young,LaVell Edwards
Mark Atuaia,,RB,"38 Att, 147 Yds, 3.9 Avg",1994,Brigham Young,LaVell Edwards
Kalani Fifita,,RB,"16 Att, 112 Yds, 7.0 Avg",1994,Brigham Young,LaVell Edwards
Tefua Bloomfield,,RB,"12 Att, 77 Yds, 6.4 Avg",1994,Brigham Young,LaVell Edwards
Chad Knowles,,RB,"1 Att, 5 Yds, 5.0 Avg",1994,Brigham Young,LaVell Edwards
Bryce Doman*,,WR,"35 Rec, 502 Yds, 14.3 Avg",1994,Brigham Young,LaVell Edwards
Tim Nowatzke*,,WR,"47 Rec, 601 Yds, 12.8 Avg",1994,Brigham Young,LaVell Edwards
Kaipo McGuire,,WR,"15 Rec, 201 Yds, 13.4 Avg",1994,Brigham Young,LaVell Edwards
Mike Johnston,,WR,"31 Rec, 423 Yds, 13.6 Avg",1994,Brigham Young,LaVell Edwards
Tyler Bolli,,WR,"2 Rec, 32 Yds, 16.0 Avg",1994,Brigham Young,LaVell Edwards
Jason Cooper,,WR,"1 Rec, 14 Yds, 14.0 Avg",1994,Brigham Young,LaVell Edwards
Chad Lewis*,,TE,"32 Rec, 328 Yds, 10.3 Avg",1994,Brigham Young,LaVell Edwards
Itula Mili,,TE,"33 Rec, 503 Yds, 15.2 Avg",1994,Brigham Young,LaVell Edwards
Tom Baldwin,,TE,,1994,Brigham Young,LaVell Edwards
Jim Edwards*,,OL,,1994,Brigham Young,LaVell Edwards
Tim Hanshaw*,,OL,,1994,Brigham Young,LaVell Edwards
Eli Herring*,,OL,,1994,Brigham Young,LaVell Edwards
James Johnson*,,OL,,1994,Brigham Young,LaVell Edwards
Evan Pilgrim*,,OL,,1994,Brigham Young,LaVell Edwards
David Lauder,,K,,1994,Brigham Young,LaVell Edwards
Randy Brock*,,DL,,1994,Brigham Young,LaVell Edwards
Travis Hall*,,DL,,1994,Brigham Young,LaVell Edwards
John Raass*,,DL,,1994,Brigham Young,LaVell Edwards
Mike Ulufale*,,DL,,1994,Brigham Young,LaVell Edwards
Greg Pitts,,DL,,1994,Brigham Young,LaVell Edwards
Scott Albrecht*,,LB,,1994,Brigham Young,LaVell Edwards
Shay Muirbrook*,,LB,,1994,Brigham Young,LaVell Edwards
Stan Raass*,,LB,,1994,Brigham Young,LaVell Edwards
Dennis Simmons,,LB,,1994,Brigham Young,LaVell Edwards
Cory Cook*,,DB,,1994,Brigham Young,LaVell Edwards
Patrick Mitchell*,,DB,,1994,Brigham Young,LaVell Edwards
Jon Pollack*,,DB,,1994,Brigham Young,LaVell Edwards
Dermmell Reed*,,DB,,1994,Brigham Young,LaVell Edwards
Jamie Cook,,DB,,1994,Brigham Young,LaVell Edwards
Jack Damuni,,DB,,1994,Brigham Young,LaVell Edwards
Lane Hale,,DB,,1994,Brigham Young,LaVell Edwards
James Heggins,,DB,,1994,Brigham Young,LaVell Edwards
Eddie Sampson,,DB,,1994,Brigham Young,LaVell Edwards
Alan Boardman,,P,,1994,Brigham Young,LaVell Edwards
