Player,Class,Pos,Summary,Year,School,Coach
John Walsh*,,QB,"244 Cmp, 397 Att, 3727 Yds, 28 TD",1993,Brigham Young,LaVell Edwards
Tom Young,,QB,"17 Cmp, 32 Att, 130 Yds, 2 TD",1993,Brigham Young,LaVell Edwards
Steve Clements,,QB,"17 Cmp, 29 Att, 203 Yds, 1 TD",1993,Brigham Young,LaVell Edwards
Kalin Hall*,,RB,"113 Att, 567 Yds, 5.0 Avg",1993,Brigham Young,LaVell Edwards
Jamal Willis*,,RB,"90 Att, 404 Yds, 4.5 Avg",1993,Brigham Young,LaVell Edwards
Hema Heimuli,,RB,"50 Att, 269 Yds, 5.4 Avg",1993,Brigham Young,LaVell Edwards
Steve Christensen,,RB,"26 Att, 107 Yds, 4.1 Avg",1993,Brigham Young,LaVell Edwards
Chad Knowles,,RB,"7 Att, 14 Yds, 2.0 Avg",1993,Brigham Young,LaVell Edwards
Rob Morris,,RB,"2 Att, 0 Yds, 0.0 Avg",1993,Brigham Young,LaVell Edwards
T.D. Biegel,,RB,"1 Att, 7 Yds, 7.0 Avg",1993,Brigham Young,LaVell Edwards
Eric Drage*,,WR,"54 Rec, 867 Yds, 16.1 Avg",1993,Brigham Young,LaVell Edwards
Bryce Doman*,,WR,"36 Rec, 455 Yds, 12.6 Avg",1993,Brigham Young,LaVell Edwards
Tyler Anderson,,WR,"21 Rec, 358 Yds, 17.0 Avg",1993,Brigham Young,LaVell Edwards
Tim Nowatzke,,WR,"23 Rec, 364 Yds, 15.8 Avg",1993,Brigham Young,LaVell Edwards
Micah Matsuzaki,,WR,"30 Rec, 500 Yds, 16.7 Avg",1993,Brigham Young,LaVell Edwards
Kaipo McGuire,,WR,"1 Rec, 12 Yds, 12.0 Avg",1993,Brigham Young,LaVell Edwards
Terence Saluone*,,TE,"25 Rec, 344 Yds, 13.8 Avg",1993,Brigham Young,LaVell Edwards
Chad Lewis,,TE,"11 Rec, 172 Yds, 15.6 Avg",1993,Brigham Young,LaVell Edwards
Tom Baldwin,,TE,,1993,Brigham Young,LaVell Edwards
Jim Edwards*,,OL,,1993,Brigham Young,LaVell Edwards
Mike Empey*,,OL,,1993,Brigham Young,LaVell Edwards
Eli Herring*,,OL,,1993,Brigham Young,LaVell Edwards
Evan Pilgrim*,,OL,,1993,Brigham Young,LaVell Edwards
Ron Simmons*,,OL,,1993,Brigham Young,LaVell Edwards
Tim Hanshaw,,OL,,1993,Brigham Young,LaVell Edwards
Joe Herrick,,K,,1993,Brigham Young,LaVell Edwards
Randy Brock*,,DL,,1993,Brigham Young,LaVell Edwards
Lenny Gomes*,,DL,,1993,Brigham Young,LaVell Edwards
Travis Hall*,,DL,,1993,Brigham Young,LaVell Edwards
Greg Pitts*,,DL,,1993,Brigham Young,LaVell Edwards
Brian Hughes,,DL,,1993,Brigham Young,LaVell Edwards
Nathan Hall*,,LB,,1993,Brigham Young,LaVell Edwards
Todd Herget*,,LB,,1993,Brigham Young,LaVell Edwards
Shay Muirbrook*,,LB,,1993,Brigham Young,LaVell Edwards
Wayland Hickman,,LB,,1993,Brigham Young,LaVell Edwards
Cory Cook*,,DB,,1993,Brigham Young,LaVell Edwards
Jack Damuni*,,DB,,1993,Brigham Young,LaVell Edwards
Patrick Mitchell*,,DB,,1993,Brigham Young,LaVell Edwards
Vic Tarleton*,,DB,,1993,Brigham Young,LaVell Edwards
Frank Christianson,,DB,,1993,Brigham Young,LaVell Edwards
Casey Mazzotta,,DB,,1993,Brigham Young,LaVell Edwards
Jeff Lindstrom,,DB,,1993,Brigham Young,LaVell Edwards
Alan Boardman,,P,,1993,Brigham Young,LaVell Edwards
Mike Johnston,,KR,,1993,Brigham Young,LaVell Edwards
