Player,Class,Pos,Summary,Year,School,Coach
Steve Sarkisian*,,QB,"278 Cmp, 404 Att, 4027 Yds, 33 TD",1996,Brigham Young,LaVell Edwards
Paul Shoemaker,,QB,"7 Cmp, 10 Att, 73 Yds, 2 TD",1996,Brigham Young,LaVell Edwards
Kevin Feterik,,QB,"5 Cmp, 8 Att, 26 Yds, 1 TD",1996,Brigham Young,LaVell Edwards
Chris Bisgaard,,QB,"1 Cmp, 1 Att, 17 Yds, 0 TD",1996,Brigham Young,LaVell Edwards
Mark Atuaia*,,RB,"86 Att, 365 Yds, 4.2 Avg",1996,Brigham Young,LaVell Edwards
Dustin Johnson*,,RB,"45 Att, 249 Yds, 5.5 Avg",1996,Brigham Young,LaVell Edwards
Brian McKenzie,,RB,"167 Att, 950 Yds, 5.7 Avg",1996,Brigham Young,LaVell Edwards
Ronney Jenkins,,RB,"128 Att, 733 Yds, 5.7 Avg",1996,Brigham Young,LaVell Edwards
Chris Stevens,,RB,"38 Att, 138 Yds, 3.6 Avg",1996,Brigham Young,LaVell Edwards
Ned Stearns,,RB,"7 Att, 17 Yds, 2.4 Avg",1996,Brigham Young,LaVell Edwards
Aaron Cupp,,RB,"5 Att, 40 Yds, 8.0 Avg",1996,Brigham Young,LaVell Edwards
K.O. Kealaluhi*,,WR,"49 Rec, 901 Yds, 18.4 Avg",1996,Brigham Young,LaVell Edwards
Kaipo McGuire*,,WR,"42 Rec, 658 Yds, 15.7 Avg",1996,Brigham Young,LaVell Edwards
James Dye,,WR,"15 Rec, 182 Yds, 12.1 Avg",1996,Brigham Young,LaVell Edwards
Ben Cahoon,,WR,"11 Rec, 166 Yds, 15.1 Avg",1996,Brigham Young,LaVell Edwards
R.J. Anderson,,WR,"1 Rec, 9 Yds, 9.0 Avg",1996,Brigham Young,LaVell Edwards
Tyler Bolli,,WR,"1 Rec, 4 Yds, 4.0 Avg",1996,Brigham Young,LaVell Edwards
Cliff Doman,,WR,,1996,Brigham Young,LaVell Edwards
Chad Lewis*,,TE,"37 Rec, 420 Yds, 11.4 Avg",1996,Brigham Young,LaVell Edwards
Itula Mili,,TE,"46 Rec, 692 Yds, 15.0 Avg",1996,Brigham Young,LaVell Edwards
Brandon Condie,,TE,"1 Rec, 6 Yds, 6.0 Avg",1996,Brigham Young,LaVell Edwards
John Moala,,TE,"1 Rec, 18 Yds, 18.0 Avg",1996,Brigham Young,LaVell Edwards
Eric Bateman*,,OL,,1996,Brigham Young,LaVell Edwards
Matt Cox*,,OL,,1996,Brigham Young,LaVell Edwards
James Johnson*,,OL,,1996,Brigham Young,LaVell Edwards
Larry Moore*,,OL,,1996,Brigham Young,LaVell Edwards
John Tait*,,OL,,1996,Brigham Young,LaVell Edwards
Jason Anderson,,OL,,1996,Brigham Young,LaVell Edwards
Ethan Pochman,,K,,1996,Brigham Young,LaVell Edwards
Courtney Smith,,K,,1996,Brigham Young,LaVell Edwards
Harland Ah You*,,DL,,1996,Brigham Young,LaVell Edwards
Henry Bloomfield*,,DL,,1996,Brigham Young,LaVell Edwards
Byron Frisch*,,DL,,1996,Brigham Young,LaVell Edwards
Ed Kehl*,,DL,,1996,Brigham Young,LaVell Edwards
Ed Lamp,,DL,,1996,Brigham Young,LaVell Edwards
Daren Yancey,,DL,,1996,Brigham Young,LaVell Edwards
Brad Martin*,,LB,,1996,Brigham Young,LaVell Edwards
Shay Muirbrook*,,LB,,1996,Brigham Young,LaVell Edwards
Spencer Reid*,,LB,,1996,Brigham Young,LaVell Edwards
Jeff Ellis,,LB,,1996,Brigham Young,LaVell Edwards
Dennis Simmons,,LB,,1996,Brigham Young,LaVell Edwards
Derik Stevenson,,LB,,1996,Brigham Young,LaVell Edwards
Chris Ellison*,,DB,,1996,Brigham Young,LaVell Edwards
Tim McTyer*,,DB,,1996,Brigham Young,LaVell Edwards
Omarr Morgan*,,DB,,1996,Brigham Young,LaVell Edwards
Jason Walker*,,DB,,1996,Brigham Young,LaVell Edwards
Ben Cook,,DB,,1996,Brigham Young,LaVell Edwards
Lane Hale,,DB,,1996,Brigham Young,LaVell Edwards
Eddie Sampson,,DB,,1996,Brigham Young,LaVell Edwards
Alan Boardman,,P,,1996,Brigham Young,LaVell Edwards
