Player,Class,Pos,Summary,Year,School,Coach
Sean Covey*,,QB,"174 Cmp, 319 Att, 2607 Yds, 13 TD",1988,Brigham Young,LaVell Edwards
Ty Detmer,,QB,"83 Cmp, 153 Att, 1252 Yds, 13 TD",1988,Brigham Young,LaVell Edwards
Matt Bellini*,,RB,"98 Att, 488 Yds, 5.0 Avg",1988,Brigham Young,LaVell Edwards
Fred Whittingham*,,RB,"88 Att, 513 Yds, 5.8 Avg",1988,Brigham Young,LaVell Edwards
Mike O'Brien,,RB,"30 Att, 87 Yds, 2.9 Avg",1988,Brigham Young,LaVell Edwards
Mike Salido,,RB,"61 Att, 336 Yds, 5.5 Avg",1988,Brigham Young,LaVell Edwards
Eric Mortensen,,RB,"20 Att, 116 Yds, 5.8 Avg",1988,Brigham Young,LaVell Edwards
Stacey Corley,,RB,"15 Att, 76 Yds, 5.1 Avg",1988,Brigham Young,LaVell Edwards
Alema Harrington,,RB,"10 Att, 68 Yds, 6.8 Avg",1988,Brigham Young,LaVell Edwards
Michael Brooks,,RB,"7 Att, 13 Yds, 1.9 Avg",1988,Brigham Young,LaVell Edwards
Sim Tiatia,,RB,,1988,Brigham Young,LaVell Edwards
Chuck Cutler*,,WR,"64 Rec, 1039 Yds, 16.2 Avg",1988,Brigham Young,LaVell Edwards
Jeff Frandsen*,,WR,"20 Rec, 417 Yds, 20.9 Avg",1988,Brigham Young,LaVell Edwards
Bryce Doman,,WR,"10 Rec, 237 Yds, 23.7 Avg",1988,Brigham Young,LaVell Edwards
Tyler Anderson,,WR,"6 Rec, 159 Yds, 26.5 Avg",1988,Brigham Young,LaVell Edwards
Mail Odle,,WR,"3 Rec, 30 Yds, 10.0 Avg",1988,Brigham Young,LaVell Edwards
Darren Handley*,,TE,"34 Rec, 430 Yds, 12.6 Avg",1988,Brigham Young,LaVell Edwards
Travis McBeth,,TE,"12 Rec, 123 Yds, 10.3 Avg",1988,Brigham Young,LaVell Edwards
Chris Smith,,TE,"9 Rec, 121 Yds, 13.4 Avg",1988,Brigham Young,LaVell Edwards
Don Busenbark*,,OL,,1988,Brigham Young,LaVell Edwards
John Hunter*,,OL,,1988,Brigham Young,LaVell Edwards
Phil Nauahi*,,OL,,1988,Brigham Young,LaVell Edwards
Warren Wheat*,,OL,,1988,Brigham Young,LaVell Edwards
Brian White*,,OL,,1988,Brigham Young,LaVell Edwards
Mohammed Elewonibi,,OL,,1988,Brigham Young,LaVell Edwards
Jason Chaffetz,,K,,1988,Brigham Young,LaVell Edwards
Earl Kauffman,,K,,1988,Brigham Young,LaVell Edwards
Tim Clark*,,DL,,1988,Brigham Young,LaVell Edwards
Tim Knight*,,DL,,1988,Brigham Young,LaVell Edwards
Budd Orr*,,DL,,1988,Brigham Young,LaVell Edwards
Pete Harston,,DL,,1988,Brigham Young,LaVell Edwards
Mark Smith,,DL,,1988,Brigham Young,LaVell Edwards
Bob Davis*,,LB,,1988,Brigham Young,LaVell Edwards
Regan Hansen*,,LB,,1988,Brigham Young,LaVell Edwards
Duane Johnson*,,LB,,1988,Brigham Young,LaVell Edwards
Chad Robinson*,,LB,,1988,Brigham Young,LaVell Edwards
Marc Neal,,LB,,1988,Brigham Young,LaVell Edwards
Rocky Biegel,,LB,,1988,Brigham Young,LaVell Edwards
Eric Bergeson*,,DB,,1988,Brigham Young,LaVell Edwards
Troy Long*,,DB,,1988,Brigham Young,LaVell Edwards
Scott Peterson*,,DB,,1988,Brigham Young,LaVell Edwards
Rodney Rice*,,DB,,1988,Brigham Young,LaVell Edwards
Norm Dixon,,DB,,1988,Brigham Young,LaVell Edwards
Brian Mitchell,,DB,,1988,Brigham Young,LaVell Edwards
Josh Arnold,,DB,,1988,Brigham Young,LaVell Edwards
Tony Crutchfield,,DB,,1988,Brigham Young,LaVell Edwards
Ervin Lee,,DB,,1988,Brigham Young,LaVell Edwards
Pat Thompson,,P,,1988,Brigham Young,LaVell Edwards
