Player,Class,Pos,Summary,Year,School,Coach
Gifford Nielson*,,QB,,1975,Brigham Young,LaVell Edwards
Mark Giles,,QB,"39 Cmp, 75 Att, 396 Yds, 3 TD",1975,Brigham Young,LaVell Edwards
Gifford Nielsen,,QB,"110 Cmp, 180 Att, 1471 Yds, 10 TD",1975,Brigham Young,LaVell Edwards
Jeff Duva,,QB,"6 Cmp, 25 Att, 84 Yds, 0 TD",1975,Brigham Young,LaVell Edwards
Danny Hartwig,,QB,"1 Cmp, 1 Att, 3 Yds, 0 TD",1975,Brigham Young,LaVell Edwards
Jeff Blanc*,,RB,"216 Att, 984 Yds, 4.6 Avg",1975,Brigham Young,LaVell Edwards
Todd Christensen*,,RB,"59 Att, 273 Yds, 4.6 Avg",1975,Brigham Young,LaVell Edwards
Charlie Ah You,,RB,"79 Att, 309 Yds, 3.9 Avg",1975,Brigham Young,LaVell Edwards
Roger Gourley,,RB,"34 Att, 115 Yds, 3.4 Avg",1975,Brigham Young,LaVell Edwards
Dave Lowry,,RB,"41 Att, 199 Yds, 4.9 Avg",1975,Brigham Young,LaVell Edwards
Pisa Finai,,RB,"8 Att, 32 Yds, 4.0 Avg",1975,Brigham Young,LaVell Edwards
Clay Blackwell,,RB,"5 Att, 13 Yds, 2.6 Avg",1975,Brigham Young,LaVell Edwards
John Van Der Wouden*,,WR,"29 Rec, 621 Yds, 21.4 Avg",1975,Brigham Young,LaVell Edwards
Jeff Nilsson*,,WR,"18 Rec, 236 Yds, 13.1 Avg",1975,Brigham Young,LaVell Edwards
Tom Dignan,,WR,"13 Rec, 135 Yds, 10.4 Avg",1975,Brigham Young,LaVell Edwards
George Harris,,WR,"1 Rec, 11 Yds, 11.0 Avg",1975,Brigham Young,LaVell Edwards
Bob Biddy,,WR,"2 Rec, 20 Yds, 10.0 Avg",1975,Brigham Young,LaVell Edwards
Brian Billick*,,TE,"19 Rec, 207 Yds, 10.9 Avg",1975,Brigham Young,LaVell Edwards
Bill Allen,,TE,"3 Rec, 30 Yds, 10.0 Avg",1975,Brigham Young,LaVell Edwards
Mike House,,TE,"3 Rec, 38 Yds, 12.7 Avg",1975,Brigham Young,LaVell Edwards
Kirk Tanner,,TE,"3 Rec, 36 Yds, 12.0 Avg",1975,Brigham Young,LaVell Edwards
Brad Oates*,,OL,,1975,Brigham Young,LaVell Edwards
Tom Bell*,,OL,,1975,Brigham Young,LaVell Edwards
Dave Hubbard*,,OL,,1975,Brigham Young,LaVell Edwards
Steve Miller*,,OL,,1975,Brigham Young,LaVell Edwards
Orrin Olsen*,,OL,,1975,Brigham Young,LaVell Edwards
Dave Meteer,,OL,,1975,Brigham Young,LaVell Edwards
Keith Uperesa,,OL,,1975,Brigham Young,LaVell Edwards
Mekeli Ieremia*,,DL,,1975,Brigham Young,LaVell Edwards
Marcus Kanahele*,,DL,,1975,Brigham Young,LaVell Edwards
Bill Rice*,,DL,,1975,Brigham Young,LaVell Edwards
Stan Varner*,,DL,,1975,Brigham Young,LaVell Edwards
Phil Jensen*,,LB,,1975,Brigham Young,LaVell Edwards
Blake Murdock*,,LB,,1975,Brigham Young,LaVell Edwards
Sid Smith*,,LB,,1975,Brigham Young,LaVell Edwards
Tim Halvorson*,,DB,,1975,Brigham Young,LaVell Edwards
Craig Jensen*,,DB,,1975,Brigham Young,LaVell Edwards
Gary Shaw*,,DB,,1975,Brigham Young,LaVell Edwards
Dana Wilgar*,,DB,,1975,Brigham Young,LaVell Edwards
Mark McCluskey,,DB,,1975,Brigham Young,LaVell Edwards
