Player,Class,Pos,Summary,Year,School,Coach
Robbie Bosco*,,QB,"313 Cmp, 500 Att, 4218 Yds, 35 TD",1984,Brigham Young,LaVell Edwards
Blaine Fowler,,QB,"27 Cmp, 42 Att, 307 Yds, 1 TD",1984,Brigham Young,LaVell Edwards
Lakei Heimuli*,,RB,"174 Att, 878 Yds, 5.0 Avg",1984,Brigham Young,LaVell Edwards
Kelly Smith*,,RB,"56 Rec, 686 Yds, 12.3 Avg",1984,Brigham Young,LaVell Edwards
Robert Parker,,RB,"43 Att, 214 Yds, 5.0 Avg",1984,Brigham Young,LaVell Edwards
Fred Whittingham,,RB,"25 Att, 67 Yds, 2.7 Avg",1984,Brigham Young,LaVell Edwards
Thor Salanoa,,RB,"15 Att, 72 Yds, 4.8 Avg",1984,Brigham Young,LaVell Edwards
Vai Sikahema,,RB,"12 Att, 76 Yds, 6.3 Avg",1984,Brigham Young,LaVell Edwards
Paul Crawford,,RB,"2 Att, 12 Yds, 6.0 Avg",1984,Brigham Young,LaVell Edwards
Glen Kozlowski*,,WR,"58 Rec, 914 Yds, 15.8 Avg",1984,Brigham Young,LaVell Edwards
Mark Bellini*,,WR,"38 Rec, 620 Yds, 16.3 Avg",1984,Brigham Young,LaVell Edwards
Adam Haysbert,,WR,"35 Rec, 443 Yds, 12.7 Avg",1984,Brigham Young,LaVell Edwards
Richard Orr,,WR,"10 Rec, 153 Yds, 15.3 Avg",1984,Brigham Young,LaVell Edwards
Jim Edwards,,WR,"3 Rec, 41 Yds, 13.7 Avg",1984,Brigham Young,LaVell Edwards
David Mills*,,TE,"71 Rec, 1126 Yds, 15.9 Avg",1984,Brigham Young,LaVell Edwards
Trevor Molini,,TE,"8 Rec, 62 Yds, 7.8 Avg",1984,Brigham Young,LaVell Edwards
Lance Lindley,,TE,"2 Rec, 18 Yds, 9.0 Avg",1984,Brigham Young,LaVell Edwards
Robert Anae*,,OL,,1984,Brigham Young,LaVell Edwards
Craig Garrick*,,OL,,1984,Brigham Young,LaVell Edwards
Trevor Matich*,,OL,,1984,Brigham Young,LaVell Edwards
Louis Wong*,,OL,,1984,Brigham Young,LaVell Edwards
Dave Wright*,,OL,,1984,Brigham Young,LaVell Edwards
David King,,OL,,1984,Brigham Young,LaVell Edwards
Scott Robinson,,OL,,1984,Brigham Young,LaVell Edwards
Lee Johnson,,K,,1984,Brigham Young,LaVell Edwards
Pete Rossi,,K,,1984,Brigham Young,LaVell Edwards
Larry Hamilton*,,DL,,1984,Brigham Young,LaVell Edwards
Jim Herrmann*,,DL,,1984,Brigham Young,LaVell Edwards
Brad Smith*,,DL,,1984,Brigham Young,LaVell Edwards
Shawn Knight,,DL,,1984,Brigham Young,LaVell Edwards
Marv Allen*,,LB,,1984,Brigham Young,LaVell Edwards
Kurt Gouveia*,,LB,,1984,Brigham Young,LaVell Edwards
Leon White*,,LB,,1984,Brigham Young,LaVell Edwards
Cary Whittingham*,,LB,,1984,Brigham Young,LaVell Edwards
Dave Neff,,LB,,1984,Brigham Young,LaVell Edwards
Mark Allen*,,DB,,1984,Brigham Young,LaVell Edwards
Steve Haymond*,,DB,,1984,Brigham Young,LaVell Edwards
Kyle Morrell*,,DB,,1984,Brigham Young,LaVell Edwards
Jeff Sprowls*,,DB,,1984,Brigham Young,LaVell Edwards
Korey Rasmussen,,DB,,1984,Brigham Young,LaVell Edwards
