Player,Class,Pos,Summary,Year,School,Coach
Kevin Feterik*,,QB,"202 Cmp, 336 Att, 2718 Yds, 16 TD",1998,Brigham Young,LaVell Edwards
Drew Miller,,QB,"23 Cmp, 45 Att, 332 Yds, 2 TD",1998,Brigham Young,LaVell Edwards
Brandon Doman,,QB,"1 Cmp, 2 Att, 30 Yds, 0 TD",1998,Brigham Young,LaVell Edwards
Ronney Jenkins*,,RB,"252 Att, 1307 Yds, 5.2 Avg",1998,Brigham Young,LaVell Edwards
Kalani Sitake*,,RB,"15 Rec, 129 Yds, 8.6 Avg",1998,Brigham Young,LaVell Edwards
Reno Mahe,,RB,"98 Att, 481 Yds, 4.9 Avg",1998,Brigham Young,LaVell Edwards
Aaron Cupp,,RB,"26 Att, 140 Yds, 5.4 Avg",1998,Brigham Young,LaVell Edwards
Will Snowden,,RB,"15 Att, 81 Yds, 5.4 Avg",1998,Brigham Young,LaVell Edwards
Donny Atuaia,,RB,"8 Rec, 59 Yds, 7.4 Avg",1998,Brigham Young,LaVell Edwards
Tyrone Brown,,RB,"2 Att, 5 Yds, 2.5 Avg",1998,Brigham Young,LaVell Edwards
Mike Shiffler,,RB,,1998,Brigham Young,LaVell Edwards
Margin Hooks*,,WR,"49 Rec, 732 Yds, 14.9 Avg",1998,Brigham Young,LaVell Edwards
Ben Horton*,,WR,"25 Rec, 468 Yds, 18.7 Avg",1998,Brigham Young,LaVell Edwards
Mike Rigell,,WR,"18 Rec, 331 Yds, 18.4 Avg",1998,Brigham Young,LaVell Edwards
Aaron Roderick,,WR,"11 Rec, 143 Yds, 13.0 Avg",1998,Brigham Young,LaVell Edwards
Michael Westbrook,,WR,"1 Rec, 14 Yds, 14.0 Avg",1998,Brigham Young,LaVell Edwards
Tevita Ofahengame*,,TE,,1998,Brigham Young,LaVell Edwards
Tevita Ofahengaue,,TE,"19 Rec, 264 Yds, 13.9 Avg",1998,Brigham Young,LaVell Edwards
Carlos Nuno,,TE,"13 Rec, 207 Yds, 15.9 Avg",1998,Brigham Young,LaVell Edwards
Matt Johnson*,,OL,,1998,Brigham Young,LaVell Edwards
Jimmy Richards*,,OL,,1998,Brigham Young,LaVell Edwards
Kalani Skiba*,,OL,,1998,Brigham Young,LaVell Edwards
John Tait*,,OL,,1998,Brigham Young,LaVell Edwards
Joe Wong*,,OL,,1998,Brigham Young,LaVell Edwards
Owen Pochman,,K,,1998,Brigham Young,LaVell Edwards
Byron Frisch*,,DL,,1998,Brigham Young,LaVell Edwards
Ed Kehl*,,DL,,1998,Brigham Young,LaVell Edwards
Issiah Magalei*,,DL,,1998,Brigham Young,LaVell Edwards
Daren Yancey*,,DL,,1998,Brigham Young,LaVell Edwards
Chris Hoke,,DL,,1998,Brigham Young,LaVell Edwards
Hans Olsen,,DL,,1998,Brigham Young,LaVell Edwards
Brad Martin*,,LB,,1998,Brigham Young,LaVell Edwards
Rob Morris*,,LB,,1998,Brigham Young,LaVell Edwards
Derik Stevenson*,,LB,,1998,Brigham Young,LaVell Edwards
Justin Ena,,LB,,1998,Brigham Young,LaVell Edwards
Chris Ellison*,,DB,,1998,Brigham Young,LaVell Edwards
Brian Gray*,,DB,,1998,Brigham Young,LaVell Edwards
Heshi Robertson*,,DB,,1998,Brigham Young,LaVell Edwards
Jason Walker*,,DB,,1998,Brigham Young,LaVell Edwards
Jason Anderson,,DB,,1998,Brigham Young,LaVell Edwards
J.D. Hartsfield,,P,,1998,Brigham Young,LaVell Edwards
Jesse Sowards,,P,,1998,Brigham Young,LaVell Edwards
