Player,Class,Pos,Summary,Year,School,Coach
Ty Detmer*,,QB,"249 Cmp, 403 Att, 4031 Yds, 35 TD",1991,Brigham Young,LaVell Edwards
John Walsh,,QB,"8 Cmp, 16 Att, 94 Yds, 0 TD",1991,Brigham Young,LaVell Edwards
Peter Tuipulotu*,,RB,"125 Att, 619 Yds, 5.0 Avg",1991,Brigham Young,LaVell Edwards
Jamal Willis*,,RB,"86 Att, 520 Yds, 6.0 Avg",1991,Brigham Young,LaVell Edwards
Mark Atuaia,,RB,"76 Att, 361 Yds, 4.8 Avg",1991,Brigham Young,LaVell Edwards
Eric Mortensen,,RB,"21 Att, 92 Yds, 4.4 Avg",1991,Brigham Young,LaVell Edwards
Brad Clark,,RB,"10 Att, 45 Yds, 4.5 Avg",1991,Brigham Young,LaVell Edwards
Scott Charlton,,RB,,1991,Brigham Young,LaVell Edwards
Micah Matsuzaki*,,WR,"26 Rec, 437 Yds, 16.8 Avg",1991,Brigham Young,LaVell Edwards
Eric Drage*,,WR,"46 Rec, 1018 Yds, 22.1 Avg",1991,Brigham Young,LaVell Edwards
Tyler Anderson,,WR,"14 Rec, 293 Yds, 20.9 Avg",1991,Brigham Young,LaVell Edwards
Itula Mili,,WR,"10 Rec, 128 Yds, 12.8 Avg",1991,Brigham Young,LaVell Edwards
Erik Hughes,,WR,"2 Rec, 11 Yds, 5.5 Avg",1991,Brigham Young,LaVell Edwards
Nati Valdez,,WR,"24 Rec, 338 Yds, 14.1 Avg",1991,Brigham Young,LaVell Edwards
Otis Sterling,,WR,"5 Rec, 66 Yds, 13.2 Avg",1991,Brigham Young,LaVell Edwards
Bryce Doman,,WR,"4 Rec, 88 Yds, 22.0 Avg",1991,Brigham Young,LaVell Edwards
Tim Nowatzke,,WR,"4 Rec, 58 Yds, 14.5 Avg",1991,Brigham Young,LaVell Edwards
Byron Rex*,,TE,"38 Rec, 547 Yds, 14.4 Avg",1991,Brigham Young,LaVell Edwards
Matt Zundel,,TE,"1 Rec, 1 Yds, 1.0 Avg",1991,Brigham Young,LaVell Edwards
Tom Ladd*,,OL,,1991,Brigham Young,LaVell Edwards
Eli Herring*,,OL,,1991,Brigham Young,LaVell Edwards
Bryan May*,,OL,,1991,Brigham Young,LaVell Edwards
Garry Pay*,,OL,,1991,Brigham Young,LaVell Edwards
Garett Tujague*,,OL,,1991,Brigham Young,LaVell Edwards
Scott Brumfield,,OL,,1991,Brigham Young,LaVell Edwards
Mike Empey,,OL,,1991,Brigham Young,LaVell Edwards
Earl Kauffman,,K,,1991,Brigham Young,LaVell Edwards
Keith Lever,,K,,1991,Brigham Young,LaVell Edwards
Randy Brock*,,DL,,1991,Brigham Young,LaVell Edwards
Lenny Gomes*,,DL,,1991,Brigham Young,LaVell Edwards
Greg Pitts*,,DL,,1991,Brigham Young,LaVell Edwards
Scott Sralla,,DL,,1991,Brigham Young,LaVell Edwards
Rocky Biegel*,,LB,,1991,Brigham Young,LaVell Edwards
Scott Giles*,,LB,,1991,Brigham Young,LaVell Edwards
Shad Hansen*,,LB,,1991,Brigham Young,LaVell Edwards
Jared Leavitt*,,LB,,1991,Brigham Young,LaVell Edwards
Kevin Nicoll,,LB,,1991,Brigham Young,LaVell Edwards
Bill Bryant,,LB,,1991,Brigham Young,LaVell Edwards
Josh Arnold*,,DB,,1991,Brigham Young,LaVell Edwards
Tony Crutchfield*,,DB,,1991,Brigham Young,LaVell Edwards
Derwin Gray*,,DB,,1991,Brigham Young,LaVell Edwards
Ervin Lee*,,DB,,1991,Brigham Young,LaVell Edwards
Patrick Mitchell,,DB,,1991,Brigham Young,LaVell Edwards
Paul Pitts,,DB,,1991,Brigham Young,LaVell Edwards
Kapi Sikahema,,DB,,1991,Brigham Young,LaVell Edwards
Joe Herrick,,P,,1991,Brigham Young,LaVell Edwards
Brad Hunter,,P,,1991,Brigham Young,LaVell Edwards
Jason Schmidt,,KR,,1991,Brigham Young,LaVell Edwards
