Player,Class,Pos,Summary,Year,School,Coach
Sean Covey*,,QB,"132 Cmp, 217 Att, 1688 Yds, 8 TD",1987,Brigham Young,LaVell Edwards
Bob Jensen,,QB,"144 Cmp, 259 Att, 1833 Yds, 10 TD",1987,Brigham Young,LaVell Edwards
Fred Whittingham*,,RB,"129 Att, 418 Yds, 3.2 Avg",1987,Brigham Young,LaVell Edwards
Matt Bellini*,,RB,"51 Rec, 548 Yds, 10.7 Avg",1987,Brigham Young,LaVell Edwards
Thor Salanoa*,,RB,"1 Att, 1 Yds, 1.0 Avg",1987,Brigham Young,LaVell Edwards
Mike O'Brien,,RB,"87 Att, 309 Yds, 3.6 Avg",1987,Brigham Young,LaVell Edwards
Mike Salido,,RB,"48 Att, 239 Yds, 5.0 Avg",1987,Brigham Young,LaVell Edwards
Peter Tuipulotu,,RB,"24 Att, 77 Yds, 3.2 Avg",1987,Brigham Young,LaVell Edwards
Alema Harrington,,RB,"6 Att, -8 Yds, -1.3 Avg",1987,Brigham Young,LaVell Edwards
David Miles*,,WR,"34 Rec, 581 Yds, 17.1 Avg",1987,Brigham Young,LaVell Edwards
Chuck Cutler*,,WR,"30 Rec, 444 Yds, 14.8 Avg",1987,Brigham Young,LaVell Edwards
Rich Zayas,,WR,"25 Rec, 489 Yds, 19.6 Avg",1987,Brigham Young,LaVell Edwards
Jeff Frandsen,,WR,"3 Rec, 28 Yds, 9.3 Avg",1987,Brigham Young,LaVell Edwards
Garen Jeppesen,,WR,"1 Rec, 7 Yds, 7.0 Avg",1987,Brigham Young,LaVell Edwards
Darren Handley*,,TE,"52 Rec, 636 Yds, 12.2 Avg",1987,Brigham Young,LaVell Edwards
Travis McBeth,,TE,"10 Rec, 230 Yds, 23.0 Avg",1987,Brigham Young,LaVell Edwards
Brian White*,,OL,,1987,Brigham Young,LaVell Edwards
John Borgia*,,OL,,1987,Brigham Young,LaVell Edwards
Don Busenbark*,,OL,,1987,Brigham Young,LaVell Edwards
John Hunter*,,OL,,1987,Brigham Young,LaVell Edwards
Phil Nauahi*,,OL,,1987,Brigham Young,LaVell Edwards
Brian Rodoni,,OL,,1987,Brigham Young,LaVell Edwards
Warren Wheat,,OL,,1987,Brigham Young,LaVell Edwards
Leonard Chitty,,K,,1987,Brigham Young,LaVell Edwards
Tim Clark*,,DL,,1987,Brigham Young,LaVell Edwards
David Futrell*,,DL,,1987,Brigham Young,LaVell Edwards
Craig Patterson*,,DL,,1987,Brigham Young,LaVell Edwards
Steve Kaufusi,,DL,,1987,Brigham Young,LaVell Edwards
Bob Davis*,,LB,,1987,Brigham Young,LaVell Edwards
Regan Hansen*,,LB,,1987,Brigham Young,LaVell Edwards
Richard Hobbs*,,LB,,1987,Brigham Young,LaVell Edwards
Chad Robinson,,LB,,1987,Brigham Young,LaVell Edwards
J.C. VonColln,,LB,,1987,Brigham Young,LaVell Edwards
David Porter,,LB,,1987,Brigham Young,LaVell Edwards
Paul Sinclair,,LB,,1987,Brigham Young,LaVell Edwards
Troy Long*,,DB,,1987,Brigham Young,LaVell Edwards
Scott Peterson*,,DB,,1987,Brigham Young,LaVell Edwards
Rodney Rice*,,DB,,1987,Brigham Young,LaVell Edwards
Rodney Thomas*,,DB,,1987,Brigham Young,LaVell Edwards
Darrin Lambert,,DB,,1987,Brigham Young,LaVell Edwards
Courtney Rogers,,DB,,1987,Brigham Young,LaVell Edwards
Pat Thompson,,P,,1987,Brigham Young,LaVell Edwards
