Player,Class,Pos,Summary,Year,School,Coach
Kevin Feterik*,,QB,"125 Cmp, 208 Att, 1767 Yds, 11 TD",1997,Brigham Young,LaVell Edwards
Drew Miller,,QB,"37 Cmp, 67 Att, 430 Yds, 3 TD",1997,Brigham Young,LaVell Edwards
Paul Shoemaker,,QB,"22 Cmp, 50 Att, 303 Yds, 1 TD",1997,Brigham Young,LaVell Edwards
Shane Barlow,,QB,,1997,Brigham Young,LaVell Edwards
Brian McKenzie*,,RB,"218 Att, 1004 Yds, 4.6 Avg",1997,Brigham Young,LaVell Edwards
Aaron Cupp*,,RB,"20 Rec, 251 Yds, 12.6 Avg",1997,Brigham Young,LaVell Edwards
Will Snowden,,RB,"36 Att, 122 Yds, 3.4 Avg",1997,Brigham Young,LaVell Edwards
Jaron Dabney,,RB,"19 Att, 117 Yds, 6.2 Avg",1997,Brigham Young,LaVell Edwards
Kalani Sitake,,RB,"8 Att, 12 Yds, 1.5 Avg",1997,Brigham Young,LaVell Edwards
Tyrone Brown,,RB,"1 Att, -2 Yds, -2.0 Avg",1997,Brigham Young,LaVell Edwards
Chris Stevens,,RB,"1 Att, 6 Yds, 6.0 Avg",1997,Brigham Young,LaVell Edwards
Ben Cahoon*,,WR,"57 Rec, 931 Yds, 16.3 Avg",1997,Brigham Young,LaVell Edwards
Aaron Roderick*,,WR,"14 Rec, 250 Yds, 17.9 Avg",1997,Brigham Young,LaVell Edwards
Margin Hooks,,WR,"19 Rec, 324 Yds, 17.1 Avg",1997,Brigham Young,LaVell Edwards
R.J. Anderson,,WR,"3 Rec, 33 Yds, 11.0 Avg",1997,Brigham Young,LaVell Edwards
Cliff Doman,,WR,"1 Rec, 9 Yds, 9.0 Avg",1997,Brigham Young,LaVell Edwards
Ben Horton,,WR,,1997,Brigham Young,LaVell Edwards
Dustin Johnson*,,TE,"33 Rec, 394 Yds, 11.9 Avg",1997,Brigham Young,LaVell Edwards
John Moala,,TE,"3 Rec, 38 Yds, 12.7 Avg",1997,Brigham Young,LaVell Edwards
Tevita Ofahengaue,,TE,,1997,Brigham Young,LaVell Edwards
Jason Anderson*,,OL,,1997,Brigham Young,LaVell Edwards
Eric Bateman*,,OL,,1997,Brigham Young,LaVell Edwards
Matt Cox*,,OL,,1997,Brigham Young,LaVell Edwards
John Tait*,,OL,,1997,Brigham Young,LaVell Edwards
Joe Young*,,OL,,1997,Brigham Young,LaVell Edwards
J.D. Hartsfield,,K,,1997,Brigham Young,LaVell Edwards
Owen Pochman,,K,,1997,Brigham Young,LaVell Edwards
Byron Frisch*,,DL,,1997,Brigham Young,LaVell Edwards
Ed Kehl*,,DL,,1997,Brigham Young,LaVell Edwards
Issiah Magalei*,,DL,,1997,Brigham Young,LaVell Edwards
Daren Yancey*,,DL,,1997,Brigham Young,LaVell Edwards
Brad Martin*,,LB,,1997,Brigham Young,LaVell Edwards
Rob Morris*,,LB,,1997,Brigham Young,LaVell Edwards
Spencer Reid*,,LB,,1997,Brigham Young,LaVell Edwards
Donny Atuaia,,LB,,1997,Brigham Young,LaVell Edwards
Omarr Morgan*,,DB,,1997,Brigham Young,LaVell Edwards
Ben Cook*,,DB,,1997,Brigham Young,LaVell Edwards
Tyler Nelson*,,DB,,1997,Brigham Young,LaVell Edwards
Jason Walker*,,DB,,1997,Brigham Young,LaVell Edwards
Derik Bates,,DB,,1997,Brigham Young,LaVell Edwards
Jack Williams,,DB,,1997,Brigham Young,LaVell Edwards
Tony Fields,,DB,,1997,Brigham Young,LaVell Edwards
Tevita Liava'a,,DB,,1997,Brigham Young,LaVell Edwards
Jesse Sowards,,P,,1997,Brigham Young,LaVell Edwards
