Player,Class,Pos,Summary,Year,School,Coach
Ty Detmer*,,QB,"361 Cmp, 562 Att, 5188 Yds, 41 TD",1990,Brigham Young,LaVell Edwards
Joe Evans,,QB,"11 Cmp, 16 Att, 148 Yds, 0 TD",1990,Brigham Young,LaVell Edwards
Brent Smith,,QB,,1990,Brigham Young,LaVell Edwards
Brock Spencer,,QB,,1990,Brigham Young,LaVell Edwards
Matt Bellini*,,RB,"59 Rec, 601 Yds, 10.2 Avg",1990,Brigham Young,LaVell Edwards
Peter Tuipulotu*,,RB,"98 Att, 637 Yds, 6.5 Avg",1990,Brigham Young,LaVell Edwards
Stacey Corley,,RB,"70 Att, 288 Yds, 4.1 Avg",1990,Brigham Young,LaVell Edwards
Mike Salido,,RB,"68 Att, 410 Yds, 6.0 Avg",1990,Brigham Young,LaVell Edwards
Scott Charlton,,RB,"37 Att, 168 Yds, 4.5 Avg",1990,Brigham Young,LaVell Edwards
Eric Mortensen,,RB,"18 Att, 70 Yds, 3.9 Avg",1990,Brigham Young,LaVell Edwards
Brad Clark,,RB,"7 Att, 25 Yds, 3.6 Avg",1990,Brigham Young,LaVell Edwards
Andy Boyce*,,WR,"79 Rec, 1241 Yds, 15.7 Avg",1990,Brigham Young,LaVell Edwards
Brent Nyberg*,,WR,"47 Rec, 816 Yds, 17.4 Avg",1990,Brigham Young,LaVell Edwards
Micah Matsuzaki,,WR,"26 Rec, 493 Yds, 19.0 Avg",1990,Brigham Young,LaVell Edwards
Nati Valdez,,WR,"8 Rec, 106 Yds, 13.3 Avg",1990,Brigham Young,LaVell Edwards
Eric Drage,,WR,"6 Rec, 87 Yds, 14.5 Avg",1990,Brigham Young,LaVell Edwards
Chris Smith*,,TE,"68 Rec, 1156 Yds, 17.0 Avg",1990,Brigham Young,LaVell Edwards
Matt Zundel,,TE,"5 Rec, 92 Yds, 18.4 Avg",1990,Brigham Young,LaVell Edwards
Byron Rex,,TE,"4 Rec, 50 Yds, 12.5 Avg",1990,Brigham Young,LaVell Edwards
Neal Fort*,,OL,,1990,Brigham Young,LaVell Edwards
Jim Balmforth*,,OL,,1990,Brigham Young,LaVell Edwards
Mike Keim*,,OL,,1990,Brigham Young,LaVell Edwards
Brian May*,,OL,,1990,Brigham Young,LaVell Edwards
Robert Stephens*,,OL,,1990,Brigham Young,LaVell Edwards
Earl Kauffman,,K,,1990,Brigham Young,LaVell Edwards
Keith Lever,,K,,1990,Brigham Young,LaVell Edwards
Pete Harston*,,DL,,1990,Brigham Young,LaVell Edwards
Rich Kaufusi*,,DL,,1990,Brigham Young,LaVell Edwards
Mark Smith*,,DL,,1990,Brigham Young,LaVell Edwards
Eddie Green,,DL,,1990,Brigham Young,LaVell Edwards
Rick Wilson,,DL,,1990,Brigham Young,LaVell Edwards
Rocky Biegel*,,LB,,1990,Brigham Young,LaVell Edwards
Alema Fitisemanu*,,LB,,1990,Brigham Young,LaVell Edwards
Scott Giles*,,LB,,1990,Brigham Young,LaVell Edwards
Shad Hansen*,,LB,,1990,Brigham Young,LaVell Edwards
Jared Leavitt,,LB,,1990,Brigham Young,LaVell Edwards
Josh Arnold*,,DB,,1990,Brigham Young,LaVell Edwards
Tony Crutchfield*,,DB,,1990,Brigham Young,LaVell Edwards
Derwin Gray*,,DB,,1990,Brigham Young,LaVell Edwards
Brian Mitchell*,,DB,,1990,Brigham Young,LaVell Edwards
Norm Dixon,,DB,,1990,Brigham Young,LaVell Edwards
Tau Harrington,,DB,,1990,Brigham Young,LaVell Edwards
David Henderson,,DB,,1990,Brigham Young,LaVell Edwards
Ervin Lee,,DB,,1990,Brigham Young,LaVell Edwards
Joe Herrick,,P,,1990,Brigham Young,LaVell Edwards
Brad Hunter,,P,,1990,Brigham Young,LaVell Edwards
Sim Tiatia,,KR,,1990,Brigham Young,LaVell Edwards
