Player,Class,Pos,Summary,Year,School,Coach
Kevin Feterik*,,QB,"277 Cmp, 452 Att, 3554 Yds, 25 TD",1999,Brigham Young,LaVell Edwards
Bret Engemann,,QB,"3 Cmp, 4 Att, 13 Yds, 0 TD",1999,Brigham Young,LaVell Edwards
Brandon Doman,,QB,"0 Cmp, 2 Att, 0 Yds, 0 TD",1999,Brigham Young,LaVell Edwards
Charlie Peterson,,QB,,1999,Brigham Young,LaVell Edwards
Fahu Tahi*,,RB,"102 Att, 445 Yds, 4.4 Avg",1999,Brigham Young,LaVell Edwards
Kalani Sitake*,,RB,"24 Att, 109 Yds, 4.5 Avg",1999,Brigham Young,LaVell Edwards
Luke Staley,,RB,"92 Att, 432 Yds, 4.7 Avg",1999,Brigham Young,LaVell Edwards
Jaron Dabney,,RB,"26 Att, 76 Yds, 2.9 Avg",1999,Brigham Young,LaVell Edwards
Will Snowden,,RB,"15 Att, 48 Yds, 3.2 Avg",1999,Brigham Young,LaVell Edwards
Donny Atuaia,,RB,"24 Rec, 228 Yds, 9.5 Avg",1999,Brigham Young,LaVell Edwards
Ned Stearns,,RB,"4 Att, 11 Yds, 2.8 Avg",1999,Brigham Young,LaVell Edwards
Mike Nielsen,,RB,"1 Rec, 9 Yds, 9.0 Avg",1999,Brigham Young,LaVell Edwards
Margin Hooks*,,WR,"60 Rec, 1067 Yds, 17.8 Avg",1999,Brigham Young,LaVell Edwards
Ben Horton*,,WR,"43 Rec, 472 Yds, 11.0 Avg",1999,Brigham Young,LaVell Edwards
Jonathan Pittman,,WR,"29 Rec, 478 Yds, 16.5 Avg",1999,Brigham Young,LaVell Edwards
Michael Westbrook,,WR,"9 Rec, 65 Yds, 7.2 Avg",1999,Brigham Young,LaVell Edwards
Chris Hale,,WR,"4 Rec, 55 Yds, 13.8 Avg",1999,Brigham Young,LaVell Edwards
Carlos Nuno*,,TE,"11 Rec, 135 Yds, 12.3 Avg",1999,Brigham Young,LaVell Edwards
Tevita Ofahengaue,,TE,"21 Rec, 284 Yds, 13.5 Avg",1999,Brigham Young,LaVell Edwards
Doug Jolley,,TE,"6 Rec, 63 Yds, 10.5 Avg",1999,Brigham Young,LaVell Edwards
Bristol Olomua,,TE,"2 Rec, 16 Yds, 8.0 Avg",1999,Brigham Young,LaVell Edwards
Tevita Ofahengame,,TE,,1999,Brigham Young,LaVell Edwards
Matt Johnson*,,OL,,1999,Brigham Young,LaVell Edwards
Aaron McCubbins*,,OL,,1999,Brigham Young,LaVell Edwards
Ford Poston*,,OL,,1999,Brigham Young,LaVell Edwards
Jimmy Richards*,,OL,,1999,Brigham Young,LaVell Edwards
Kalani Skiba*,,OL,,1999,Brigham Young,LaVell Edwards
Owen Pochman,,K,,1999,Brigham Young,LaVell Edwards
Byron Frisch*,,DL,,1999,Brigham Young,LaVell Edwards
Setema Gali*,,DL,,1999,Brigham Young,LaVell Edwards
Chris Hoke*,,DL,,1999,Brigham Young,LaVell Edwards
Hans Olsen*,,DL,,1999,Brigham Young,LaVell Edwards
Ryan Denney,,DL,,1999,Brigham Young,LaVell Edwards
Chris Watkins,,DL,,1999,Brigham Young,LaVell Edwards
Justin Ena*,,LB,,1999,Brigham Young,LaVell Edwards
Josh Lowe*,,LB,,1999,Brigham Young,LaVell Edwards
Rob Morris*,,LB,,1999,Brigham Young,LaVell Edwards
Isaac Kelley,,LB,,1999,Brigham Young,LaVell Edwards
Jeff Holtry,,LB,,1999,Brigham Young,LaVell Edwards
Brian Gray*,,DB,,1999,Brigham Young,LaVell Edwards
Jared Lee*,,DB,,1999,Brigham Young,LaVell Edwards
Tyler Nelson*,,DB,,1999,Brigham Young,LaVell Edwards
Heshi Robertson*,,DB,,1999,Brigham Young,LaVell Edwards
Elan Edwards,,DB,,1999,Brigham Young,LaVell Edwards
Tyson Smith,,DB,,1999,Brigham Young,LaVell Edwards
Jernaro Gilford,,DB,,1999,Brigham Young,LaVell Edwards
Jesse Sowards,,P,,1999,Brigham Young,LaVell Edwards
Cliff Doman,,PR,,1999,Brigham Young,LaVell Edwards
