Player,Class,Pos,Summary,Year,School,Coach
Ty Detmer*,,QB,"265 Cmp, 412 Att, 4560 Yds, 32 TD",1989,Brigham Young,LaVell Edwards
Sean Covey,,QB,"14 Cmp, 21 Att, 172 Yds, 1 TD",1989,Brigham Young,LaVell Edwards
Fred Whittingham*,,RB,"109 Att, 582 Yds, 5.3 Avg",1989,Brigham Young,LaVell Edwards
Matt Bellini*,,RB,"90 Att, 389 Yds, 4.3 Avg",1989,Brigham Young,LaVell Edwards
Stacey Corley,,RB,"53 Att, 457 Yds, 8.6 Avg",1989,Brigham Young,LaVell Edwards
Eric Mortensen,,RB,"32 Att, 164 Yds, 5.1 Avg",1989,Brigham Young,LaVell Edwards
Peter Tuipulotu,,RB,"30 Att, 195 Yds, 6.5 Avg",1989,Brigham Young,LaVell Edwards
Scott Charlton,,RB,"9 Att, 43 Yds, 4.8 Avg",1989,Brigham Young,LaVell Edwards
Brad Clark,,RB,"4 Att, 26 Yds, 6.5 Avg",1989,Brigham Young,LaVell Edwards
Chad Knowles,,RB,"1 Att, 8 Yds, 8.0 Avg",1989,Brigham Young,LaVell Edwards
Andy Boyce*,,WR,"39 Rec, 712 Yds, 18.3 Avg",1989,Brigham Young,LaVell Edwards
Jeff Frandsen*,,WR,"32 Rec, 596 Yds, 18.6 Avg",1989,Brigham Young,LaVell Edwards
Nati Valdez,,WR,"6 Rec, 76 Yds, 12.7 Avg",1989,Brigham Young,LaVell Edwards
Brent Nyberg,,WR,"18 Rec, 315 Yds, 17.5 Avg",1989,Brigham Young,LaVell Edwards
Matt Odle,,WR,"16 Rec, 330 Yds, 20.6 Avg",1989,Brigham Young,LaVell Edwards
Micah Matsuzaki,,WR,"9 Rec, 174 Yds, 19.3 Avg",1989,Brigham Young,LaVell Edwards
Chris Smith*,,TE,"60 Rec, 1090 Yds, 18.2 Avg",1989,Brigham Young,LaVell Edwards
Matt Zundel,,TE,"3 Rec, 49 Yds, 16.3 Avg",1989,Brigham Young,LaVell Edwards
Fotu Katoa,,TE,"1 Rec, 15 Yds, 15.0 Avg",1989,Brigham Young,LaVell Edwards
Jim Balmforth*,,OL,,1989,Brigham Young,LaVell Edwards
Mohammed Elewonibi*,,OL,,1989,Brigham Young,LaVell Edwards
Neal Fort*,,OL,,1989,Brigham Young,LaVell Edwards
Robert Stephens*,,OL,,1989,Brigham Young,LaVell Edwards
Mike Keim,,OL,,1989,Brigham Young,LaVell Edwards
Jason Chaffetz,,K,,1989,Brigham Young,LaVell Edwards
Tim Adams*,,DL,,1989,Brigham Young,LaVell Edwards
Rich Kaufusi*,,DL,,1989,Brigham Young,LaVell Edwards
Budd Orr*,,DL,,1989,Brigham Young,LaVell Edwards
Rocky Biegel*,,LB,,1989,Brigham Young,LaVell Edwards
Bob Davis*,,LB,,1989,Brigham Young,LaVell Edwards
Duane Johnson*,,LB,,1989,Brigham Young,LaVell Edwards
Chad Robinson*,,LB,,1989,Brigham Young,LaVell Edwards
Mark Smith,,LB,,1989,Brigham Young,LaVell Edwards
Byron Beatty,,LB,,1989,Brigham Young,LaVell Edwards
Shad Hansen,,LB,,1989,Brigham Young,LaVell Edwards
Eric Bergeson*,,DB,,1989,Brigham Young,LaVell Edwards
Tony Crutchfield*,,DB,,1989,Brigham Young,LaVell Edwards
Norm Dixon*,,DB,,1989,Brigham Young,LaVell Edwards
Brian Mitchell*,,DB,,1989,Brigham Young,LaVell Edwards
Troy Fuller,,DB,,1989,Brigham Young,LaVell Edwards
Josh Arnold,,DB,,1989,Brigham Young,LaVell Edwards
Derwin Gray,,DB,,1989,Brigham Young,LaVell Edwards
David Henderson,,DB,,1989,Brigham Young,LaVell Edwards
Earl Kauffman,,P,,1989,Brigham Young,LaVell Edwards
