Player,Class,Pos,Summary,Year,School,Coach
Steve Young*,,QB,"230 Cmp, 367 Att, 3100 Yds, 18 TD",1982,Brigham Young,LaVell Edwards
Eric Krzmarzick,,QB,"9 Cmp, 14 Att, 61 Yds, 1 TD",1982,Brigham Young,LaVell Edwards
Blaine Fowler,,QB,"1 Cmp, 3 Att, 27 Yds, 0 TD",1982,Brigham Young,LaVell Edwards
Casey Tiumalu*,,RB,"110 Att, 665 Yds, 6.0 Avg",1982,Brigham Young,LaVell Edwards
Scott Pettis*,,RB,"28 Att, 119 Yds, 4.3 Avg",1982,Brigham Young,LaVell Edwards
Waymon Hamilton,,RB,"65 Att, 320 Yds, 4.9 Avg",1982,Brigham Young,LaVell Edwards
Eddie Stinnett,,RB,"46 Att, 267 Yds, 5.8 Avg",1982,Brigham Young,LaVell Edwards
Jimmy Jones,,RB,"28 Att, 121 Yds, 4.3 Avg",1982,Brigham Young,LaVell Edwards
Bill McNabb,,RB,"7 Att, 35 Yds, 5.0 Avg",1982,Brigham Young,LaVell Edwards
Scott Collie*,,WR,"16 Rec, 282 Yds, 17.6 Avg",1982,Brigham Young,LaVell Edwards
Neil Balholm*,,WR,"39 Rec, 749 Yds, 19.2 Avg",1982,Brigham Young,LaVell Edwards
Mike Eddo,,WR,"15 Rec, 229 Yds, 15.3 Avg",1982,Brigham Young,LaVell Edwards
Kirk Pendleton,,WR,"25 Rec, 334 Yds, 13.4 Avg",1982,Brigham Young,LaVell Edwards
Mark Bellini,,WR,"2 Rec, 10 Yds, 5.0 Avg",1982,Brigham Young,LaVell Edwards
Gordon Hudson*,,TE,"67 Rec, 928 Yds, 13.9 Avg",1982,Brigham Young,LaVell Edwards
Steve Harper,,TE,"3 Rec, 35 Yds, 11.7 Avg",1982,Brigham Young,LaVell Edwards
Lloyd Eldredge*,,OL,,1982,Brigham Young,LaVell Edwards
Wayne Faalufua*,,OL,,1982,Brigham Young,LaVell Edwards
Bart Oates*,,OL,,1982,Brigham Young,LaVell Edwards
Vince Stroth*,,OL,,1982,Brigham Young,LaVell Edwards
Neils Tidwell*,,OL,,1982,Brigham Young,LaVell Edwards
Kurt Gunther,,K,,1982,Brigham Young,LaVell Edwards
Chuck Ehin*,,DL,,1982,Brigham Young,LaVell Edwards
Brandon Flint*,,DL,,1982,Brigham Young,LaVell Edwards
Mike Morgan*,,DL,,1982,Brigham Young,LaVell Edwards
Neil Anderson,,DL,,1982,Brigham Young,LaVell Edwards
David Aupiu*,,LB,,1982,Brigham Young,LaVell Edwards
Brian Hansen*,,LB,,1982,Brigham Young,LaVell Edwards
Mike O'Neil*,,LB,,1982,Brigham Young,LaVell Edwards
Todd Shell*,,LB,,1982,Brigham Young,LaVell Edwards
David Neff,,LB,,1982,Brigham Young,LaVell Edwards
Tom Holmoe*,,DB,,1982,Brigham Young,LaVell Edwards
Blake Jensen*,,DB,,1982,Brigham Young,LaVell Edwards
Kyle Morrell*,,DB,,1982,Brigham Young,LaVell Edwards
Kevin Walker*,,DB,,1982,Brigham Young,LaVell Edwards
John Mannion,,DB,,1982,Brigham Young,LaVell Edwards
Greg Peterson,,DB,,1982,Brigham Young,LaVell Edwards
Mike Mees,,P,,1982,Brigham Young,LaVell Edwards
