Player,Class,Pos,Summary,Year,School,Coach
Jim McMahon*,,QB,"272 Cmp, 423 Att, 3555 Yds, 30 TD",1981,Brigham Young,LaVell Edwards
Steve Young,,QB,"56 Cmp, 112 Att, 731 Yds, 5 TD",1981,Brigham Young,LaVell Edwards
Waymon Hamilton*,,RB,"96 Att, 394 Yds, 4.1 Avg",1981,Brigham Young,LaVell Edwards
Scott Pettis*,,RB,"94 Att, 499 Yds, 5.3 Avg",1981,Brigham Young,LaVell Edwards
Bruce Hansen,,RB,"35 Att, 176 Yds, 5.0 Avg",1981,Brigham Young,LaVell Edwards
Vai Sikahema,,RB,"35 Att, 242 Yds, 6.9 Avg",1981,Brigham Young,LaVell Edwards
Jimmy Jones,,RB,"12 Att, 64 Yds, 5.3 Avg",1981,Brigham Young,LaVell Edwards
Blair Buswell,,RB,"1 Att, 2 Yds, 2.0 Avg",1981,Brigham Young,LaVell Edwards
Dan Plater*,,WR,"62 Rec, 891 Yds, 14.4 Avg",1981,Brigham Young,LaVell Edwards
Scott Collie*,,WR,"26 Rec, 404 Yds, 15.5 Avg",1981,Brigham Young,LaVell Edwards
Glen Kozlowski,,WR,"29 Rec, 376 Yds, 13.0 Avg",1981,Brigham Young,LaVell Edwards
Neil Balholm,,WR,"31 Rec, 465 Yds, 15.0 Avg",1981,Brigham Young,LaVell Edwards
Kirk Pendleton,,WR,"1 Rec, 7 Yds, 7.0 Avg",1981,Brigham Young,LaVell Edwards
Gordon Hudson*,,TE,"67 Rec, 960 Yds, 14.3 Avg",1981,Brigham Young,LaVell Edwards
David Mills,,TE,"6 Rec, 64 Yds, 10.7 Avg",1981,Brigham Young,LaVell Edwards
Dave Aina,,TE,"1 Rec, 19 Yds, 19.0 Avg",1981,Brigham Young,LaVell Edwards
Calvin Close*,,OL,,1981,Brigham Young,LaVell Edwards
Lloyd Eldredge*,,OL,,1981,Brigham Young,LaVell Edwards
Bart Oates*,,OL,,1981,Brigham Young,LaVell Edwards
Steve Rogers*,,OL,,1981,Brigham Young,LaVell Edwards
Vince Stroth*,,OL,,1981,Brigham Young,LaVell Edwards
Wayne Faalufua,,OL,,1981,Brigham Young,LaVell Edwards
Walt Manwill,,OL,,1981,Brigham Young,LaVell Edwards
Corey Pace,,OL,,1981,Brigham Young,LaVell Edwards
Kurt Gunther,,K,,1981,Brigham Young,LaVell Edwards
Brad Anae*,,DL,,1981,Brigham Young,LaVell Edwards
Pulusila Filiaga*,,DL,,1981,Brigham Young,LaVell Edwards
Brandon Flint*,,DL,,1981,Brigham Young,LaVell Edwards
Mike Morgan*,,DL,,1981,Brigham Young,LaVell Edwards
Chuck Ehin,,DL,,1981,Brigham Young,LaVell Edwards
Barry Oates,,DL,,1981,Brigham Young,LaVell Edwards
David Aupiu*,,LB,,1981,Brigham Young,LaVell Edwards
Todd Shell*,,LB,,1981,Brigham Young,LaVell Edwards
Kyle Whittingham*,,LB,,1981,Brigham Young,LaVell Edwards
Mike O'Neil,,LB,,1981,Brigham Young,LaVell Edwards
Steve Brady*,,DB,,1981,Brigham Young,LaVell Edwards
Tom Holmoe*,,DB,,1981,Brigham Young,LaVell Edwards
Dave McKee*,,DB,,1981,Brigham Young,LaVell Edwards
Kevin Walker*,,DB,,1981,Brigham Young,LaVell Edwards
John Mannion,,DB,,1981,Brigham Young,LaVell Edwards
Mike Mees,,P,,1981,Brigham Young,LaVell Edwards
Kyle Whittington,,,,1981,Brigham Young,LaVell Edwards
