Player,Class,Pos,Summary,Year,School,Coach
Steve Sarkisian*,,QB,"250 Cmp, 385 Att, 3437 Yds, 20 TD",1995,Brigham Young,LaVell Edwards
Paul Shoemaker,,QB,"2 Cmp, 3 Att, 32 Yds, 0 TD",1995,Brigham Young,LaVell Edwards
Chris Bisgaard,,QB,,1995,Brigham Young,LaVell Edwards
Mark Atuaia*,,RB,"101 Att, 374 Yds, 3.7 Avg",1995,Brigham Young,LaVell Edwards
Hema Heimula*,,RB,,1995,Brigham Young,LaVell Edwards
Hema Heimuli,,RB,"112 Att, 449 Yds, 4.0 Avg",1995,Brigham Young,LaVell Edwards
Tefua Bloomfield,,RB,"54 Att, 263 Yds, 4.9 Avg",1995,Brigham Young,LaVell Edwards
Itula Mili,,RB,"36 Rec, 440 Yds, 12.2 Avg",1995,Brigham Young,LaVell Edwards
Dustin Johnson,,RB,"5 Att, 71 Yds, 14.2 Avg",1995,Brigham Young,LaVell Edwards
Aaron Cupp,,RB,"3 Att, 16 Yds, 5.3 Avg",1995,Brigham Young,LaVell Edwards
Mike Johnston*,,WR,"40 Rec, 650 Yds, 16.3 Avg",1995,Brigham Young,LaVell Edwards
Kaipo McGuire*,,WR,"24 Rec, 359 Yds, 15.0 Avg",1995,Brigham Young,LaVell Edwards
K.O. Kealaluhi,,WR,"28 Rec, 483 Yds, 17.3 Avg",1995,Brigham Young,LaVell Edwards
Jason Cooper,,WR,"20 Rec, 295 Yds, 14.8 Avg",1995,Brigham Young,LaVell Edwards
Chad Lewis*,,TE,"31 Rec, 456 Yds, 14.7 Avg",1995,Brigham Young,LaVell Edwards
Tom Baldwin,,TE,"6 Rec, 65 Yds, 10.8 Avg",1995,Brigham Young,LaVell Edwards
Noah Parks,,TE,"1 Rec, 23 Yds, 23.0 Avg",1995,Brigham Young,LaVell Edwards
Elias Faupula*,,OL,,1995,Brigham Young,LaVell Edwards
James Johnson*,,OL,,1995,Brigham Young,LaVell Edwards
Matt Meservey*,,OL,,1995,Brigham Young,LaVell Edwards
Larry Moore*,,OL,,1995,Brigham Young,LaVell Edwards
Morris Unutoa*,,OL,,1995,Brigham Young,LaVell Edwards
Matt Cox,,OL,,1995,Brigham Young,LaVell Edwards
Bill Hansen,,K,,1995,Brigham Young,LaVell Edwards
Henry Bloomfield*,,DL,,1995,Brigham Young,LaVell Edwards
Ed Kehl*,,DL,,1995,Brigham Young,LaVell Edwards
John Raass*,,DL,,1995,Brigham Young,LaVell Edwards
Matt Redden*,,DL,,1995,Brigham Young,LaVell Edwards
Mike Ulufale,,DL,,1995,Brigham Young,LaVell Edwards
Brad Martin*,,LB,,1995,Brigham Young,LaVell Edwards
Shay Muirbrook*,,LB,,1995,Brigham Young,LaVell Edwards
Stan Raass*,,LB,,1995,Brigham Young,LaVell Edwards
Dennis Simmons,,LB,,1995,Brigham Young,LaVell Edwards
Jamie Cook*,,DB,,1995,Brigham Young,LaVell Edwards
Tim McTyer*,,DB,,1995,Brigham Young,LaVell Edwards
Dermmell Reed*,,DB,,1995,Brigham Young,LaVell Edwards
Eddie Sampson*,,DB,,1995,Brigham Young,LaVell Edwards
James Dye,,DB,,1995,Brigham Young,LaVell Edwards
Alan Boardman,,P,,1995,Brigham Young,LaVell Edwards
