Player,Class,Pos,Summary,Year,School,Coach
Jaren Hall,SO,QB,"189 Cmp, 296 Att, 2583 Yds, 20 TD",2021,Brigham Young,Kalani Sitake
Baylor Romney,SO,QB,"56 Cmp, 80 Att, 779 Yds, 6 TD",2021,Brigham Young,Kalani Sitake
Jacob Conover,FR,QB,"5 Cmp, 10 Att, 45 Yds, 0 TD",2021,Brigham Young,Kalani Sitake
Nick Billoups,FR,QB,,2021,Brigham Young,Kalani Sitake
Cade Fennegan,FR,QB,,2021,Brigham Young,Kalani Sitake
Jake Jensen,FR,QB,,2021,Brigham Young,Kalani Sitake
Sol-Jay Maiava-Peters,FR,QB,,2021,Brigham Young,Kalani Sitake
Rhett Reilly,SO,QB,,2021,Brigham Young,Kalani Sitake
Tyler Allgeier,SO,RB,"276 Att, 1601 Yds, 5.8 Avg",2021,Brigham Young,Kalani Sitake
Lopini Katoa,JR,RB,"61 Att, 242 Yds, 4.0 Avg",2021,Brigham Young,Kalani Sitake
Jackson McChesney,FR,RB,"14 Att, 64 Yds, 4.6 Avg",2021,Brigham Young,Kalani Sitake
Hinckley Ropati,SO,RB,"4 Att, 15 Yds, 3.8 Avg",2021,Brigham Young,Kalani Sitake
Miles Davis,FR,RB,"1 Att, -7 Yds, -7.0 Avg",2021,Brigham Young,Kalani Sitake
Beau Robinson,FR,RB,,2021,Brigham Young,Kalani Sitake
Luc Andrada,FR,RB,,2021,Brigham Young,Kalani Sitake
Mason Fakahua,FR,RB,,2021,Brigham Young,Kalani Sitake
Sione Finau,SO,RB,,2021,Brigham Young,Kalani Sitake
Faka'osi Nasilai,FR,RB,,2021,Brigham Young,Kalani Sitake
Neil Pau'u,JR,WR,"46 Rec, 526 Yds, 11.4 Avg",2021,Brigham Young,Kalani Sitake
Puka Nacua,,WR,"43 Rec, 805 Yds, 18.7 Avg",2021,Brigham Young,Kalani Sitake
Samson Nacua,SR,WR,"21 Rec, 329 Yds, 15.7 Avg",2021,Brigham Young,Kalani Sitake
