Player,Class,Pos,Summary,Year,School,Coach
Zach Wilson,JR,QB,"247 Cmp, 336 Att, 3692 Yds, 33 TD",2020,Brigham Young,Kalani Sitake
Baylor Romney,SO,QB,"24 Cmp, 35 Att, 261 Yds, 1 TD",2020,Brigham Young,Kalani Sitake
Jacob Conover,FR,QB,,2020,Brigham Young,Kalani Sitake
Mason Fakahua,FR,QB,,2020,Brigham Young,Kalani Sitake
Jaren Hall,SO,QB,,2020,Brigham Young,Kalani Sitake
Sol-Jay Maiava-Peters,FR,QB,,2020,Brigham Young,Kalani Sitake
Rhett Reilly,SO,QB,,2020,Brigham Young,Kalani Sitake
Tyler Allgeier,SO,RB,"150 Att, 1130 Yds, 7.5 Avg",2020,Brigham Young,Kalani Sitake
Lopini Katoa,JR,RB,"84 Att, 444 Yds, 5.3 Avg",2020,Brigham Young,Kalani Sitake
Miles Davis,FR,RB,"15 Att, 96 Yds, 6.4 Avg",2020,Brigham Young,Kalani Sitake
Sione Finau,SO,RB,"12 Att, 48 Yds, 4.0 Avg",2020,Brigham Young,Kalani Sitake
Jackson McChesney,FR,RB,"11 Att, 56 Yds, 5.1 Avg",2020,Brigham Young,Kalani Sitake
Chase Wester,JR,RB,"1 Att, 4 Yds, 4.0 Avg",2020,Brigham Young,Kalani Sitake
Luc Andrada,FR,RB,,2020,Brigham Young,Kalani Sitake
Javelle Brown,FR,RB,,2020,Brigham Young,Kalani Sitake
Theo Dawson,SO,RB,,2020,Brigham Young,Kalani Sitake
Hinckley Ropati,SO,RB,,2020,Brigham Young,Kalani Sitake
Johnny Tapusoa,SR,RB,,2020,Brigham Young,Kalani Sitake
Alec Wyble-Meza,SO,RB,,2020,Brigham Young,Kalani Sitake
Neil Pau'u,JR,WR,"45 Rec, 603 Yds, 13.4 Avg",2020,Brigham Young,Kalani Sitake
Dax Milne,JR,WR,"70 Rec, 1188 Yds, 17.0 Avg",2020,Brigham Young,Kalani Sitake
Chris Jackson,JR,WR,"6 Rec, 22 Yds, 3.7 Avg",2020,Brigham Young,Kalani Sitake
Gunner Romney,JR,WR,"39 Rec, 767 Yds, 19.7 Avg",2020,Brigham Young,Kalani Sitake
Kody Epps,FR,WR,"5 Rec, 47 Yds, 9.4 Avg",2020,Brigham Young,Kalani Sitake
Talmage Gunther,FR,WR,,2020,Brigham Young,Kalani Sitake
Terence Fall,FR,WR,,2020,Brigham Young,Kalani Sitake
Brayden Cosper,SO,WR,"4 Rec, 36 Yds, 9.0 Avg",2020,Brigham Young,Kalani Sitake
Keanu Hill,FR,WR,"4 Rec, 70 Yds, 17.5 Avg",2020,Brigham Young,Kalani Sitake
Hobbs Nyberg,FR,WR,,2020,Brigham Young,Kalani Sitake
Chayce Bolli,FR,WR,,2020,Brigham Young,Kalani Sitake
Jacob Boren,SO,WR,,2020,Brigham Young,Kalani Sitake
Jacob Doman,JR,WR,,2020,Brigham Young,Kalani Sitake
Koy Harris,JR,WR,,2020,Brigham Young,Kalani Sitake
Tevita Ika,FR,WR,,2020,Brigham Young,Kalani Sitake
Batchlor Johnson,SR,WR,,2020,Brigham Young,Kalani Sitake
Kade Moore,FR,WR,,2020,Brigham Young,Kalani Sitake
Joe Nelson,FR,WR,,2020,Brigham Young,Kalani Sitake
Jacob Talbot,JR,WR,,2020,Brigham Young,Kalani Sitake
Nathan Upham,FR,WR,,2020,Brigham Young,Kalani Sitake
Masen Wake,SO,TE,"8 Rec, 114 Yds, 14.3 Avg",2020,Brigham Young,Kalani Sitake
Isaac Rex,FR,TE,"37 Rec, 429 Yds, 11.6 Avg",2020,Brigham Young,Kalani Sitake
Carter Wheat,FR,TE,"4 Rec, 74 Yds, 18.5 Avg",2020,Brigham Young,Kalani Sitake
Kyle Griffitts,SR,TE,"1 Rec, 29 Yds, 29.0 Avg",2020,Brigham Young,Kalani Sitake
Hank Tuipulotu,SO,TE,"1 Rec, 20 Yds, 20.0 Avg",2020,Brigham Young,Kalani Sitake
Matt Bushman,SR,TE,,2020,Brigham Young,Kalani Sitake
Bentley Hanshaw,FR,TE,,2020,Brigham Young,Kalani Sitake
Nate Heaps,JR,TE,,2020,Brigham Young,Kalani Sitake
Lane Lunt,JR,TE,,2020,Brigham Young,Kalani Sitake
Ben Tuipulotu,FR,TE,,2020,Brigham Young,Kalani Sitake
Blake Freeland,SO,OL,,2020,Brigham Young,Kalani Sitake
Ethan Atagi,SO,OL,,2020,Brigham Young,Kalani Sitake
Clark Barrington,SO,OL,,2020,Brigham Young,Kalani Sitake
Jori Benson,FR,OL,,2020,Brigham Young,Kalani Sitake
Chandler Bird,FR,OL,,2020,Brigham Young,Kalani Sitake
Brady Christensen,JR,OL,,2020,Brigham Young,Kalani Sitake
James Empey,JR,OL,,2020,Brigham Young,Kalani Sitake
Chandon Herring,SR,OL,,2020,Brigham Young,Kalani Sitake
Tristen Hoge,SR,OL,,2020,Brigham Young,Kalani Sitake
Brayden Keim,FR,OL,,2020,Brigham Young,Kalani Sitake
Harris LaChance,SO,OL,,2020,Brigham Young,Kalani Sitake
Kieffer Longson,SR,OL,,2020,Brigham Young,Kalani Sitake
Burke Parker,FR,OL,,2020,Brigham Young,Kalani Sitake
Connor Pay,FR,OL,,2020,Brigham Young,Kalani Sitake
Keanu Saleapaga,JR,OL,,2020,Brigham Young,Kalani Sitake
Joe Tukuafu,JR,OL,,2020,Brigham Young,Kalani Sitake
Elijah Unutoa,FR,OL,,2020,Brigham Young,Kalani Sitake
Mo Unutoa,JR,OL,,2020,Brigham Young,Kalani Sitake
Seth Willis,FR,OL,,2020,Brigham Young,Kalani Sitake
Jake Oldroyd,SO,K,,2020,Brigham Young,Kalani Sitake
Justen Smith,FR,K,,2020,Brigham Young,Kalani Sitake
Tyler Batty,FR,DL,,2020,Brigham Young,Kalani Sitake
Zac Dawe,SR,DL,,2020,Brigham Young,Kalani Sitake
Bracken El-Bakri,SR,DL,,2020,Brigham Young,Kalani Sitake
Lorenzo Fauatea,JR,DL,,2020,Brigham Young,Kalani Sitake
Seleti Fevaleaki,FR,DL,,2020,Brigham Young,Kalani Sitake
Caden Haws,FR,DL,,2020,Brigham Young,Kalani Sitake
Hirkley Latu,SO,DL,,2020,Brigham Young,Kalani Sitake
Uriah Leiataua,SR,DL,,2020,Brigham Young,Kalani Sitake
Gabe Summers,SO,DL,,2020,Brigham Young,Kalani Sitake
Alden Tofa,JR,DL,,2020,Brigham Young,Kalani Sitake
Khyiris Tonga,SR,DL,,2020,Brigham Young,Kalani Sitake
Jeddy Tuiloma,SR,DL,,2020,Brigham Young,Kalani Sitake
Earl Tuioti-Mariner,JR,DL,,2020,Brigham Young,Kalani Sitake
Tanner Baker,SO,DL,,2020,Brigham Young,Kalani Sitake
Garred Blanthorn,FR,DL,,2020,Brigham Young,Kalani Sitake
Austin Chambers,SR,DL,,2020,Brigham Young,Kalani Sitake
Solofa Funu,FR,DL,,2020,Brigham Young,Kalani Sitake
J.T. Gentry,SO,DL,,2020,Brigham Young,Kalani Sitake
Fisher Jackson,FR,DL,,2020,Brigham Young,Kalani Sitake
Freddy Livai,FR,DL,,2020,Brigham Young,Kalani Sitake
Atunaisa Mahe,SO,DL,,2020,Brigham Young,Kalani Sitake
Darius McFarland,SO,DL,,2020,Brigham Young,Kalani Sitake
Alex Muti,FR,DL,,2020,Brigham Young,Kalani Sitake
Alema Pilimai,SO,DL,,2020,Brigham Young,Kalani Sitake
Andrew Slack,FR,DL,,2020,Brigham Young,Kalani Sitake
Kavika Fonua,SR,LB,,2020,Brigham Young,Kalani Sitake
Chaz Ah You,JR,LB,,2020,Brigham Young,Kalani Sitake
Zayne Anderson,SR,LB,,2020,Brigham Young,Kalani Sitake
Ben Bywater,FR,LB,,2020,Brigham Young,Kalani Sitake
Matthew Criddle,JR,LB,,2020,Brigham Young,Kalani Sitake
Drew Jensen,SO,LB,,2020,Brigham Young,Kalani Sitake
Isaiah Kaufusi,SR,LB,,2020,Brigham Young,Kalani Sitake
Jackson Kaufusi,SO,LB,,2020,Brigham Young,Kalani Sitake
Keenan Pili,SO,LB,,2020,Brigham Young,Kalani Sitake
Pepe Tanuvasa,JR,LB,,2020,Brigham Young,Kalani Sitake
Max Tooley,SO,LB,,2020,Brigham Young,Kalani Sitake
Payton Wilgar,SO,LB,,2020,Brigham Young,Kalani Sitake
Josh Wilson,FR,LB,,2020,Brigham Young,Kalani Sitake
Truman Andrus,FR,LB,,2020,Brigham Young,Kalani Sitake
Malakai Fakahua,FR,LB,,2020,Brigham Young,Kalani Sitake
Chase Hughes,SO,LB,,2020,Brigham Young,Kalani Sitake
Sam Lee,SR,LB,,2020,Brigham Young,Kalani Sitake
Preston Lewis,FR,LB,,2020,Brigham Young,Kalani Sitake
Alex Miskela,FR,LB,,2020,Brigham Young,Kalani Sitake
Kade Pupunu,FR,LB,,2020,Brigham Young,Kalani Sitake
Caleb Christensen,FR,DB,,2020,Brigham Young,Kalani Sitake
Keenan Ellis,JR,DB,,2020,Brigham Young,Kalani Sitake
Tevita Gagnier,FR,DB,,2020,Brigham Young,Kalani Sitake
Micah Harper,FR,DB,,2020,Brigham Young,Kalani Sitake
Isaiah Herron,SO,DB,,2020,Brigham Young,Kalani Sitake
Jared Kapisi,SR,DB,,2020,Brigham Young,Kalani Sitake
Hayden Livingston,SO,DB,,2020,Brigham Young,Kalani Sitake
D'Angelo Mandell,JR,DB,,2020,Brigham Young,Kalani Sitake
Jason Money,JR,DB,,2020,Brigham Young,Kalani Sitake
Malik Moore,JR,DB,,2020,Brigham Young,Kalani Sitake
Morgan Pyper,SO,DB,,2020,Brigham Young,Kalani Sitake
George Udo,SO,DB,,2020,Brigham Young,Kalani Sitake
Troy Warner,SR,DB,,2020,Brigham Young,Kalani Sitake
Chris Wilcox,SR,DB,,2020,Brigham Young,Kalani Sitake
Shamon Willis,JR,DB,,2020,Brigham Young,Kalani Sitake
Wes Wright,SO,DB,,2020,Brigham Young,Kalani Sitake
Samuel Allred,SR,DB,,2020,Brigham Young,Kalani Sitake
Jonathan Baird,FR,DB,,2020,Brigham Young,Kalani Sitake
Chapman Beaird,SO,DB,,2020,Brigham Young,Kalani Sitake
Dimitri Gallow,SR,DB,,2020,Brigham Young,Kalani Sitake
Ammon Hannemann,FR,DB,,2020,Brigham Young,Kalani Sitake
Mitchell Price,JR,DB,,2020,Brigham Young,Kalani Sitake
Ethan Slade,FR,DB,,2020,Brigham Young,Kalani Sitake
Petey Tuipulotu,FR,DB,,2020,Brigham Young,Kalani Sitake
Will Watanabe,SO,DB,,2020,Brigham Young,Kalani Sitake
Jaques Wilson,JR,DB,,2020,Brigham Young,Kalani Sitake
Ryan Rehkow,FR,P,,2020,Brigham Young,Kalani Sitake
Britton Hogan,SO,LS,,2020,Brigham Young,Kalani Sitake
Austin Riggs,FR,LS,,2020,Brigham Young,Kalani Sitake
Jacob Palu,FR,DT,,2020,Brigham Young,Kalani Sitake
