Player,Class,Pos,Summary,Year,School,Coach
Tanner Mangum,JR,QB,"147 Cmp, 257 Att, 1540 Yds, 8 TD",2017,Brigham Young,Kalani Sitake
Joe Critchlow,FR,QB,"55 Cmp, 101 Att, 642 Yds, 3 TD",2017,Brigham Young,Kalani Sitake
Beau Hoge,SO,QB,"19 Cmp, 39 Att, 257 Yds, 2 TD",2017,Brigham Young,Kalani Sitake
Austin Kafentzis,SO,QB,"0 Cmp, 1 Att, 0 Yds, 0 TD",2017,Brigham Young,Kalani Sitake
Kody Wilstead,FR,QB,,2017,Brigham Young,Kalani Sitake
Koy Detmer Jr.,SO,QB,"7 Cmp, 20 Att, 91 Yds, 0 TD",2017,Brigham Young,Kalani Sitake
Squally Canada,JR,RB,"120 Att, 710 Yds, 5.9 Avg",2017,Brigham Young,Kalani Sitake
Ula Tolutau,FR,RB,"72 Att, 303 Yds, 4.2 Avg",2017,Brigham Young,Kalani Sitake
KJ Hall,SO,RB,"30 Att, 206 Yds, 6.9 Avg",2017,Brigham Young,Kalani Sitake
Riley Burt,SO,RB,"23 Att, 104 Yds, 4.5 Avg",2017,Brigham Young,Kalani Sitake
Kavika Fonua,JR,RB,"18 Att, 87 Yds, 4.8 Avg",2017,Brigham Young,Kalani Sitake
Brayden El-Bakri,JR,RB,"17 Att, 67 Yds, 3.9 Avg",2017,Brigham Young,Kalani Sitake
Trey Dye,JR,RB,,2017,Brigham Young,Kalani Sitake
Kyle Griffitts,SO,RB,,2017,Brigham Young,Kalani Sitake
Creed Richardson,JR,RB,,2017,Brigham Young,Kalani Sitake
Jonah Trinnaman,SR,WR,"24 Rec, 305 Yds, 12.7 Avg",2017,Brigham Young,Kalani Sitake
Beau Tanner,JR,WR,"12 Rec, 135 Yds, 11.3 Avg",2017,Brigham Young,Kalani Sitake
Aleva Hifo,SO,WR,"37 Rec, 437 Yds, 11.8 Avg",2017,Brigham Young,Kalani Sitake
Micah Simon,SO,WR,"27 Rec, 386 Yds, 14.3 Avg",2017,Brigham Young,Kalani Sitake
Talon Shumway,SO,WR,"25 Rec, 257 Yds, 10.3 Avg",2017,Brigham Young,Kalani Sitake
Neil Pau'u,FR,WR,"14 Rec, 139 Yds, 9.9 Avg",2017,Brigham Young,Kalani Sitake
Akile Davis,SO,WR,,2017,Brigham Young,Kalani Sitake
Grant Jones,SR,WR,,2017,Brigham Young,Kalani Sitake
Chayce Bolli,FR,WR,,2017,Brigham Young,Kalani Sitake
Tariq Buchanan,FR,WR,,2017,Brigham Young,Kalani Sitake
Keenan Ellis,FR,WR,,2017,Brigham Young,Kalani Sitake
Taggart Krueger,JR,WR,,2017,Brigham Young,Kalani Sitake
Inoke Lotulelei,SO,WR,,2017,Brigham Young,Kalani Sitake
Rickey Shumway,SO,WR,,2017,Brigham Young,Kalani Sitake
Matt Bushman,FR,TE,"49 Rec, 520 Yds, 10.6 Avg",2017,Brigham Young,Kalani Sitake
Tanner Balderree,SR,TE,"2 Rec, 26 Yds, 13.0 Avg",2017,Brigham Young,Kalani Sitake
Bentley Hanshaw,FR,TE,,2017,Brigham Young,Kalani Sitake
Moroni Laulu-Pututau,JR,TE,,2017,Brigham Young,Kalani Sitake
Hunter Marshall,JR,TE,,2017,Brigham Young,Kalani Sitake
Joe Tukuafu,FR,TE,,2017,Brigham Young,Kalani Sitake
JJ Nwigwe,JR,OL,,2017,Brigham Young,Kalani Sitake
Tuni Kanuch,SR,OL,,2017,Brigham Young,Kalani Sitake
Tejan Koroma,SR,OL,,2017,Brigham Young,Kalani Sitake
Thomas Shoaf,SO,OL,,2017,Brigham Young,Kalani Sitake
Austin Chambers,FR,OL,,2017,Brigham Young,Kalani Sitake
Brady Christensen,FR,OL,,2017,Brigham Young,Kalani Sitake
James Empey,FR,OL,,2017,Brigham Young,Kalani Sitake
Mango Finau,FR,OL,,2017,Brigham Young,Kalani Sitake
Chandon Herring,FR,OL,,2017,Brigham Young,Kalani Sitake
Tristen Hoge,JR,OL,,2017,Brigham Young,Kalani Sitake
Austin Hoyt,JR,OL,,2017,Brigham Young,Kalani Sitake
Jacob Jimenez,JR,OL,,2017,Brigham Young,Kalani Sitake
Kieffer Longson,FR,OL,,2017,Brigham Young,Kalani Sitake
Keyan Norman,SR,OL,,2017,Brigham Young,Kalani Sitake
Addison Pulsipher,SO,OL,,2017,Brigham Young,Kalani Sitake
