Player,Class,Pos,Summary,Year,School,Coach
Taysom Hill,SR,QB,"222 Cmp, 372 Att, 2323 Yds, 12 TD",2016,Brigham Young,Kalani Sitake
Tanner Mangum,SO,QB,"22 Cmp, 33 Att, 241 Yds, 3 TD",2016,Brigham Young,Kalani Sitake
Jamaal Williams,SR,RB,"234 Att, 1375 Yds, 5.9 Avg",2016,Brigham Young,Kalani Sitake
Squally Canada,SO,RB,"74 Att, 315 Yds, 4.3 Avg",2016,Brigham Young,Kalani Sitake
KJ Hall,FR,RB,"35 Att, 184 Yds, 5.3 Avg",2016,Brigham Young,Kalani Sitake
Algernon Brown,SR,RB,"16 Att, 43 Yds, 2.7 Avg",2016,Brigham Young,Kalani Sitake
Colby Hansen,JR,RB,"4 Att, 10 Yds, 2.5 Avg",2016,Brigham Young,Kalani Sitake
Brayden El-Bakri,SO,RB,"5 Rec, 88 Yds, 17.6 Avg",2016,Brigham Young,Kalani Sitake
Mitchell Juergens,SR,WR,"34 Rec, 333 Yds, 9.8 Avg",2016,Brigham Young,Kalani Sitake
Aleva Hifo,FR,WR,"11 Rec, 58 Yds, 5.3 Avg",2016,Brigham Young,Kalani Sitake
Colby Pearson,SR,WR,"38 Rec, 384 Yds, 10.1 Avg",2016,Brigham Young,Kalani Sitake
Nick Kurtz,SR,WR,"49 Rec, 541 Yds, 11.0 Avg",2016,Brigham Young,Kalani Sitake
Jonah Trinnaman,JR,WR,"28 Rec, 321 Yds, 11.5 Avg",2016,Brigham Young,Kalani Sitake
Moroni Laulu-Pututau,SO,WR,"27 Rec, 277 Yds, 10.3 Avg",2016,Brigham Young,Kalani Sitake
Garrett Juergens,SR,WR,"4 Rec, 36 Yds, 9.0 Avg",2016,Brigham Young,Kalani Sitake
Talon Shumway,FR,WR,"3 Rec, 49 Yds, 16.3 Avg",2016,Brigham Young,Kalani Sitake
Beau Tanner,SO,WR,"1 Rec, 5 Yds, 5.0 Avg",2016,Brigham Young,Kalani Sitake
Tanner Balderree,JR,TE,"13 Rec, 156 Yds, 12.0 Avg",2016,Brigham Young,Kalani Sitake
Hunter Marshall,SO,TE,"7 Rec, 66 Yds, 9.4 Avg",2016,Brigham Young,Kalani Sitake
Nate Sampson,SO,TE,"1 Rec, 12 Yds, 12.0 Avg",2016,Brigham Young,Kalani Sitake
Solomone Wolfgramm,SO,TE,,2016,Brigham Young,Kalani Sitake
Quin Ficklin,SO,OL,,2016,Brigham Young,Kalani Sitake
Corbin Kaufusi,SO,OL,,2016,Brigham Young,Kalani Sitake
Corbin Kaufusi,SO,OL,,2016,Brigham Young,Kalani Sitake
Ului Lapuaho,JR,OL,,2016,Brigham Young,Kalani Sitake
Tuni Kanuch,JR,OL,,2016,Brigham Young,Kalani Sitake
JJ Nwigwe,SO,OL,,2016,Brigham Young,Kalani Sitake
Brad Wilcox,SR,OL,,2016,Brigham Young,Kalani Sitake
Moses Kaumatule,SO,DL,,2016,Brigham Young,Kalani Sitake
Tomasi Laulile,JR,DL,,2016,Brigham Young,Kalani Sitake
Tevita Mo'unga,SO,DL,,2016,Brigham Young,Kalani Sitake
Logan Taele,SR,DL,,2016,Brigham Young,Kalani Sitake
Merrill Taliauli,SO,DL,,2016,Brigham Young,Kalani Sitake
Handsome Tanielu,JR,DL,,2016,Brigham Young,Kalani Sitake
Kesni Tausinga,JR,DL,,2016,Brigham Young,Kalani Sitake
Travis Tuiloma,SR,DL,,2016,Brigham Young,Kalani Sitake
Harvey Langi,SR,LB,,2016,Brigham Young,Kalani Sitake
Phillip Amone,SO,LB,,2016,Brigham Young,Kalani Sitake
Francis Bernard,SO,LB,,2016,Brigham Young,Kalani Sitake
Francis Bernard,SO,LB,,2016,Brigham Young,Kalani Sitake
Austin Heder,SR,LB,,2016,Brigham Young,Kalani Sitake
Va'A Niumatalolo,JR,LB,,2016,Brigham Young,Kalani Sitake
Butch Pau'u,SO,LB,,2016,Brigham Young,Kalani Sitake
Trajan Pili,FR,LB,,2016,Brigham Young,Kalani Sitake
Adam Pulsipher,SO,LB,,2016,Brigham Young,Kalani Sitake
Rhett Sandlin,SO,LB,,2016,Brigham Young,Kalani Sitake
Johnny Tapusoa,FR,LB,,2016,Brigham Young,Kalani Sitake
Sae Tautu,SR,LB,,2016,Brigham Young,Kalani Sitake
Morgan Unga,SO,LB,,2016,Brigham Young,Kalani Sitake
Fred Warner,JR,LB,,2016,Brigham Young,Kalani Sitake
Micah Hannemann,JR,DB,,2016,Brigham Young,Kalani Sitake
Cody Stewart,JR,DB,,2016,Brigham Young,Kalani Sitake
Zayne Anderson,SO,DB,,2016,Brigham Young,Kalani Sitake
Isaiah Armstrong,SO,DB,,2016,Brigham Young,Kalani Sitake
Sam Baldwin,FR,DB,,2016,Brigham Young,Kalani Sitake
Michael Davis,SR,DB,,2016,Brigham Young,Kalani Sitake
Michael Davis,SR,DB,,2016,Brigham Young,Kalani Sitake
Kavika Fonua,SO,DB,,2016,Brigham Young,Kalani Sitake
Kamel Greene,JR,DB,,2016,Brigham Young,Kalani Sitake
Matt Hadley,JR,DB,,2016,Brigham Young,Kalani Sitake
Tanner Jacobson,SO,DB,,2016,Brigham Young,Kalani Sitake
Grant Jones,JR,DB,,2016,Brigham Young,Kalani Sitake
Dayan Lake,FR,DB,,2016,Brigham Young,Kalani Sitake
Hiva Lee,FR,DB,,2016,Brigham Young,Kalani Sitake
Austin McChesney,FR,DB,,2016,Brigham Young,Kalani Sitake
Kai Nacua,SR,DB,,2016,Brigham Young,Kalani Sitake
Sawyer Powell,JR,DB,,2016,Brigham Young,Kalani Sitake
Michael Shelton,SO,DB,,2016,Brigham Young,Kalani Sitake
Eric Takenaka,SR,DB,,2016,Brigham Young,Kalani Sitake
Troy Warner,FR,DB,,2016,Brigham Young,Kalani Sitake
Chris Wilcox,FR,DB,,2016,Brigham Young,Kalani Sitake
Jonny Linehan,SR,P,,2016,Brigham Young,Kalani Sitake
Rhett Almond,SO,P,,2016,Brigham Young,Kalani Sitake
Corey Edwards,JR,PK,,2016,Brigham Young,Kalani Sitake
Matt Foley,SO,LS,,2016,Brigham Young,Kalani Sitake
Andrew Mikkelsen,SO,PK,,2016,Brigham Young,Kalani Sitake
Jake Oldroyd,FR,PK,,2016,Brigham Young,Kalani Sitake
