Player,Class,Pos,Summary,Year,School,Coach
Tanner Mangum,SR,QB,"114 Cmp, 186 Att, 1104 Yds, 5 TD",2018,Brigham Young,Kalani Sitake
Zach Wilson,FR,QB,"120 Cmp, 182 Att, 1578 Yds, 12 TD",2018,Brigham Young,Kalani Sitake
Jaren Hall,FR,QB,,2018,Brigham Young,Kalani Sitake
Beau Hoge,JR,QB,,2018,Brigham Young,Kalani Sitake
Stacy Conner,FR,QB,,2018,Brigham Young,Kalani Sitake
Joe Critchlow,SO,QB,,2018,Brigham Young,Kalani Sitake
Hayden Griffitts,SO,QB,,2018,Brigham Young,Kalani Sitake
Baylor Romney,FR,QB,,2018,Brigham Young,Kalani Sitake
Matt Hadley,SR,RB,"72 Att, 383 Yds, 5.3 Avg",2018,Brigham Young,Kalani Sitake
Squally Canada,SR,RB,"91 Att, 412 Yds, 4.5 Avg",2018,Brigham Young,Kalani Sitake
Lopini Katoa,FR,RB,"76 Att, 423 Yds, 5.6 Avg",2018,Brigham Young,Kalani Sitake
Riley Burt,JR,RB,"59 Att, 323 Yds, 5.5 Avg",2018,Brigham Young,Kalani Sitake
Tyler Allgeier,FR,RB,"9 Att, 49 Yds, 5.4 Avg",2018,Brigham Young,Kalani Sitake
Brayden El-Bakri,SR,RB,"8 Rec, 55 Yds, 6.9 Avg",2018,Brigham Young,Kalani Sitake
Sione Finau,FR,RB,,2018,Brigham Young,Kalani Sitake
Tanner Jacobson,SR,RB,,2018,Brigham Young,Kalani Sitake
Kavika Fonua,JR,RB,,2018,Brigham Young,Kalani Sitake
Kyle Griffitts,SO,RB,,2018,Brigham Young,Kalani Sitake
KJ Hall,JR,RB,,2018,Brigham Young,Kalani Sitake
Johnny Tapusoa,JR,RB,,2018,Brigham Young,Kalani Sitake
Aleva Hifo,JR,WR,"28 Rec, 358 Yds, 12.8 Avg",2018,Brigham Young,Kalani Sitake
Neil Pau'u,SO,WR,"18 Rec, 216 Yds, 12.0 Avg",2018,Brigham Young,Kalani Sitake
Dylan Collie,SR,WR,"24 Rec, 277 Yds, 11.5 Avg",2018,Brigham Young,Kalani Sitake
Dax Milne,FR,WR,"10 Rec, 69 Yds, 6.9 Avg",2018,Brigham Young,Kalani Sitake
Micah Simon,JR,WR,"12 Rec, 107 Yds, 8.9 Avg",2018,Brigham Young,Kalani Sitake
Gunner Romney,FR,WR,"13 Rec, 162 Yds, 12.5 Avg",2018,Brigham Young,Kalani Sitake
Talon Shumway,JR,WR,"22 Rec, 337 Yds, 15.3 Avg",2018,Brigham Young,Kalani Sitake
Akile Davis,JR,WR,"4 Rec, 47 Yds, 11.8 Avg",2018,Brigham Young,Kalani Sitake
Brayden Cosper,FR,WR,,2018,Brigham Young,Kalani Sitake
Trey Dye,SR,WR,,2018,Brigham Young,Kalani Sitake
Inoke Lotulelei,JR,WR,,2018,Brigham Young,Kalani Sitake
Austin Whetzel,SO,WR,,2018,Brigham Young,Kalani Sitake
Matt Bushman,SO,TE,"29 Rec, 511 Yds, 17.6 Avg",2018,Brigham Young,Kalani Sitake
Dallin Holker,FR,TE,"19 Rec, 235 Yds, 12.4 Avg",2018,Brigham Young,Kalani Sitake
Moroni Laulu-Pututau,JR,TE,"14 Rec, 120 Yds, 8.6 Avg",2018,Brigham Young,Kalani Sitake
Nate Heaps,FR,TE,,2018,Brigham Young,Kalani Sitake
Tanner Leishman,FR,TE,,2018,Brigham Young,Kalani Sitake
JJ Nwigwe,SR,TE,,2018,Brigham Young,Kalani Sitake
Addison Pulsipher,JR,TE,,2018,Brigham Young,Kalani Sitake
Hank Tuipulotu,FR,TE,,2018,Brigham Young,Kalani Sitake
Ben Ward,FR,TE,,2018,Brigham Young,Kalani Sitake
Brady Christensen,FR,OL,,2018,Brigham Young,Kalani Sitake
Austin Chambers,SO,OL,,2018,Brigham Young,Kalani Sitake
Ethan Atagi,FR,OL,,2018,Brigham Young,Kalani Sitake
Clark Barrington,FR,OL,,2018,Brigham Young,Kalani Sitake
James Empey,FR,OL,,2018,Brigham Young,Kalani Sitake
J.T. Gentry,FR,OL,,2018,Brigham Young,Kalani Sitake
Chandon Herring,SO,OL,,2018,Brigham Young,Kalani Sitake
Tristen Hoge,SO,OL,,2018,Brigham Young,Kalani Sitake
Austin Hoyt,SR,OL,,2018,Brigham Young,Kalani Sitake
Jacob Jimenez,JR,OL,,2018,Brigham Young,Kalani Sitake
Harris LaChance,FR,OL,,2018,Brigham Young,Kalani Sitake
Ului Lapuaho,SR,OL,,2018,Brigham Young,Kalani Sitake
Kieffer Longson,SO,OL,,2018,Brigham Young,Kalani Sitake
Thomas Shoaf,JR,OL,,2018,Brigham Young,Kalani Sitake
Jacob Smith,FR,OL,,2018,Brigham Young,Kalani Sitake
Michael Thorson,FR,OL,,2018,Brigham Young,Kalani Sitake
Zac Dawe,SO,DL,,2018,Brigham Young,Kalani Sitake
Bracken El-Bakri,SO,DL,,2018,Brigham Young,Kalani Sitake
Lorenzo Fauatea,SO,DL,,2018,Brigham Young,Kalani Sitake
Kamalani Kaluhiokalani,SR,DL,,2018,Brigham Young,Kalani Sitake
Corbin Kaufusi,SR,DL,,2018,Brigham Young,Kalani Sitake
Corbin Kaufusi,SR,DL,,2018,Brigham Young,Kalani Sitake
Devin Kaufusi,FR,DL,,2018,Brigham Young,Kalani Sitake
Uriah Leiataua,SO,DL,,2018,Brigham Young,Kalani Sitake
Trajan Pili,JR,DL,,2018,Brigham Young,Kalani Sitake
Merrill Taliauli,SR,DL,,2018,Brigham Young,Kalani Sitake
Alden Tofa,FR,DL,,2018,Brigham Young,Kalani Sitake
